Metric,Average,Std Dev,Max,Min
Training MAE,0.23350469395518303,0.2845308496357877,0.6358920335769653,0.032142870128154755
Training R²,-2.67113901292311,5.126903545240646,0.954234321278962,-9.921675538566037
Validation MAE,0.15215894083182016,0.023384969068489064,0.18474937975406647,0.13099724054336548
Validation R²,-5.220561894032179,3.2605157064309624,-2.6530050877921405,-9.821294177276602
