Metric,Average,Std Dev,Max,Min
Training MAE,0.025431334351499874,0.00020017249983428158,0.02570432983338833,0.025229962542653084
Training R²,0.9475999474525452,0.0004838332207423847,0.9480771422386169,0.9469366669654846
Validation MAE,0.02427315091093381,0.0004953712574191884,0.024957839399576187,0.023802392184734344
Validation R²,0.8870599269866943,0.0038940465721613994,0.8910675644874573,0.8817850947380066
