DATE_TIME,OPEN,LOW,HIGH,CLOSE,BC-BO,BH-BL,BH-BO,BO-BL,RSI,MACD,MACD_Signal,MACD_Histogram,EMA,Stochastic_%K,Stochastic_%D,ADX,DI+,DI-,ATR,CCI,BB_MID_20_2,BB_UP_20_2,BB_LOW_20_2,BB_WIDTH_20_2,WilliamsR,Momentum,ROC
2011-07-13 17:00:00,1.41497,1.41344,1.41558,1.41414,-0.0008300000000001,0.00214,0.0006099999999999,0.00153,67.91285637439462,0.0036916366716914,0.0023800383600949,0.0013115983115965,1.406973797298778,81.18413320812117,83.1009367590305,29.274667404618373,30.427870323618063,12.26370789112508,0.0044734926885977,122.33264498365044,1.405085,1.4176682769976665,1.3925017230023338,0.0251665539953327,-24.223602484472536,0.0095399999999998,0.952312964020563
2011-07-13 18:00:00,1.41411,1.41329,1.41604,1.41441,0.0002999999999999,0.00275,0.0019299999999999,0.00082,72.5412166003408,0.0038037229324006,0.0026647752745561,0.0011389476578445,1.4076820070798468,77.39181546103573,82.14570839003376,30.297371465766982,29.8092611308905,11.709977122446992,0.0043503860679836,111.99754623964373,1.405957,1.4185870357877564,1.393326964212244,0.0252600715755124,-23.199613339778224,-0.0018500000000001,0.929077558709568
2011-07-13 19:00:00,1.41443,1.41303,1.41545,1.41411,-0.00032,0.00242,0.00102,0.0014,70.02708396027657,0.0038242609095102,0.0028966724015469,0.0009275885079633,1.4082941968817662,75.9398342074503,78.17192762553573,31.13470080320777,28.586058268015474,11.670330765725389,0.0042125013488419,94.98853860411482,1.4067185000000002,1.4193864031808745,1.394050596819126,0.0253358063617481,-24.75728155339836,-0.0024600000000001,0.668460618486244
2011-07-13 20:00:00,1.41408,1.41353,1.41671,1.41668,0.0025999999999999,0.0031799999999999,0.0026299999999999,0.00055,71.71258165293929,0.0040017848413254,0.0031176948895026,0.0008840899518227,1.4090928447977884,79.52138310877399,77.61767759242001,32.13612604410948,29.191767791881546,11.029839923872958,0.0041387512524961,100.40566519206972,1.407508,1.420586017586775,1.394429982413225,0.0261560351735501,-13.478955780501437,0.0017399999999998,0.7352418334115596
2011-07-13 21:00:00,1.41673,1.4161,1.42415,1.4237,0.0069699999999999,0.0080500000000001,0.0074199999999999,0.0006300000000001,74.39588688945992,0.0046552661572336,0.0034252091430488,0.0012300570141848,1.4104840024360945,86.52643221556082,80.66254984392837,34.068278211226456,37.42095576001646,9.594353991104914,0.0044181261630321,147.18972874007582,1.4088435,1.4227794538963074,1.3949075461036928,0.0278719077926146,-2.1844660194177794,0.00956,0.91938216384424
2011-07-13 22:00:00,1.42372,1.42001,1.42398,1.42291,-0.0008100000000001,0.00397,0.0002599999999999,0.0037100000000001,71.76254268452819,0.0050511815340026,0.0037504036212395,0.001300777912763,1.4116674307755137,92.77238690811733,86.2734007441507,35.862419509263646,35.00161457118829,8.97405941766487,0.0043861171513869,138.65896237383132,1.4100214999999998,1.424520053410599,1.3955229465894006,0.0289971068211984,-6.0194174757288,0.0084999999999999,1.1652873759349314
2011-07-13 23:00:00,1.42288,1.42187,1.42816,1.42695,0.00407,0.0062900000000001,0.0052800000000001,0.0010099999999999,71.50053022269316,0.0056260875239613,0.0041255404017839,0.0015005471221773,1.413122913558798,95.62647199220407,91.64176370529408,37.944949801183874,38.12657642640762,8.082458421624871,0.0045221087834307,153.04627850205176,1.4113279999999997,1.4269408659764948,1.3957151340235046,0.0312257319529902,-4.91670052824118,0.0128399999999999,1.373239936914783
2011-07-14 00:00:00,1.42697,1.42258,1.42711,1.42368,-0.00329,0.0045300000000001,0.00014,0.0043900000000001,73.32789559543222,0.0057515427864762,0.0044507408787224,0.0013008019077538,1.414128350362722,90.28663329164696,92.89516406398944,39.87872792939551,35.398837250134704,7.5042046012269585,0.0045226724417571,128.10694980594192,1.4125845,1.427924165543942,1.3972448344560582,0.0306793310878839,-18.203982121089133,0.0070000000000001,1.3569506343352744
2011-07-14 01:00:00,1.42371,1.42248,1.425,1.42324,-0.0004699999999999,0.00252,0.00129,0.00123,71.62236987818369,0.0057491895843271,0.0047104306198433,0.0010387589644837,1.4149961265186533,85.62914804280074,90.51408444221728,41.62783565946952,33.94396575700385,7.3588790996947955,0.004379624410203,110.0223260755669,1.4137065,1.428713260176667,1.398699739823333,0.030013520353334,-19.991873222267497,-0.0004599999999999,1.3270682044710158
2011-07-14 02:00:00,1.42327,1.422,1.42372,1.42288,-0.0003900000000001,0.0017200000000001,0.00045,0.0012700000000001,77.27001194743107,0.0056531101286911,0.0048989665216129,0.0007541436070782,1.4157469716121147,80.11648381416735,85.34408838287169,43.017157342446055,32.94859444488198,7.961430582936992,0.0041896512380457,95.80269433202254,1.414781,1.4291711367609905,1.40039086323901,0.0287802735219804,-21.45469321414128,-2.999999999997449e-05,0.4674282970640986
