DATE_TIME,RSI,MACD,MACD_Signal,MACD_Histogram,EMA,Stochastic_%K,Stochastic_%D,ADX,DI+,DI-,ATR,CCI,BB_MID_20_2,BB_UP_20_2,BB_LOW_20_2,BB_WIDTH_20_2,WilliamsR,Momentum,ROC
2005-06-22 12:00:00,32.699621637641044,0.0001231054360267,0.0005853893410805,-0.0004622839050537,1.2158051790392344,21.26052991825308,36.20889137711296,23.848496349884925,19.68630584333864,29.650092459933987,0.0021262761022867,-184.19327822918763,1.21657225,1.220530297342759,1.2126142026572415,0.0079160946855174,-92.10206733088164,-0.0060025,-0.4473173855641499
2005-06-22 16:00:00,32.889453923236935,-0.0007961913937083,-0.0001138195580015,-0.0006823718357067,1.214488849900875,16.95358373369151,13.19381394411751,23.341888659204816,18.074712892376574,27.026936929300756,0.0021735945766714,-122.4350513917348,1.215837875,1.221227997471044,1.210447752528956,0.0107802449420879,-81.06027211145037,-0.0002724999999999,-0.3893546534991604
2005-06-22 20:00:00,34.69809848714449,-0.001010106185547,-0.000624500115039,-0.0003856060705079,1.213655926609447,21.24467883480508,20.33943301951105,22.67613044232968,18.051652716599055,27.07767439369436,0.0020405857508411,-66.60017791742098,1.2146897500000002,1.2204682880807003,1.2089112119193,0.0115570761614004,-75.62688064192656,0.0002199999999999,-0.4969859213285826
2005-06-23 00:00:00,39.72706774300683,-0.0008114428859852,-0.0007761093421072,-3.533354387796152e-05,1.213315022015877,37.81018906677532,31.637049589901157,21.704015410656783,17.916370503898744,26.313521332464298,0.0017725458696838,-33.57132147066012,1.213793875,1.2191726361328132,1.2084151138671868,0.0107575222656265,-49.964400606397895,0.0006,0.0453017352118167
2005-06-23 04:00:00,54.70161188667935,-0.0005859753953652,-0.0006963773705048,0.0001104019751395,1.2131644186791055,68.14241041132934,65.06206905498324,19.349833565152565,18.876206150491328,23.64556283002572,0.0016368021809673,-9.832756621783146,1.212849875,1.2163530750518132,1.2093466749481865,0.0070064001036267,-37.25274725274746,-0.000175,0.0532767087026625
2005-06-23 08:00:00,40.38280744394464,-0.0008818222669408,-0.0007205889718374,-0.0001612332951034,1.212442496910648,27.88380924486474,39.73360235254925,20.40979289935232,15.059689736739038,29.340868479734308,0.0016555580901345,-168.97603925352962,1.21206175,1.2141883671052864,1.2099351328947132,0.0042532342105732,-82.93170258861058,-0.0028724999999999,-0.2018638809208689
2005-06-23 12:00:00,27.820929250902683,-0.0015068134976844,-0.001068513603309,-0.0004382998943753,1.2110316603158795,11.32916328147921,12.619057407398032,26.20760989710478,10.67129794715584,32.46337997507674,0.0017861046728533,-184.64271067292685,1.2113524999999998,1.2151730213797234,1.2075319786202765,0.0076410427594471,-89.20986544498811,-0.0026649999999999,-0.4709366136646464
2005-06-23 16:00:00,20.11058320525399,-0.0022242690123717,-0.0016438748442786,-0.0005803941680931,1.2090784711052789,18.0662918571827,14.932918824117884,34.540465894741025,10.010524447755136,35.24378666603572,0.0020376910808351,-137.4121029328157,1.20999325,1.2162078085503056,1.2037786914496944,0.0124291171006112,-78.44463107348929,-0.0022599999999999,-0.6430119570978388
2005-06-23 20:00:00,23.10727525298561,-0.0024262270902895,-0.0020750439800427,-0.0003511831102467,1.2074524755267149,17.621253079933293,19.362358878764734,38.88359090325739,10.344204436736838,33.91169572417515,0.0020392002019921,-105.5941447499547,1.2083103749999995,1.2153051947036086,1.2013155552963908,0.0139896394072179,-83.27837010928499,-0.001145,-0.5015639314882275
2005-06-24 00:00:00,26.300887456547205,-0.0024335606635593,-0.0022916848517034,-0.0001418758118558,1.2059981934385209,14.29848321733901,15.218725152753258,43.54525082012587,8.920511509533146,34.94178305574852,0.0018588962143143,-88.79243586906513,1.206351625,1.21257275758551,1.20013049241449,0.0124422651710198,-87.71892688532444,-0.0010249999999999,-0.3667623646080198
