DATE_TIME,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15
2018-05-16 01:00:00,1.0722448,0.5808546,-1.0187387,0.96424925,-0.47047967,-1.8480803,-1.1589222,0.01944264,0.42881456,-1.1574217,-2.5234947,-1.3821584,1.37761,-1.4129201,0.31492722,2.8432155
2018-05-16 02:00:00,1.1424804,0.5757871,-1.0268831,0.97379434,-0.47890824,-1.908734,-1.1727554,0.035427205,0.52555054,-1.1493988,-2.5508935,-1.3458961,1.3840584,-1.4897894,0.25394022,2.886257
2018-05-16 03:00:00,1.144175,0.57643414,-1.0279489,0.9720337,-0.4776317,-1.9077139,-1.1702875,0.035139523,0.5258505,-1.1444653,-2.5500503,-1.3424654,1.3853688,-1.4845144,0.25689283,2.8852675
2018-05-16 04:00:00,1.1219213,0.57526296,-1.0175552,0.96264243,-0.47042122,-1.9079598,-1.1679537,0.02531927,0.5070889,-1.1332372,-2.5118554,-1.3598703,1.3519517,-1.4412702,0.28483027,2.8680964
2018-05-16 05:00:00,1.1529386,0.57644445,-1.0289371,0.97773784,-0.48337507,-1.9030054,-1.1702298,0.039340936,0.53316,-1.1539475,-2.5691578,-1.3424215,1.4028107,-1.503814,0.24565642,2.8949294
2018-05-16 06:00:00,1.0928811,0.5811854,-1.03106,0.9660863,-0.4678372,-1.8445686,-1.1498252,0.029945128,0.44078296,-1.1536072,-2.5578198,-1.3591098,1.416344,-1.4275559,0.29930112,2.8506289
2018-05-16 07:00:00,1.119396,0.58022946,-1.0322344,0.98263425,-0.47846273,-1.8538094,-1.1544439,0.04545825,0.47150367,-1.1752025,-2.5997317,-1.3593949,1.448611,-1.4840766,0.26408082,2.8809884
2018-05-16 08:00:00,1.0547471,0.59340864,-1.0222607,0.9711918,-0.4706684,-1.8095075,-1.1582198,0.02863174,0.39234748,-1.1885917,-2.5546448,-1.3818783,1.4111592,-1.4249202,0.31410378,2.8346858
2018-05-16 09:00:00,0.9588716,0.60109395,-1.021896,0.96673906,-0.47888747,-1.7272841,-1.1476861,0.018626444,0.2833009,-1.2237357,-2.5415628,-1.4179424,1.411329,-1.3752722,0.36672547,2.7896037
2018-05-16 10:00:00,1.0195788,0.58512086,-1.0251825,0.96641093,-0.4707045,-1.7847859,-1.153049,0.014499031,0.34750077,-1.1902772,-2.5475938,-1.3936583,1.4143722,-1.4006499,0.3320502,2.8160915
2018-05-16 11:00:00,1.0526103,0.5729493,-1.0429912,0.9647771,-0.46670324,-1.801429,-1.1386015,0.020111792,0.3771664,-1.1633052,-2.577925,-1.3627192,1.4516311,-1.4106444,0.31254143,2.830003
2018-05-16 12:00:00,1.0191572,0.58288616,-1.0223675,0.9695195,-0.47085077,-1.801577,-1.1625834,0.015970849,0.35724282,-1.197714,-2.5431516,-1.3974464,1.4009343,-1.4177214,0.32027423,2.82019
2018-05-16 13:00:00,1.1714846,0.56254655,-1.0176284,0.99575114,-0.49266493,-1.8501408,-1.1699513,0.058632486,0.5830469,-1.2156318,-2.736368,-1.2937421,1.5667603,-1.66061,0.13741295,2.946374
2018-05-16 14:00:00,1.072062,0.58483243,-1.02289,1.006529,-0.49737516,-1.8235484,-1.178652,0.050189935,0.42132354,-1.2559103,-2.6215808,-1.408039,1.4525247,-1.5354525,0.2439007,2.877579
2018-05-16 15:00:00,1.1091783,0.56396204,-1.0342417,0.9625981,-0.46758682,-1.890037,-1.1560006,0.022660248,0.4785256,-1.1309692,-2.5412889,-1.3501467,1.3924755,-1.4406681,0.28144944,2.8619833
2018-05-16 16:00:00,1.1498518,0.5623992,-1.0235941,0.9900393,-0.48584142,-1.8584524,-1.152474,0.04919886,0.5342521,-1.1873286,-2.6845071,-1.3148288,1.517912,-1.5917618,0.19744001,2.929169
2018-05-16 17:00:00,1.1265451,0.5734638,-1.0338972,0.966915,-0.46950123,-1.8937292,-1.1603945,0.032178156,0.49740204,-1.1369787,-2.5521052,-1.3398603,1.3975761,-1.4610504,0.27052653,2.8717504
2018-05-16 18:00:00,1.0527241,0.5863722,-1.0148187,0.97071123,-0.47140747,-1.8385962,-1.1700307,0.023310922,0.40912423,-1.1864625,-2.5293272,-1.3925974,1.3754343,-1.4316387,0.30819526,2.83796
2018-05-16 19:00:00,1.1290226,0.56966907,-1.02685,0.96310145,-0.4706194,-1.915591,-1.1695138,0.025049351,0.5156916,-1.1304144,-2.5257394,-1.3429958,1.3635572,-1.460594,0.2687715,2.87211
2018-05-16 20:00:00,1.13395,0.5729446,-1.0271338,0.96936816,-0.4742447,-1.9147,-1.1738693,0.030925058,0.5202196,-1.1424822,-2.5386066,-1.343266,1.3718139,-1.4806803,0.2584309,2.879386
2018-05-16 21:00:00,1.1393389,0.57272524,-1.0302701,0.97128075,-0.47629488,-1.9111936,-1.1717656,0.032810114,0.5224633,-1.1437259,-2.5495286,-1.3399831,1.3839318,-1.4871514,0.25399676,2.8831267
2018-05-16 22:00:00,1.1447978,0.5731909,-1.0301137,0.9699198,-0.47648108,-1.9153142,-1.1719873,0.03222262,0.53014076,-1.1389874,-2.5462208,-1.3361088,1.3801864,-1.4867678,0.2535855,2.8846335
2018-05-16 23:00:00,1.1180301,0.5763673,-1.0227863,0.9687295,-0.47043237,-1.9018959,-1.17057,0.0317766,0.4983444,-1.1479236,-2.5331538,-1.3562316,1.3705949,-1.462274,0.27287844,2.8703485
2018-05-17 00:00:00,1.1079867,0.57086223,-1.0215055,0.96326846,-0.4689107,-1.8962346,-1.1630856,0.023539029,0.48532146,-1.136552,-2.5199244,-1.365235,1.3654219,-1.4347731,0.28914854,2.8623843
2018-05-17 01:00:00,1.1220142,0.57533807,-1.0256866,0.9735616,-0.47442555,-1.8980122,-1.1708305,0.034775965,0.49952373,-1.1562103,-2.5488312,-1.3565103,1.385231,-1.4770969,0.26367277,2.8761368
2018-05-17 02:00:00,1.1647108,0.56855196,-1.0187432,0.9924524,-0.4929006,-1.885058,-1.170369,0.049597047,0.5590701,-1.1886581,-2.6467907,-1.331148,1.4690573,-1.5882329,0.19719554,2.928742
2018-05-17 03:00:00,1.1051869,0.5770139,-1.0193712,0.96523166,-0.4692494,-1.8866547,-1.1640528,0.027111672,0.47884077,-1.1457735,-2.5241714,-1.367859,1.369007,-1.4362774,0.29115754,2.8607168
2018-05-17 04:00:00,1.0863504,0.5790654,-1.0134325,0.9650332,-0.47086266,-1.8763173,-1.1673263,0.02140411,0.45860705,-1.1532685,-2.510386,-1.3822774,1.3551039,-1.4254094,0.30388546,2.8526392
2018-05-17 05:00:00,1.1440043,0.5717403,-1.0298607,0.9814371,-0.48207074,-1.8795055,-1.15965,0.04295885,0.51798093,-1.1653986,-2.6091936,-1.3373219,1.4475355,-1.5219162,0.23811947,2.901721
2018-05-17 06:00:00,0.951635,0.59927315,-1.0242358,0.96504104,-0.47930878,-1.719371,-1.1437362,0.016591243,0.27356037,-1.221702,-2.5420678,-1.418272,1.4156877,-1.3675052,0.37215465,2.7854524
2018-05-17 07:00:00,1.1310184,0.5669449,-1.0247668,0.99380505,-0.48732454,-1.8391956,-1.1477176,0.05140891,0.49808243,-1.2010971,-2.6814306,-1.3369387,1.5223373,-1.5707694,0.21524577,2.9201608
2018-05-17 08:00:00,1.0798526,0.5801545,-1.0235125,0.9676596,-0.4692539,-1.8533496,-1.1604406,0.02618488,0.43694627,-1.1632527,-2.5404809,-1.3732903,1.3913523,-1.4319623,0.2995817,2.8483665
2018-05-17 09:00:00,1.0554432,0.58986574,-1.0220426,0.981533,-0.47580045,-1.8213395,-1.1688471,0.03425335,0.3997489,-1.2089847,-2.5687056,-1.3894666,1.4145716,-1.4608845,0.29146206,2.8460534
2018-05-17 10:00:00,1.0375065,0.5852837,-1.038536,0.97290933,-0.4693864,-1.7878296,-1.1476703,0.03019657,0.36192542,-1.1941601,-2.5872936,-1.3710049,1.4523787,-1.43039,0.30803084,2.8280253
2018-05-17 11:00:00,1.1019214,0.56919116,-1.0298333,0.96740574,-0.46732774,-1.8856022,-1.161496,0.028710328,0.4711673,-1.1487633,-2.5458198,-1.3588752,1.3923453,-1.4503709,0.27797848,2.8610563
2018-05-17 12:00:00,1.1399766,0.5654015,-1.02981,0.98607117,-0.4844794,-1.8718895,-1.1582905,0.043949775,0.51631546,-1.1781211,-2.6385274,-1.3321239,1.4744393,-1.5513713,0.22137772,2.911119
2018-05-17 13:00:00,1.041374,0.58646774,-1.0220457,0.9722309,-0.47033262,-1.8175923,-1.165027,0.024792157,0.38538966,-1.1959318,-2.5500348,-1.3881952,1.4017801,-1.4337935,0.30720323,2.8315816
2018-05-17 14:00:00,1.1196567,0.571806,-1.029947,0.98581237,-0.4831701,-1.8863605,-1.1735971,0.04063367,0.49090514,-1.1830992,-2.5827155,-1.365307,1.4157418,-1.5106943,0.24348353,2.8853605
2018-05-17 15:00:00,1.1366932,0.5691796,-1.0379312,0.9730824,-0.47587463,-1.8995581,-1.1652204,0.0342808,0.5113468,-1.1458248,-2.5718029,-1.3333691,1.411102,-1.493594,0.24930705,2.883946
2018-05-17 16:00:00,1.1480336,0.5699542,-1.0319858,0.97933793,-0.48394853,-1.9078496,-1.1738061,0.037079655,0.53167653,-1.1584104,-2.5763206,-1.3392254,1.406449,-1.5190896,0.23472698,2.8963478
2018-05-17 17:00:00,1.081647,0.57427114,-1.0198536,0.96605986,-0.46970624,-1.8725952,-1.1650635,0.021520607,0.44981307,-1.1554254,-2.5231836,-1.3781309,1.3699764,-1.4312478,0.29817164,2.851337
2018-05-17 18:00:00,1.1331216,0.57142216,-1.0300643,0.9720556,-0.47577775,-1.9101903,-1.1729753,0.03234666,0.5160794,-1.1476768,-2.5497153,-1.343413,1.3834447,-1.4880857,0.25368834,2.8811264
2018-05-17 19:00:00,1.1091006,0.56836736,-1.0234299,0.96363604,-0.46933758,-1.9020928,-1.1658945,0.022596352,0.48940554,-1.1364906,-2.5210416,-1.3611994,1.3639139,-1.443066,0.28286308,2.8639433
