Metric,Average,Std Dev,Min,Max
Train MAE H24,0.048682,0.000059,0.048620,0.048762
Train MAE H48,0.049319,0.000481,0.048639,0.049660
Train MAE H72,0.049386,0.001002,0.048489,0.050784
Train MAE H96,0.050146,0.001334,0.048259,0.051089
Train MAE H120,0.050574,0.001580,0.048339,0.051696
Train MAE H144,0.050453,0.001153,0.049282,0.052021
Train R2 H24,0.285401,0.000175,0.285154,0.285541
Train R2 H48,0.281501,0.001122,0.280708,0.283087
Train R2 H72,0.276322,0.002529,0.272787,0.278559
Train R2 H96,0.285431,0.002078,0.283957,0.288370
Train R2 H120,0.282469,0.004601,0.279200,0.288976
Train R2 H144,0.289163,0.004030,0.283485,0.292437
Train Uncertainty H24,0.001169,0.001436,0.000080,0.003197
Train Uncertainty H48,0.001245,0.001610,0.000025,0.003520
Train Uncertainty H72,0.001804,0.001759,0.000083,0.004220
Train Uncertainty H96,0.002225,0.003084,0.000011,0.006586
Train Uncertainty H120,0.001185,0.001571,0.000039,0.003407
Train Uncertainty H144,0.002057,0.001962,0.000048,0.004720
Train SNR H24,7085.355957,6295.291016,385.792877,15512.826172
Train SNR H48,18538.759766,21491.980469,350.757690,48721.980469
Train SNR H72,5401.328125,6653.704102,292.583466,14799.180664
Train SNR H96,41219.441406,47180.664062,186.522217,107301.757812
Train SNR H120,14414.932617,12872.954102,362.284637,31464.316406
Train SNR H144,8860.598633,11725.707031,261.012543,25439.382812
Validation MAE H24,0.004327,0.000121,0.004209,0.004493
Validation MAE H48,0.005519,0.000911,0.004231,0.006165
Validation MAE H72,0.004932,0.001723,0.003459,0.007350
Validation MAE H96,0.006712,0.002144,0.003680,0.008230
Validation MAE H120,0.007344,0.002290,0.004105,0.008969
Validation MAE H144,0.007386,0.001700,0.005916,0.009768
Validation R2 H24,0.960003,0.002228,0.956925,0.962126
Validation R2 H48,0.936394,0.018748,0.923101,0.962907
Validation R2 H72,0.944511,0.038566,0.890154,0.975556
Validation R2 H96,0.898106,0.052350,0.861083,0.972141
Validation R2 H120,0.880446,0.060408,0.837672,0.965876
Validation R2 H144,0.887875,0.050611,0.816489,0.928078
Validation Uncertainty H24,0.001742,0.002249,0.000079,0.004922
Validation Uncertainty H48,0.001600,0.002113,0.000025,0.004588
Validation Uncertainty H72,0.002222,0.001955,0.000082,0.004807
Validation Uncertainty H96,0.001790,0.002466,0.000012,0.005278
Validation Uncertainty H120,0.001516,0.002043,0.000038,0.004405
Validation Uncertainty H144,0.002561,0.002382,0.000049,0.005761
Validation SNR H24,6918.632324,6210.964355,242.868088,15200.170898
Validation SNR H48,18094.419922,21069.716797,260.823181,47684.183594
Validation SNR H72,5159.617676,6647.557617,249.073761,14557.507812
Validation SNR H96,39416.214844,45607.105469,226.739380,103374.796875
Validation SNR H120,14358.008789,12839.929688,271.863220,31324.845703
Validation SNR H144,8448.526367,11352.053711,207.142502,24500.830078
Test MAE H24,0.003016,0.000193,0.002816,0.003277
Test MAE H48,0.003667,0.000519,0.002933,0.004039
Test MAE H72,0.005240,0.002008,0.002979,0.007859
Test MAE H96,0.004672,0.001387,0.002710,0.005655
Test MAE H120,0.005238,0.001303,0.003395,0.006164
Test MAE H144,0.005173,0.001164,0.003792,0.006639
Test R2 H24,0.919806,0.008575,0.908077,0.928336
Test R2 H48,0.886543,0.029017,0.865920,0.927579
Test R2 H72,0.781269,0.131822,0.608042,0.927547
Test R2 H96,0.809420,0.089960,0.745655,0.936643
Test R2 H120,0.766601,0.098447,0.696649,0.905825
Test R2 H144,0.770342,0.091797,0.652990,0.877096
Test Uncertainty H24,0.001659,0.002127,0.000079,0.004665
Test Uncertainty H48,0.001473,0.001934,0.000025,0.004206
Test Uncertainty H72,0.002097,0.001758,0.000079,0.004364
Test Uncertainty H96,0.001634,0.002248,0.000011,0.004813
Test Uncertainty H120,0.001337,0.001787,0.000039,0.003865
Test Uncertainty H144,0.002196,0.002203,0.000048,0.005225
Test SNR H24,6426.280762,5801.703613,240.688248,14187.425781
Test SNR H48,16821.857422,19518.708984,267.281647,44228.429688
Test SNR H72,5027.297852,6501.805176,257.917786,14220.068359
Test SNR H96,37998.339844,43850.734375,233.596436,99479.992188
Test SNR H120,13075.666992,11687.818359,291.231720,28541.269531
Test SNR H144,8139.255371,10760.048828,214.697906,23351.824219
