Metric,Average,Std Dev,Min,Max
Train Accuracy H1,0.642857,0.000000,0.642857,0.642857
Train Precision H1,0.307936,0.000000,0.307936,0.307936
Train Recall H1,0.943457,0.000000,0.943457,0.943457
Train F1 H1,0.464321,0.000000,0.464321,0.464321
Train AUC_ROC H1,0.831203,0.000000,0.831203,0.831203
Train AUC_PR H1,0.532639,0.000000,0.532639,0.532639
Train MCC H1,0.390570,0.000000,0.390570,0.390570
Train Brier H1,0.153888,0.000000,0.153888,0.153888
Train LogLoss H1,0.447807,0.000000,0.447807,0.447807
Train Pos_Rate_True H1,0.164060,0.000000,0.164060,0.164060
Train Pos_Rate_Pred H1,0.502650,0.000000,0.502650,0.502650
Train Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Validation Accuracy H1,0.599213,0.000000,0.599213,0.599213
Validation Precision H1,0.277149,0.000000,0.277149,0.277149
Validation Recall H1,0.768025,0.000000,0.768025,0.768025
Validation F1 H1,0.407315,0.000000,0.407315,0.407315
Validation AUC_ROC H1,0.695555,0.000000,0.695555,0.695555
Validation AUC_PR H1,0.267767,0.000000,0.267767,0.267767
Validation MCC H1,0.253462,0.000000,0.253462,0.253462
Validation Brier H1,0.194023,0.000000,0.194023,0.194023
Validation LogLoss H1,0.561038,0.000000,0.561038,0.561038
Validation Pos_Rate_True H1,0.179314,0.000000,0.179314,0.179314
Validation Pos_Rate_Pred H1,0.496908,0.000000,0.496908,0.496908
Validation Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Test Accuracy H1,0.538153,0.000000,0.538153,0.538153
Test Precision H1,0.257723,0.000000,0.257723,0.257723
Test Recall H1,0.787062,0.000000,0.787062,0.787062
Test F1 H1,0.388298,0.000000,0.388298,0.388298
Test AUC_ROC H1,0.685638,0.000000,0.685638,0.685638
Test AUC_PR H1,0.287231,0.000000,0.287231,0.287231
Test MCC H1,0.210863,0.000000,0.210863,0.210863
Test Brier H1,0.238067,0.000000,0.238067,0.238067
Test LogLoss H1,0.708057,0.000000,0.708057,0.708057
Test Pos_Rate_True H1,0.186245,0.000000,0.186245,0.186245
Test Pos_Rate_Pred H1,0.568775,0.000000,0.568775,0.568775
Test Uncertainty H1,0.000000,0.000000,0.000000,0.000000
