total_eval,generation,candidate_in_gen,stage_name,species_id,complexity,is_champion,batch_size,dropout_rate,hidden_units,l2_reg,learning_rate,min_delta,num_hidden_layers,positional_encoding,use_log1p_features,window_size,fitness,train_mcc,train_f1,val_mcc,val_f1,test_mcc,test_f1,champion_fitness
155,10,13,training,,10,0,53,0.2609100940086646,73,0.0005776766324245964,0.00655935381204792,7.214279722850771e-07,3,True,,100,0.38899395,0.515244,0.397032,0.482836,0.383635,0.431156,0.378705,0.42247005
156,10,14,training,,10,0,26,0.2609100940086646,73,0.0005242799093914206,0.005839397537705923,7.212107169655994e-07,3,True,,100,0.41039295,0.657211,0.430145,0.608891,0.397225,0.580402,0.355212,0.42247005
157,10,15,training,,10,0,40,0.2609100940086646,73,0.00014786093072950178,0.007748315237039771,6.807588223611737e-07,3,True,,100,0.36816809,0.416622,0.357237,0.421497,0.375456,0.402513,0.369899,0.42247005
158,11,1,training,,10,0,35,0.2609100940086646,73,0.0005242799093914206,0.005839397537705923,7.253516801306001e-07,3,True,,100,0.38518312,0.460233,0.372573,0.467642,0.393590,0.421608,0.378845,0.42247005
159,11,2,training,,10,0,36,0.2609100940086646,73,0.0004014469455676369,0.0093143736679446,4.0350880666813363e-08,3,True,,100,0.40077199,0.558987,0.413124,0.541925,0.392537,0.495980,0.398320,0.42247005
160,11,3,training,,10,0,16,0.2609100940086646,73,1e-07,0.00655935381204792,1e-10,3,True,,100,0.38046687,0.568929,0.342233,0.573438,0.405956,0.532663,0.368207,0.42247005
161,11,4,training,,10,0,53,0.2609100940086646,73,0.0007261580354987852,0.005740237483101805,7.214279722850771e-07,3,True,,100,0.30169585,0.663309,0.455637,0.619584,0.396429,0.495980,0.379716,0.42247005
162,11,5,training,,10,0,36,0.2609100940086646,73,0.00016258579567235168,0.0093143736679446,1.3628323756577107e-07,3,True,,100,0.40077199,0.558987,0.413124,0.541925,0.392537,0.495980,0.398320,0.42247005
163,11,6,training,1,10,0,20,0.2609100940086646,73,1e-07,0.0008077782572410581,1e-10,3,True,,100,0.39291498,0.519618,0.401980,0.505909,0.386872,0.454774,0.390107,0.42247005
164,11,7,training,,10,0,35,0.2609100940086646,73,0.0005284977905591746,0.007395800412130306,5.073642547026764e-07,3,True,,100,0.40557987,0.561108,0.418817,0.539674,0.396755,0.505528,0.383459,0.42247005
165,11,8,training,1,10,0,48,0.2609100940086646,73,0.0004014469455676369,0.0019985882367089753,4.0350880666813363e-08,3,True,,100,0.39709475,0.556204,0.422759,0.518852,0.379985,0.473869,0.374178,0.42247005
166,11,9,training,1,10,0,20,0.2609100940086646,73,1e-07,0.0018777318414723815,1e-10,3,True,,100,0.39540480,0.514846,0.400393,0.481711,0.392079,0.406030,0.371945,0.42247005
167,11,10,training,1,10,0,36,0.2609100940086646,73,0.00016258579567235168,0.0093143736679446,9.906166759873839e-07,3,True,,100,0.40077199,0.558987,0.413124,0.541925,0.392537,0.495980,0.398320,0.42247005
168,11,11,training,,10,0,35,0.2609100940086646,73,0.0005937652831654236,0.0008077782572410581,1e-10,3,True,,100,0.40080229,0.559915,0.426399,0.513787,0.383738,0.472362,0.376485,0.42247005
169,11,12,training,,10,0,32,0.2609100940086646,73,0.0007541093052012372,0.0093143736679446,5.073642547026764e-07,3,True,,100,0.39979367,0.551299,0.413853,0.527293,0.390421,0.485930,0.392878,0.42247005
170,11,13,training,,10,0,37,0.2609100940086646,73,0.00016258579567235168,0.0019985882367089753,4.0350880666813363e-08,3,True,,100,0.38642421,0.509279,0.376138,0.512099,0.393282,0.509548,0.393789,0.42247005
171,11,14,training,,10,0,36,0.2609100940086646,73,0.00016258579567235168,0.005839397537705923,7.212107169655994e-07,3,True,,100,0.39404524,0.534199,0.397462,0.517727,0.391767,0.473869,0.392339,0.42247005
172,12,1,training,,10,0,41,0.2609100940086646,73,0.0005243016835854124,0.0093143736679446,1e-10,3,True,,100,0.39286053,0.497349,0.384615,0.505346,0.398357,0.469849,0.386271,0.42247005
173,12,2,training,,10,0,63,0.2609100940086646,73,0.0005242799093914206,0.008617709981535186,7.027655912634616e-07,3,True,,100,0.40262936,0.566543,0.406102,0.570062,0.400314,0.492965,0.397612,0.42247005
174,12,3,training,,10,0,32,0.2609100940086646,73,0.0007541093052012372,0.0093143736679446,9.906166759873839e-07,3,True,,100,0.39979367,0.551299,0.413853,0.527293,0.390421,0.485930,0.392878,0.42247005
175,12,4,training,,10,0,32,0.2609100940086646,73,0.00016258579567235168,0.004863436969539853,1.3628323756577107e-07,3,True,,100,0.36892884,0.418876,0.355862,0.436128,0.377640,0.413568,0.382866,0.42247005
176,12,5,training,,10,0,36,0.2609100940086646,73,1e-07,0.0093143736679446,4.214112592464967e-07,3,True,,100,0.40077199,0.558987,0.413124,0.541925,0.392537,0.495980,0.398320,0.42247005
177,12,6,training,1,10,0,32,0.2609100940086646,73,0.0007541093052012372,0.0093143736679446,5.073642547026764e-07,3,True,,100,0.39979367,0.551299,0.413853,0.527293,0.390421,0.485930,0.392878,0.42247005
178,12,7,training,,10,0,35,0.2609100940086646,73,0.00013362589211956134,0.005839397537705923,7.212107169655994e-07,3,True,,100,0.38518312,0.460233,0.372573,0.467642,0.393590,0.421608,0.378845,0.42247005
179,12,8,training,,10,0,32,0.2609100940086646,73,0.0007541093052012372,0.0093143736679446,9.868583367360387e-07,3,True,,100,0.39979367,0.551299,0.413853,0.527293,0.390421,0.485930,0.392878,0.42247005
180,12,9,training,1,10,0,35,0.2609100940086646,73,0.0005284977905591746,0.009158935223074063,2.018355009124132e-07,3,True,,100,0.38277492,0.473887,0.372292,0.476646,0.389764,0.448744,0.384745,0.42247005
181,12,10,training,,10,0,38,0.2609100940086646,73,7.6485976502914e-05,0.0093143736679446,9.139339083749605e-07,3,True,,100,0.38419942,0.536850,0.390014,0.525042,0.380323,0.524623,0.388098,0.42247005
182,12,11,training,1,10,0,31,0.2609100940086646,73,0.0005284977905591746,0.007395800412130306,5.073642547026764e-07,3,True,,100,0.40739999,0.561373,0.425022,0.530670,0.395652,0.453266,0.386005,0.42247005
183,12,12,training,,10,0,36,0.2609100940086646,73,0.00035726972844776674,0.0093143736679446,5.648099338158524e-07,3,True,,100,0.40077199,0.558987,0.413124,0.541925,0.392537,0.495980,0.398320,0.42247005
184,12,13,training,,10,0,36,0.2609100940086646,73,0.0004014469455676369,0.01,4.0350880666813363e-08,3,True,,100,0.38198126,0.463945,0.376503,0.451322,0.385633,0.415578,0.373721,0.42247005
185,12,14,training,,10,0,27,0.2609100940086646,73,0.0005242799093914206,0.0093143736679446,1.3628323756577107e-07,3,True,,100,0.38591380,0.612672,0.392516,0.585819,0.381513,0.547739,0.378453,0.42247005
186,13,1,training,,10,0,26,0.2609100940086646,73,0.0006132328044200418,0.005839397537705923,1e-10,3,True,,100,0.41039295,0.657211,0.430145,0.608891,0.397225,0.580402,0.355212,0.42247005
187,13,2,training,,10,0,63,0.2609100940086646,73,0.0007921094913017119,0.0093143736679446,7.027655912634616e-07,3,True,,100,0.40293576,0.592789,0.428784,0.535734,0.385704,0.510553,0.393524,0.42247005
188,13,3,training,,10,0,26,0.2609100940086646,73,0.0005242799093914206,0.005839397537705923,1e-06,3,True,,100,0.41039295,0.657211,0.430145,0.608891,0.397225,0.580402,0.355212,0.42247005
189,13,4,training,,10,0,47,0.2609100940086646,73,0.0003161451273639076,0.009033376473047966,5.648099338158524e-07,3,True,,100,0.38264462,0.458510,0.373754,0.458075,0.388571,0.429648,0.382817,0.42247005
190,13,5,training,,10,0,44,0.2609100940086646,73,0.000991764792223098,0.0093143736679446,9.906166759873839e-07,3,True,,100,0.39916290,0.516569,0.397489,0.516038,0.400279,0.491960,0.399287,0.42247005
191,13,6,training,1,10,0,63,0.2609100940086646,73,0.0005242799093914206,0.008617709981535186,1.5804670116805802e-07,3,True,,100,0.40262936,0.566543,0.406102,0.570062,0.400314,0.492965,0.397612,0.42247005
192,13,7,training,,10,0,32,0.2609100940086646,73,0.0007541093052012372,0.0093143736679446,9.906166759873839e-07,3,True,,100,0.39979367,0.551299,0.413853,0.527293,0.390421,0.485930,0.392878,0.42247005
193,13,8,training,,10,0,32,0.2609100940086646,73,0.0005242799093914206,0.01,5.073642547026764e-07,3,True,,100,0.39330514,0.554613,0.404044,0.531232,0.386146,0.380905,0.365602,0.42247005
194,13,9,training,,10,0,46,0.2609100940086646,73,0.0007541093052012372,0.009114449971360577,5.073642547026764e-07,3,True,,100,0.40969100,0.546527,0.404733,0.542487,0.412996,0.484925,0.376900,0.42247005
195,13,10,training,,10,0,36,0.2609100940086646,73,0.00039850105444303927,0.009071392976279341,4.4972927087837517e-07,3,True,,100,0.37968027,0.505567,0.370145,0.495217,0.386037,0.388442,0.374293,0.42247005
196,13,11,training,1,10,0,16,0.2609100940086646,73,0.0005242799093914206,0.005839397537705923,7.212107169655994e-07,3,True,,100,0.27223511,0.626856,0.444006,0.568374,0.377940,0.513568,0.384224,0.42247005
197,13,12,training,,10,0,31,0.2609100940086646,73,0.0005284977905591746,0.006904264797736887,3.7105488226534213e-07,3,True,,100,0.40623019,0.551829,0.412102,0.535172,0.402315,0.518593,0.400501,0.42247005
198,13,13,training,1,10,0,63,0.2609100940086646,73,0.001,0.008617709981535186,1e-06,3,True,,100,0.40262936,0.566543,0.406102,0.570062,0.400314,0.492965,0.397612,0.42247005
199,13,14,training,,10,0,63,0.2609100940086646,73,0.0007541093052012372,0.008617709981535186,7.134981626575662e-07,3,True,,100,0.40262936,0.566543,0.406102,0.570062,0.400314,0.492965,0.397612,0.42247005
200,14,1,training,,10,0,31,0.2609100940086646,73,0.0007541093052012372,0.01,3.7105488226534213e-07,3,True,,100,0.39139346,0.582317,0.401292,0.553742,0.384794,0.496985,0.398799,0.42247005
201,14,2,training,,10,0,36,0.2609100940086646,73,0.0006569047351324669,0.005839397537705923,1e-10,3,True,,100,0.39404524,0.534199,0.397462,0.517727,0.391767,0.473869,0.392339,0.42247005
202,14,3,training,,10,0,46,0.2609100940086646,73,0.0005284977905591746,0.01,5.073642547026764e-07,3,True,,100,0.14815169,0.729984,0.525728,0.628025,0.380506,0.574874,0.368657,0.42247005
203,14,4,training,,10,0,16,0.2609100940086646,73,0.0006132328044200418,0.005134200493302092,1e-10,3,True,,100,0.38551695,0.580859,0.395180,0.539111,0.379075,0.427136,0.369469,0.42247005
204,14,5,training,,10,0,63,0.2609100940086646,73,0.00024191321335684506,0.008617709981535186,1.5804670116805802e-07,3,True,,100,0.40262936,0.566543,0.406102,0.570062,0.400314,0.492965,0.397612,0.42247005
205,14,6,training,,10,0,39,0.2609100940086646,73,0.0005284977905591746,0.006904264797736887,7.027655912634616e-07,3,True,,100,0.27729196,0.609093,0.452164,0.541362,0.384906,0.511055,0.389969,0.42247005
206,14,7,training,,10,0,35,0.2609100940086646,73,0.0005242799093914206,0.005839397537705923,9.474289686549225e-07,3,True,,100,0.38518312,0.460233,0.372573,0.467642,0.393590,0.421608,0.378845,0.42247005
207,14,8,training,,10,0,26,0.2609100940086646,73,0.00036590939067760527,0.005839397537705923,7.444544689710273e-07,3,True,,100,0.41039295,0.657211,0.430145,0.608891,0.397225,0.580402,0.355212,0.42247005
208,14,9,training,,10,0,26,0.2609100940086646,73,0.0007921094913017119,0.01,5.919792438928097e-07,3,True,,100,0.38262259,0.453208,0.370133,0.454699,0.390949,0.440704,0.389468,0.42247005
209,14,10,training,,10,0,48,0.2609100940086646,73,0.0008677489898283762,0.006904264797736887,3.7105488226534213e-07,3,True,,100,0.38820515,0.489528,0.382159,0.489026,0.392236,0.465327,0.387802,0.42247005
210,14,11,training,,10,0,16,0.2609100940086646,73,0.0007921094913017119,0.0093143736679446,7.027655912634616e-07,3,True,,100,0.31923866,0.418081,0.315986,0.370287,0.321407,0.276382,0.328984,0.42247005
211,14,12,training,,10,0,30,0.2609100940086646,73,0.0007541093052012372,0.00912500385425659,5.073642547026764e-07,3,True,,100,0.39121668,0.495228,0.387584,0.485087,0.393638,0.474372,0.389019,0.42247005
212,14,13,training,,10,0,26,0.2609100940086646,73,0.0007921094913017119,0.005859960901394618,7.264193897338806e-07,3,True,,100,0.27897455,0.614396,0.456566,0.542487,0.388262,0.568342,0.371617,0.42247005
213,14,14,training,1,10,0,64,0.2609100940086646,73,0.0005284977905591746,0.006904264797736887,3.7105488226534213e-07,3,True,,100,0.39282116,0.554480,0.392993,0.512662,0.392707,0.455779,0.372901,0.42247005
214,15,1,refinement,1,10,0,31,0.19056942250273073,64,1e-07,0.002603319645200702,1.8460100278899735e-07,3,True,,119,0.24272221,0.615282,0.456746,0.532423,0.374429,0.539320,0.396277,0.42247005
215,15,2,refinement,,10,0,45,0.13972864274510263,64,1e-07,0.009541253280529672,8.660456267541545e-07,1,True,,119,0.41593135,0.580066,0.425036,0.564278,0.409861,0.526129,0.405852,0.42247005
216,15,3,refinement,,10,0,36,0.0538033050816917,94,0.00027133083221401566,0.009159389101160141,7.797928125991528e-08,1,True,['typical_price'],84,0.39805253,0.519180,0.385461,0.527607,0.406447,0.520439,0.394207,0.42247005
217,15,4,refinement,,10,0,46,0.06735459414527269,73,0.0003640400986816076,0.0024530689890634675,9.202345226054612e-07,4,False,,158,0.41652249,0.574406,0.415198,0.579407,0.417405,0.535714,0.381806,0.42247005
218,15,5,refinement,,10,0,29,0.3,122,0.0007733516203626588,0.0036832009007895495,8.942789933022476e-07,2,False,,99,0.30657771,0.590987,0.445164,0.546119,0.391861,0.473129,0.394691,0.42247005
219,15,6,refinement,,10,0,20,0.16054426303883348,147,0.0008770035390611563,0.009299868429898847,8.660456267541545e-07,2,True,['typical_price'],150,0.30060648,0.214705,0.285020,0.220035,0.310997,0.225773,0.319746,0.42247005
220,15,7,refinement,1,10,0,36,0.0538033050816917,94,0.00027133083221401566,0.009159389101160141,7.797928125991528e-08,1,True,['typical_price'],79,0.40544592,0.560079,0.405714,0.547831,0.405267,0.554451,0.386301,0.42247005
221,15,8,refinement,,10,0,32,0.013211372178842861,94,0.0007733516203626588,0.009159389101160141,7.797928125991528e-08,1,False,['typical_price'],79,0.36837510,0.489491,0.349832,0.542269,0.380737,0.560915,0.338577,0.42247005
222,15,9,refinement,,10,0,33,0.27588306166949855,64,1e-07,0.0016768968042419616,1.1472797427175965e-08,3,True,,99,0.41753338,0.653413,0.439202,0.608549,0.403087,0.540934,0.391478,0.42247005
223,15,10,refinement,,10,0,36,0.07404912291614787,64,0.00027133083221401566,0.0024530689890634675,7.4844902293493e-07,4,True,['typical_price'],86,0.25437719,0.565626,0.422515,0.527080,0.357847,0.501996,0.393682,0.42247005
224,15,11,refinement,1,10,0,33,0.27588306166949855,64,1e-07,0.0016768968042419616,2.0480141605549814e-07,4,True,,104,0.39958401,0.526658,0.388974,0.537507,0.406657,0.467271,0.387731,0.42247005
225,15,12,refinement,,10,0,32,0.05975993972571391,122,0.0007733516203626588,0.002603319645200702,8.942789933022476e-07,3,True,,120,-0.15372393,0.790803,0.609235,0.644849,0.315789,0.617259,0.416409,0.42247005
226,15,13,refinement,,10,0,46,0.06735459414527269,73,0.0003640400986816076,0.002603319645200702,2.2927052745775343e-07,4,True,,119,0.27520477,0.629900,0.467597,0.568828,0.393600,0.565703,0.418478,0.42247005
227,15,14,refinement,1,10,0,25,0.16592741859722027,147,0.0008359108104838107,0.009773811164757862,8.660456267541545e-07,1,False,['typical_price'],150,0.22905436,0.650787,0.408052,0.652577,0.339207,0.694845,0.339286,0.42247005
228,15,15,refinement,1,10,0,46,0.06735459414527269,73,0.0003640400986816076,0.0024530689890634675,9.202345226054612e-07,4,False,,158,0.41652249,0.574406,0.415198,0.579407,0.417405,0.535714,0.381806,0.42247005
229,16,1,refinement,,10,0,29,0.27588306166949855,64,1e-07,0.0016768968042419616,1.1472797427175965e-08,3,True,,99,0.39473165,0.503380,0.396327,0.504499,0.393668,0.462079,0.377687,0.42247005
230,16,2,refinement,1,10,0,36,0.0538033050816917,94,0.00027133083221401566,0.009159389101160141,7.797928125991528e-08,1,True,['typical_price'],84,0.39805253,0.519180,0.385461,0.527607,0.406447,0.520439,0.394207,0.42247005
231,16,3,refinement,,10,0,21,0.27588306166949855,64,0.00041353841320902925,0.01,7.797928125991528e-08,4,True,['typical_price'],104,0.26455604,0.700663,0.431915,0.635082,0.367546,0.579557,0.364052,0.42247005
232,16,4,refinement,,10,0,21,0.27588306166949855,64,0.00028003592342757256,0.0016768968042419616,2.0480141605549814e-07,3,True,,104,0.41926437,0.591645,0.444925,0.562324,0.402157,0.509567,0.385101,0.42247005
233,16,5,refinement,,10,0,36,0.0538033050816917,94,0.00027133083221401566,0.009159389101160141,7.797928125991528e-08,2,True,['typical_price'],84,0.39751711,0.549471,0.404545,0.527607,0.392832,0.424726,0.372826,0.42247005
234,16,6,refinement,,10,0,33,0.27588306166949855,97,1e-07,0.002578870235830014,1.1472797427175965e-08,4,True,,99,0.39193615,0.543009,0.414004,0.507874,0.377224,0.487192,0.404665,0.42247005
235,16,7,refinement,,10,0,36,0.27588306166949855,64,0.00027133083221401566,0.0016768968042419616,7.797928125991528e-08,1,True,,104,0.27517036,0.648541,0.478552,0.587704,0.400328,0.513595,0.379177,0.42247005
236,16,8,refinement,,10,0,47,0.06735459414527269,73,0.0003640400986816076,0.0024530689890634675,9.675113389998253e-07,4,False,,158,0.39014114,0.515228,0.398674,0.493310,0.384452,0.376294,0.347591,0.42247005
237,16,9,refinement,,10,0,45,0.06735459414527269,64,0.0003640400986816076,0.01,9.202345226054612e-07,1,False,,119,0.34429055,0.405980,0.338170,0.408419,0.348371,0.383562,0.360190,0.42247005
238,16,10,refinement,,10,0,33,0.2746159764310045,97,1e-07,0.0016768968042419616,2.0480141605549814e-07,3,True,,98,0.39340100,0.523721,0.397788,0.496346,0.390476,0.395080,0.362096,0.42247005
239,16,11,refinement,,10,0,57,0.27588306166949855,73,0.0005432518176786856,0.0024530689890634675,8.478599329044174e-07,3,False,,158,0.40904236,0.542613,0.410874,0.506690,0.407821,0.399068,0.367991,0.42247005
240,16,12,refinement,1,10,0,45,0.13972864274510263,74,2.650924443434429e-05,0.009541253280529672,8.660456267541545e-07,3,True,,119,0.38819766,0.533023,0.389082,0.516496,0.387608,0.505835,0.398022,0.42247005
241,16,13,refinement,,10,0,47,0.13972864274510263,64,0.00012417359785143312,0.0024530689890634675,9.025612163753808e-07,1,True,,119,0.36172843,0.483322,0.344130,0.478953,0.373461,0.704211,0.344207,0.42247005
242,16,14,refinement,,10,0,46,0.0538033050816917,94,0.0003640400986816076,0.0024530689890634675,1.1581644814757977e-07,1,False,['typical_price'],84,0.36173722,0.551587,0.352064,0.605689,0.368186,0.694417,0.269368,0.42247005
243,17,1,refinement,,10,0,33,0.27588306166949855,64,1e-07,0.0016768968042419616,1.1472797427175965e-08,3,True,,98,0.40195447,0.575007,0.413175,0.556492,0.394474,0.502510,0.390154,0.42247005
244,17,2,refinement,1,10,0,29,0.27588306166949855,64,1e-07,0.0016768968042419616,1.1472797427175965e-08,2,True,,79,0.23033477,0.621547,0.462347,0.538376,0.373112,0.539035,0.379933,0.42247005
245,17,3,refinement,,10,0,39,0.27588306166949855,90,1e-07,0.0016768968042419616,1e-10,3,True,,86,0.18976221,0.692247,0.510522,0.605807,0.387153,0.570858,0.375907,0.42247005
246,17,4,refinement,1,10,0,36,0.0538033050816917,94,0.0004921058484174451,0.01,7.797928125991528e-08,1,True,['typical_price'],84,0.41979254,0.636772,0.423352,0.604573,0.417420,0.553838,0.371930,0.42247005
247,17,5,refinement,,10,0,16,0.01562994470471568,94,0.00027133083221401566,0.00816855668925392,3.4931703553945416e-07,1,True,['typical_price'],84,0.39634767,0.511640,0.370396,0.530396,0.413649,0.500997,0.400240,0.42247005
248,17,6,refinement,,10,0,17,0.2746159764310045,64,1e-07,1e-05,2.0480141605549814e-07,4,True,,98,0.39109049,0.539359,0.391670,0.528387,0.390704,0.505522,0.402668,0.42247005
249,17,7,refinement,,10,0,36,0.0538033050816917,94,0.00027133083221401566,0.009159389101160141,7.797928125991528e-08,2,True,['typical_price'],84,0.39751711,0.549471,0.404545,0.527607,0.392832,0.424726,0.372826,0.42247005
250,17,8,refinement,,10,0,21,0.27588306166949855,64,0.00020317917139344512,0.001694239493296571,2.0480141605549814e-07,3,True,,104,0.39484751,0.539523,0.413712,0.496898,0.382271,0.461732,0.370806,0.42247005
251,17,9,refinement,1,10,0,22,0.3,137,1e-07,0.0016768968042419616,2.0480141605549814e-07,3,True,,98,0.41678164,0.590512,0.440623,0.544688,0.400888,0.471888,0.388372,0.42247005
252,17,10,refinement,,10,0,19,0.27588306166949855,191,1e-07,0.0016768968042419616,1.1472797427175965e-08,3,True,,50,0.36412019,0.489334,0.353451,0.497537,0.371233,0.502941,0.400709,0.42247005
253,17,11,refinement,,10,0,64,0.27588306166949855,73,0.0005432518176786856,0.004638274926360822,2.0480141605549814e-07,2,False,,104,0.35779639,0.517241,0.348837,0.508742,0.363769,0.599194,0.289286,0.42247005
254,17,12,refinement,,10,0,18,0.27588306166949855,64,0.00028003592342757256,1e-05,2.0480141605549814e-07,3,True,['typical_price'],90,0.38242134,0.541700,0.382006,0.528819,0.382698,0.461500,0.370544,0.42247005
255,17,13,refinement,,10,0,33,0.2746159764310045,119,0.00027133083221401566,0.0016768968042419616,7.797928125991528e-08,2,True,,84,-0.00216412,0.770503,0.587984,0.630786,0.361004,0.578764,0.358390,0.42247005
256,17,14,refinement,,10,0,64,0.12371591750886499,64,0.00028003592342757256,0.0016768968042419616,7.946969492289088e-07,3,True,,160,0.40200439,0.566943,0.412117,0.524170,0.395263,0.449741,0.385417,0.42247005
257,18,1,refinement,,10,0,33,0.22491014510572938,64,0.0004921058484174451,0.01,1.1472797427175965e-08,1,True,['typical_price'],95,0.38500714,0.489866,0.376154,0.473625,0.390909,0.510777,0.400491,0.42247005
258,18,2,refinement,,10,0,22,0.27588306166949855,157,1e-07,0.0016768968042419616,2.0480141605549814e-07,4,True,,98,0.38534540,0.604559,0.390274,0.581788,0.382060,0.471888,0.388372,0.42247005
259,18,3,refinement,,10,0,22,0.1396820147269701,64,0.00028003592342757256,0.0016768968042419616,1e-06,3,True,,160,0.42122307,0.654864,0.433180,0.608037,0.413252,0.563731,0.370703,0.42247005
260,18,4,refinement,,10,0,36,0.0538033050816917,94,1e-07,0.0016768968042419616,1.1472797427175965e-08,1,True,['typical_price'],98,0.38648282,0.508349,0.371612,0.510399,0.396396,0.611446,0.373786,0.42247005
261,18,5,refinement,,10,0,64,0.04691644420936851,64,0.00028003592342757256,1e-05,1e-06,3,True,,124,0.38871114,0.566622,0.389586,0.541358,0.388128,0.501017,0.384953,0.42247005
262,18,6,refinement,1,10,0,36,0.0538033050816917,94,0.0004921058484174451,0.005573380889402419,1e-10,1,True,['typical_price'],84,0.38374017,0.490079,0.364176,0.498048,0.396783,0.494516,0.392086,0.42247005
263,18,7,refinement,,10,0,33,0.27588306166949855,64,1e-07,0.0016768968042419616,1.1472797427175965e-08,3,True,,98,0.40195447,0.575007,0.413175,0.556492,0.394474,0.502510,0.390154,0.42247005
264,18,8,refinement,,10,0,36,0.0,94,0.00028003592342757256,0.009159389101160141,5.356364258142789e-07,2,True,['typical_price'],104,0.38827183,0.516711,0.380061,0.518895,0.393746,0.411380,0.375868,0.42247005
265,18,9,refinement,,10,0,33,0.27588306166949855,106,0.0004990334308891549,0.0016768968042419616,2.661256715267516e-07,2,True,['typical_price'],84,0.30865882,0.625661,0.447050,0.562186,0.393822,0.500499,0.369811,0.42247005
266,18,10,refinement,1,10,0,19,0.0865256133589291,94,0.0006704196416992601,0.01,7.797928125991528e-08,1,True,['typical_price'],60,0.39511198,0.592959,0.375480,0.634562,0.408200,0.661084,0.335907,0.42247005
267,18,11,refinement,,10,0,33,0.27588306166949855,64,1e-07,0.0016768968042419616,1.1472797427175965e-08,3,True,,139,0.39739477,0.608261,0.377119,0.602417,0.410912,0.665300,0.327497,0.42247005
268,18,12,refinement,,10,0,16,0.0538033050816917,128,0.00019917604258808992,0.00701238872020348,1e-10,1,True,,84,0.39332035,0.502381,0.375498,0.515337,0.405202,0.495513,0.398335,0.42247005
269,18,13,refinement,,10,0,21,0.27588306166949855,64,0.0005050108847394587,0.0016800632604177575,2.0480141605549814e-07,3,True,,98,0.29256983,0.659555,0.466015,0.611017,0.399306,0.514558,0.379731,0.42247005
270,18,14,refinement,,10,0,64,0.3,64,1e-07,5.2744163238092065e-05,1.1472797427175965e-08,3,True,,160,0.41531040,0.564003,0.423396,0.528829,0.409920,0.463731,0.391534,0.42247005
271,19,1,refinement,,10,0,36,0.3,94,1e-07,5.2744163238092065e-05,1.1472797427175965e-08,4,True,,84,0.38821392,0.489947,0.378065,0.489124,0.394980,0.461615,0.389140,0.42247005
272,19,2,refinement,,10,0,64,0.16892364169981652,83,0.00019917604258808992,0.004213924981161292,1e-10,4,True,,160,0.41045724,0.559727,0.424454,0.504368,0.401126,0.471503,0.390681,0.42247005
273,19,3,refinement,,10,0,64,0.3,64,1e-07,5.2744163238092065e-05,1.1472797427175965e-08,3,True,,160,0.41531040,0.564003,0.423396,0.528829,0.409920,0.463731,0.391534,0.42247005
274,19,4,refinement,,10,0,22,0.27588306166949855,64,1e-07,0.0015979434293552199,1.1472797427175965e-08,3,True,,48,0.38685973,0.513955,0.389752,0.509021,0.384932,0.500490,0.399293,0.42247005
275,19,5,refinement,,10,0,64,0.3,64,1e-07,5.2744163238092065e-05,1e-10,4,True,,160,0.40941535,0.568680,0.415005,0.537566,0.405689,0.491192,0.392327,0.42247005
276,19,6,refinement,,10,0,16,0.06524385776411973,164,0.0007998725254382431,0.01,3.2328336153381836e-07,1,True,['typical_price'],129,0.39845430,0.570725,0.393837,0.553204,0.401533,0.534931,0.394422,0.42247005
277,19,7,refinement,,10,0,64,0.3,64,0.0005635247988168136,1e-05,1e-10,3,False,,160,0.38962728,0.516168,0.377942,0.510775,0.397418,0.473575,0.385732,0.42247005
278,19,8,refinement,,10,0,34,0.0538033050816917,64,1e-07,0.00701238872020348,1.1472797427175965e-08,2,True,,98,0.29156013,0.635171,0.439878,0.595840,0.382833,0.462349,0.374050,0.42247005
279,19,9,refinement,,10,0,22,0.3,64,0.00020456094981223354,0.0016768968042419616,1e-06,3,True,,131,0.40378390,0.553574,0.410752,0.520619,0.399139,0.494640,0.390394,0.42247005
280,19,10,refinement,,10,0,22,0.20102908004198214,64,0.00045670688181881147,0.01,7.797928125991528e-08,1,True,,160,0.29784014,0.165019,0.283289,0.181712,0.307541,0.188601,0.317350,0.42247005
281,19,11,refinement,,10,0,50,0.18983311787237284,64,7.122569495100098e-05,0.005539606468055493,1.1472797427175965e-08,2,True,['typical_price'],139,0.38213686,0.450899,0.370167,0.460299,0.390117,0.436699,0.388425,0.42247005
282,19,12,refinement,,10,0,64,0.0538033050816917,94,0.0004921058484174451,5.2744163238092065e-05,7.797928125991528e-08,3,True,,84,0.38506891,0.543386,0.387509,0.526492,0.383442,0.427717,0.367841,0.42247005
283,19,13,refinement,1,10,1,33,0.2967066051358965,64,0.0005874518168415772,0.005949408649169718,1.1472797427175965e-08,3,True,,98,0.42682825,0.624967,0.455560,0.583474,0.407674,0.525100,0.384915,0.42682825
284,19,14,refinement,,10,0,36,0.27588306166949855,64,1e-07,0.004856459134667375,1.1472797427175965e-08,2,True,,84,0.38824403,0.492328,0.390213,0.466258,0.386931,0.476072,0.392837,0.42682825
