total_eval,generation,candidate_in_gen,stage_name,species_id,complexity,is_champion,batch_size,dropout_rate,hidden_units,l2_reg,learning_rate,min_delta,num_hidden_layers,positional_encoding,use_log1p_features,window_size,fitness,train_mcc,train_f1,val_mcc,val_f1,test_mcc,test_f1,champion_fitness
3,0,3,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,70,0.38723896,0.526802,0.397849,0.460432,0.380165,0.355941,0.279224,0.38723896
11,0,11,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,91,0.23823407,0.689527,0.503704,0.581187,0.401600,0.552776,0.222609,0.40272598
12,0,12,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,75,0.38551453,0.585150,0.381890,0.527192,0.387931,0.410918,0.272226,0.40272598
170,11,13,training,,10,1,26,0.1,128,2.0040289927410563e-06,1e-05,1.7153076036340657e-07,2,True,,70,0.40729369,0.603776,0.430442,0.553403,0.391861,0.512871,0.273264,0.40729369
4,0,4,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,False,,142,0.18505333,0.702213,0.498203,0.529107,0.377761,0.283368,0.257447,0.38723896
12,0,12,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,75,0.38551453,0.585150,0.381890,0.527192,0.387931,0.410918,0.272226,0.40272598
13,0,13,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,59,0.39551686,0.610547,0.399349,0.544554,0.392962,0.622846,0.266284,0.40272598
171,11,14,training,1,10,0,50,0.1,128,1e-07,0.0047111626651482755,1.0758633466277029e-07,2,True,,70,0.28028644,0.600871,0.447854,0.522966,0.383405,0.388119,0.260766,0.40729369
13,0,13,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,59,0.39551686,0.610547,0.399349,0.544554,0.392962,0.622846,0.266284,0.40272598
14,0,14,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,['typical_price'],93,0.26587138,0.626804,0.448316,0.515135,0.378145,0.419629,0.256575,0.40272598
5,0,5,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,123,0.05434762,0.778753,0.590148,0.603193,0.384071,0.573971,0.201905,0.38723896
14,0,14,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,['typical_price'],93,0.26587138,0.626804,0.448316,0.515135,0.378145,0.419629,0.256575,0.40272598
172,12,1,training,,10,0,26,0.1,128,2.0040289927410563e-06,1e-05,3.6767591057015837e-07,2,True,,70,0.40729369,0.603776,0.430442,0.553403,0.391861,0.512871,0.273264,0.40729369
6,0,6,features,,10,1,32,0.1,128,1e-06,0.001,1e-08,2,False,,51,0.40272598,0.634137,0.408181,0.566265,0.399090,0.304071,0.254335,0.40272598
15,0,15,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,False,['typical_price'],151,0.02777778,0.779261,0.589782,0.570684,0.373626,0.407427,0.263933,0.40272598
15,0,15,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,False,['typical_price'],151,0.02777778,0.779261,0.589782,0.570684,0.373626,0.407427,0.263933,0.40272598
173,12,2,training,,10,0,32,0.1,128,2.0040289927410563e-06,1e-05,3.6767591057015837e-07,2,True,,70,0.40486163,0.609057,0.423369,0.568345,0.392523,0.539109,0.278854,0.40729369
7,0,7,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,False,,77,0.27076279,0.652835,0.444256,0.538333,0.377528,0.327372,0.260917,0.40272598
16,1,1,features,1,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,82,0.24460091,0.638059,0.462173,0.504178,0.378492,0.360060,0.266134,0.40272598
174,12,3,training,,10,0,60,0.1,128,1e-07,0.0023647095859479243,2.1391973070047467e-07,2,True,,70,0.38693842,0.562450,0.367799,0.559491,0.399698,0.430198,0.284649,0.40729369
8,0,8,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,139,0.37711356,0.542838,0.367091,0.501151,0.383795,0.358278,0.260047,0.40272598
16,1,1,features,1,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,82,0.24460091,0.638059,0.462173,0.504178,0.378492,0.360060,0.266134,0.40272598
17,1,2,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,139,0.37711356,0.542838,0.367091,0.501151,0.383795,0.358278,0.260047,0.40272598
175,12,4,training,,10,0,50,0.1,128,5.573485060673379e-05,0.0015240921279508074,1.7153076036340657e-07,2,True,,70,0.38793593,0.571561,0.396279,0.519092,0.382374,0.476238,0.287062,0.40729369
9,0,9,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,105,0.37221415,0.548879,0.377904,0.485327,0.368421,0.418136,0.286597,0.40272598
17,1,2,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,139,0.37711356,0.542838,0.367091,0.501151,0.383795,0.358278,0.260047,0.40272598
18,1,3,features,1,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,70,0.38723896,0.526802,0.397849,0.460432,0.380165,0.355941,0.279224,0.40272598
176,12,5,training,,10,0,34,0.1,128,7.362439656786753e-05,0.0023647095859479243,5.043051035702923e-07,2,True,,70,0.38598311,0.537233,0.400137,0.470393,0.376547,0.398515,0.280639,0.40729369
10,0,10,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,False,['typical_price'],145,0.00643764,0.806908,0.625646,0.592956,0.387489,0.540360,0.259934,0.40272598
11,0,11,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,91,0.23823407,0.689527,0.503704,0.581187,0.401600,0.552776,0.222609,0.40272598
12,0,12,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,75,0.38551453,0.585150,0.381890,0.527192,0.387931,0.410918,0.272226,0.40272598
13,0,13,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,59,0.39551686,0.610547,0.399349,0.544554,0.392962,0.622846,0.266284,0.40272598
14,0,14,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,['typical_price'],93,0.26587138,0.626804,0.448316,0.515135,0.378145,0.419629,0.256575,0.40272598
15,0,15,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,False,['typical_price'],151,0.02777778,0.779261,0.589782,0.570684,0.373626,0.407427,0.263933,0.40272598
16,1,1,features,1,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,82,0.24460091,0.638059,0.462173,0.504178,0.378492,0.360060,0.266134,0.40272598
17,1,2,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,139,0.37711356,0.542838,0.367091,0.501151,0.383795,0.358278,0.260047,0.40272598
18,1,3,features,1,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,70,0.38723896,0.526802,0.397849,0.460432,0.380165,0.355941,0.279224,0.40272598
19,1,4,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,70,0.38723896,0.526802,0.397849,0.460432,0.380165,0.355941,0.279224,0.40272598
20,1,5,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,70,0.38723896,0.526802,0.397849,0.460432,0.380165,0.355941,0.279224,0.40272598
21,1,6,features,,10,1,32,0.1,128,1e-06,0.001,1e-08,2,True,,48,0.40781064,0.593207,0.426503,0.516676,0.395349,0.382468,0.257799,0.40781064
22,1,7,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,82,0.24460091,0.638059,0.462173,0.504178,0.378492,0.360060,0.266134,0.40781064
23,1,8,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,75,0.38551453,0.585150,0.381890,0.527192,0.387931,0.410918,0.272226,0.40781064
24,1,9,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,['typical_price'],70,0.38723896,0.526802,0.397849,0.460432,0.380165,0.355941,0.279224,0.40781064
25,1,10,features,1,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,72,0.40073715,0.580428,0.427671,0.483657,0.382781,0.530228,0.282905,0.40781064
26,1,11,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,70,0.38723896,0.526802,0.397849,0.460432,0.380165,0.355941,0.279224,0.40781064
27,1,12,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,59,0.39551686,0.610547,0.399349,0.544554,0.392962,0.622846,0.266284,0.40781064
28,1,13,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,130,0.20728462,0.672079,0.471925,0.536348,0.370140,0.450000,0.246154,0.40781064
29,1,14,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,139,0.37711356,0.542838,0.367091,0.501151,0.383795,0.358278,0.260047,0.40781064
30,2,1,features,1,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,79,0.37227530,0.761666,0.342211,0.753615,0.392318,0.561412,0.290997,0.40781064
31,2,2,features,1,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,70,0.38723896,0.526802,0.397849,0.460432,0.380165,0.355941,0.279224,0.40781064
32,2,3,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,72,0.40073715,0.580428,0.427671,0.483657,0.382781,0.530228,0.282905,0.40781064
33,2,4,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,51,0.25892428,0.720664,0.473043,0.598576,0.390690,0.580186,0.224638,0.40781064
34,2,5,features,1,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,70,0.38723896,0.526802,0.397849,0.460432,0.380165,0.355941,0.279224,0.40781064
35,2,6,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,91,0.23823407,0.689527,0.503704,0.581187,0.401600,0.552776,0.222609,0.40781064
36,2,7,features,1,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,80,0.26397741,0.609730,0.445738,0.476906,0.375830,0.435323,0.261548,0.40781064
37,2,8,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,False,,70,0.39923653,0.671376,0.414215,0.584947,0.389251,0.358911,0.254462,0.40781064
38,2,9,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,70,0.38723896,0.526802,0.397849,0.460432,0.380165,0.355941,0.279224,0.40781064
39,2,10,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,59,0.39551686,0.610547,0.399349,0.544554,0.392962,0.622846,0.266284,0.40781064
40,2,11,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,70,0.38723896,0.526802,0.397849,0.460432,0.380165,0.355941,0.279224,0.40781064
41,2,12,features,1,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,48,0.40781064,0.593207,0.426503,0.516676,0.395349,0.382468,0.257799,0.40781064
42,2,13,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,False,,51,0.40272598,0.634137,0.408181,0.566265,0.399090,0.304071,0.254335,0.40781064
43,2,14,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,False,,51,0.40272598,0.634137,0.408181,0.566265,0.399090,0.304071,0.254335,0.40781064
44,3,1,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,48,0.40781064,0.593207,0.426503,0.516676,0.395349,0.382468,0.257799,0.40781064
45,3,2,features,1,10,0,32,0.1,128,1e-06,0.001,1e-08,2,False,,51,0.40272598,0.634137,0.408181,0.566265,0.399090,0.304071,0.254335,0.40781064
46,3,3,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,False,,69,0.40723600,0.649373,0.418564,0.579646,0.399684,0.342405,0.240137,0.40781064
47,3,4,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,False,,51,0.40272598,0.634137,0.408181,0.566265,0.399090,0.304071,0.254335,0.40781064
48,3,5,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,56,0.28652839,0.683184,0.478751,0.593081,0.404819,0.413963,0.268712,0.40781064
49,3,6,features,1,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,59,0.39551686,0.610547,0.399349,0.544554,0.392962,0.622846,0.266284,0.40781064
50,3,7,features,,10,1,32,0.1,128,1e-06,0.001,1e-08,2,False,,59,0.41963331,0.658009,0.437798,0.584158,0.407524,0.397341,0.261761,0.41963331
51,3,8,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,72,0.40073715,0.580428,0.427671,0.483657,0.382781,0.530228,0.282905,0.41963331
52,3,9,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,False,,51,0.40272598,0.634137,0.408181,0.566265,0.399090,0.304071,0.254335,0.41963331
53,3,10,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,48,0.40781064,0.593207,0.426503,0.516676,0.395349,0.382468,0.257799,0.41963331
54,3,11,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,48,0.40781064,0.593207,0.426503,0.516676,0.395349,0.382468,0.257799,0.41963331
55,3,12,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,48,0.40781064,0.593207,0.426503,0.516676,0.395349,0.382468,0.257799,0.41963331
56,3,13,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,False,,55,0.39370409,0.638160,0.380974,0.580681,0.402191,0.333661,0.249169,0.41963331
57,3,14,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,59,0.39551686,0.610547,0.399349,0.544554,0.392962,0.622846,0.266284,0.41963331
58,4,1,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,False,,48,0.40677344,0.644550,0.426508,0.563696,0.393617,0.339863,0.257709,0.41963331
59,4,2,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,False,,48,0.40677344,0.644550,0.426508,0.563696,0.393617,0.339863,0.257709,0.41963331
60,4,3,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,48,0.40781064,0.593207,0.426503,0.516676,0.395349,0.382468,0.257799,0.41963331
61,4,4,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,48,0.40781064,0.593207,0.426503,0.516676,0.395349,0.382468,0.257799,0.41963331
62,4,5,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,48,0.40781064,0.593207,0.426503,0.516676,0.395349,0.382468,0.257799,0.41963331
63,4,6,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,48,0.40781064,0.593207,0.426503,0.516676,0.395349,0.382468,0.257799,0.41963331
64,4,7,features,1,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,48,0.40781064,0.593207,0.426503,0.516676,0.395349,0.382468,0.257799,0.41963331
65,4,8,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,False,,48,0.40677344,0.644550,0.426508,0.563696,0.393617,0.339863,0.257709,0.41963331
66,4,9,features,1,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,48,0.40781064,0.593207,0.426503,0.516676,0.395349,0.382468,0.257799,0.41963331
67,4,10,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,48,0.40781064,0.593207,0.426503,0.516676,0.395349,0.382468,0.257799,0.41963331
68,4,11,features,1,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,48,0.40781064,0.593207,0.426503,0.516676,0.395349,0.382468,0.257799,0.41963331
69,4,12,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,48,0.40781064,0.593207,0.426503,0.516676,0.395349,0.382468,0.257799,0.41963331
70,4,13,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,48,0.40781064,0.593207,0.426503,0.516676,0.395349,0.382468,0.257799,0.41963331
71,4,14,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,48,0.40781064,0.593207,0.426503,0.516676,0.395349,0.382468,0.257799,0.41963331
72,5,1,architecture,,10,0,32,0.0636095198797201,123,1e-06,0.001,1e-08,2,False,,59,0.40452480,0.622940,0.424547,0.544554,0.391176,0.282619,0.246249,0.41963331
73,5,2,architecture,,10,0,32,0.1377285207192507,114,1e-06,0.001,1e-08,2,False,,59,0.38482684,0.639420,0.354801,0.621562,0.404844,0.405711,0.244208,0.41963331
74,5,3,architecture,,10,0,32,0.09419638138077152,113,1e-06,0.001,1e-08,3,False,,59,0.40354654,0.672380,0.395230,0.628163,0.409091,0.423929,0.267835,0.41963331
75,5,4,architecture,,10,1,32,0.14859859488492705,230,1e-06,0.001,1e-08,2,False,,59,0.42382935,0.673962,0.447621,0.591309,0.407968,0.349089,0.254791,0.42382935
76,5,5,architecture,,10,0,32,0.15068734503988976,73,1e-06,0.001,1e-08,2,False,,59,0.41503287,0.640079,0.391982,0.608361,0.430400,0.378631,0.255896,0.42382935
77,5,6,architecture,,10,0,32,0.2609100940086646,215,1e-06,0.001,1e-08,3,False,,59,0.41555864,0.664469,0.439797,0.559956,0.399399,0.313639,0.254545,0.42382935
78,5,7,architecture,,10,0,32,0.15778532604226841,176,1e-06,0.001,1e-08,1,False,,59,0.38790280,0.650363,0.394521,0.605611,0.383491,0.322501,0.255411,0.42382935
79,5,8,architecture,,10,0,32,0.21673314827119278,180,1e-06,0.001,1e-08,1,False,,59,0.39890679,0.658537,0.408676,0.613311,0.392394,0.303299,0.252509,0.42382935
80,5,9,architecture,,10,0,32,0.022448474473112646,168,1e-06,0.001,1e-08,2,False,,59,0.41175769,0.635201,0.431711,0.571507,0.398456,0.320532,0.245077,0.42382935
81,5,10,architecture,,10,0,32,0.1869778201565994,131,1e-06,0.001,1e-08,3,False,,59,0.39673231,0.661569,0.376790,0.637514,0.410027,0.396849,0.264264,0.42382935
82,5,11,architecture,,10,0,32,0.2555295877052074,165,1e-06,0.001,1e-08,1,False,,59,0.36360533,0.623995,0.331144,0.587459,0.385246,0.289020,0.251813,0.42382935
83,5,12,architecture,,10,0,32,0.2862418777868028,236,1e-06,0.001,1e-08,4,False,,59,0.24434438,0.681608,0.500310,0.575908,0.401862,0.392418,0.275822,0.42382935
84,5,13,architecture,,10,0,32,0.26171490521956087,224,1e-06,0.001,1e-08,4,False,,59,0.33093982,0.631905,0.461004,0.563256,0.410979,0.391925,0.284058,0.42382935
85,5,14,architecture,,10,0,32,0.07043107293060646,73,1e-06,0.001,1e-08,1,False,,59,0.38780143,0.613052,0.411941,0.540704,0.371708,0.312161,0.256519,0.42382935
86,5,15,architecture,,10,0,32,0.2992277768868646,239,1e-06,0.001,1e-08,3,False,,59,0.23188208,0.687146,0.504075,0.569857,0.399386,0.414082,0.279661,0.42382935
87,6,1,architecture,1,10,0,32,0.16764411337735743,230,1e-06,0.001,1e-08,2,False,,59,0.41157498,0.649440,0.413671,0.579208,0.410177,0.328410,0.253829,0.42382935
88,6,2,architecture,1,10,0,32,0.15068734503988976,73,1e-06,0.001,1e-08,2,False,,59,0.41503287,0.640079,0.391982,0.608361,0.430400,0.378631,0.255896,0.42382935
89,6,3,architecture,1,10,0,32,0.09645329887430257,123,1e-06,0.001,1e-08,2,False,,59,0.40970374,0.685564,0.433626,0.615512,0.393755,0.394879,0.255603,0.42382935
90,6,4,architecture,1,10,0,32,0.0636095198797201,123,1e-06,0.001,1e-08,2,False,,59,0.40452480,0.622940,0.424547,0.544554,0.391176,0.282619,0.246249,0.42382935
91,6,5,architecture,,10,0,32,0.022448474473112646,113,1e-06,0.001,1e-08,2,False,,59,0.40905550,0.706262,0.424884,0.646315,0.398503,0.459872,0.250171,0.42382935
92,6,6,architecture,,10,0,32,0.2609100940086646,215,1e-06,0.001,1e-08,2,False,,59,0.40316070,0.645748,0.396044,0.588009,0.407905,0.360906,0.259977,0.42382935
93,6,7,architecture,,10,0,32,0.09419638138077152,113,1e-06,0.001,1e-08,3,False,,59,0.40354654,0.672380,0.395230,0.628163,0.409091,0.423929,0.267835,0.42382935
94,6,8,architecture,,10,0,32,0.1748037805096742,73,1e-06,0.001,1e-08,2,False,,59,0.40081805,0.630191,0.392989,0.567107,0.406038,0.301822,0.248144,0.42382935
95,6,9,architecture,,10,0,32,0.09419638138077152,113,1e-06,0.001,1e-08,3,False,,59,0.40354654,0.672380,0.395230,0.628163,0.409091,0.423929,0.267835,0.42382935
96,6,10,architecture,1,10,0,32,0.2609100940086646,215,1e-06,0.001,1e-08,3,False,,59,0.41555864,0.664469,0.439797,0.559956,0.399399,0.313639,0.254545,0.42382935
97,6,11,architecture,,10,0,32,0.029967912572433197,226,1e-06,0.001,1e-08,2,False,,59,0.40706213,0.623467,0.384217,0.595160,0.422292,0.359429,0.256996,0.42382935
98,6,12,architecture,,10,0,32,0.022448474473112646,168,1e-06,0.001,1e-08,2,False,,59,0.41175769,0.635201,0.431711,0.571507,0.398456,0.320532,0.245077,0.42382935
99,6,13,architecture,,10,0,32,0.11345148604279616,113,1e-06,0.001,1e-08,3,False,,59,0.38665798,0.615689,0.370818,0.570957,0.397218,0.404727,0.257827,0.42382935
100,6,14,architecture,,10,0,32,0.07185626552952756,180,1e-06,0.001,1e-08,1,False,,59,0.38846191,0.626368,0.405621,0.576458,0.377023,0.286066,0.247144,0.42382935
101,7,1,architecture,1,10,0,32,0.15068734503988976,64,1e-06,0.001,1e-08,2,False,,59,0.41022752,0.632696,0.386344,0.608911,0.426150,0.342196,0.258602,0.42382935
102,7,2,architecture,,10,0,32,0.20452908794623006,113,1e-06,0.001,1e-08,3,False,,59,0.39836601,0.672248,0.377878,0.634213,0.412025,0.289513,0.245687,0.42382935
103,7,3,architecture,1,10,0,32,0.15068734503988976,73,1e-06,0.001,1e-08,2,False,,59,0.41503287,0.640079,0.391982,0.608361,0.430400,0.378631,0.255896,0.42382935
104,7,4,architecture,,10,0,32,0.15068734503988976,73,1e-06,0.001,1e-08,2,False,,59,0.41503287,0.640079,0.391982,0.608361,0.430400,0.378631,0.255896,0.42382935
105,7,5,architecture,,10,0,32,0.09645329887430257,215,1e-06,0.001,1e-08,2,False,,59,0.42357037,0.709163,0.435806,0.657866,0.415414,0.399803,0.255345,0.42382935
106,7,6,architecture,1,10,0,32,0.15068734503988976,73,1e-06,0.001,1e-08,2,False,,59,0.41503287,0.640079,0.391982,0.608361,0.430400,0.378631,0.255896,0.42382935
107,7,7,architecture,,10,0,32,0.15068734503988976,249,1e-06,0.001,1e-08,2,False,,59,0.41512759,0.671457,0.431050,0.593509,0.404512,0.340226,0.255556,0.42382935
108,7,8,architecture,,10,0,32,0.022448474473112646,113,1e-06,0.001,1e-08,2,False,,59,0.40905550,0.706262,0.424884,0.646315,0.398503,0.459872,0.250171,0.42382935
109,7,9,architecture,1,10,0,32,0.09645329887430257,123,1e-06,0.001,1e-08,3,False,,59,0.40527292,0.694133,0.403292,0.643564,0.406593,0.447070,0.271252,0.42382935
110,7,10,architecture,,10,0,32,0.15068734503988976,73,1e-06,0.001,1e-08,2,False,,59,0.41503287,0.640079,0.391982,0.608361,0.430400,0.378631,0.255896,0.42382935
111,7,11,architecture,,10,0,32,0.15068734503988976,73,1e-06,0.001,1e-08,2,False,,59,0.41503287,0.640079,0.391982,0.608361,0.430400,0.378631,0.255896,0.42382935
112,7,12,architecture,1,10,0,32,0.022448474473112646,168,1e-06,0.001,1e-08,1,False,,59,0.37491379,0.632169,0.368493,0.592959,0.379195,0.324963,0.256104,0.42382935
113,7,13,architecture,,10,0,32,0.14859859488492705,255,1e-06,0.001,1e-08,2,False,,59,0.42260927,0.646144,0.443384,0.554455,0.408759,0.299852,0.250000,0.42382935
114,7,14,architecture,,10,0,32,0.14859859488492705,230,1e-06,0.001,1e-08,1,False,,59,0.39404556,0.596836,0.413052,0.539604,0.381375,0.291482,0.253243,0.42382935
115,8,1,architecture,,10,0,32,0.15068734503988976,73,1e-06,0.001,1e-08,2,False,,59,0.41503287,0.640079,0.391982,0.608361,0.430400,0.378631,0.255896,0.42382935
116,8,2,architecture,,10,0,32,0.16834750556048728,80,1e-06,0.001,1e-08,1,False,,59,0.39926037,0.629927,0.414354,0.577008,0.389198,0.324471,0.258378,0.42382935
117,8,3,architecture,,10,0,32,0.12697203548915875,64,1e-06,0.001,1e-08,2,False,,59,0.39058231,0.673434,0.383371,0.624862,0.395390,0.313639,0.246486,0.42382935
118,8,4,architecture,1,10,0,32,0.09645329887430257,215,1e-06,0.001,1e-08,2,False,,59,0.42357037,0.709163,0.435806,0.657866,0.415414,0.399803,0.255345,0.42382935
119,8,5,architecture,,10,0,32,0.14859859488492705,255,1e-06,0.001,1e-08,2,False,,59,0.42260927,0.646144,0.443384,0.554455,0.408759,0.299852,0.250000,0.42382935
120,8,6,architecture,,10,0,32,0.15068734503988976,73,1e-06,0.001,1e-08,2,False,,59,0.41503287,0.640079,0.391982,0.608361,0.430400,0.378631,0.255896,0.42382935
121,8,7,architecture,,10,0,32,0.15068734503988976,64,1e-06,0.001,1e-08,1,False,,59,0.40113395,0.677126,0.429536,0.610561,0.382199,0.349581,0.261599,0.42382935
122,8,8,architecture,,10,0,32,0.14859859488492705,201,1e-06,0.001,1e-08,2,False,,59,0.39767207,0.628609,0.390392,0.583608,0.402526,0.334810,0.254003,0.42382935
123,8,9,architecture,,10,0,32,0.14859859488492705,215,1e-06,0.001,1e-08,3,False,,59,0.40689492,0.672512,0.404887,0.620462,0.408233,0.370261,0.254227,0.42382935
124,8,10,architecture,,10,0,32,0.15068734503988976,73,1e-06,0.001,1e-08,2,False,,59,0.41503287,0.640079,0.391982,0.608361,0.430400,0.378631,0.255896,0.42382935
125,8,11,architecture,,10,0,32,0.14859859488492705,66,1e-06,0.001,1e-08,2,False,,59,0.40206052,0.632432,0.408821,0.566557,0.397554,0.320532,0.254054,0.42382935
126,8,12,architecture,,10,0,32,0.15068734503988976,256,1e-06,0.001,1e-08,2,False,,59,0.40080513,0.618853,0.408914,0.537404,0.395399,0.298868,0.250526,0.42382935
127,8,13,architecture,1,10,0,32,0.15068734503988976,249,1e-06,0.001,1e-08,1,False,,59,0.38289779,0.652868,0.373244,0.622112,0.389333,0.339242,0.258564,0.42382935
128,8,14,architecture,,10,0,32,0.1242082478802414,215,1e-06,0.001,1e-08,1,False,,59,0.28745987,0.641529,0.427217,0.579208,0.373464,0.329394,0.258170,0.42382935
129,9,1,architecture,,10,0,32,0.15068734503988976,83,1e-06,0.001,1e-08,1,False,,59,0.38658277,0.635201,0.413150,0.553905,0.368872,0.313639,0.256137,0.42382935
130,9,2,architecture,,10,0,32,0.14859859488492705,73,1e-06,0.001,1e-08,2,False,,59,0.41301746,0.692551,0.408122,0.652915,0.416281,0.409650,0.252960,0.42382935
131,9,3,architecture,,10,0,32,0.09645329887430257,152,1e-06,0.001,1e-08,3,False,,59,0.41377479,0.669216,0.404462,0.623212,0.419983,0.383063,0.254610,0.42382935
132,9,4,architecture,,10,0,32,0.2932187069940827,255,1e-06,0.001,1e-08,3,False,,59,0.18645871,0.702439,0.515769,0.580308,0.389111,0.389463,0.272300,0.42382935
133,9,5,architecture,,10,0,32,0.14859859488492705,230,1e-06,0.001,1e-08,1,False,,59,0.39404556,0.596836,0.413052,0.539604,0.381375,0.291482,0.253243,0.42382935
134,9,6,architecture,,10,0,32,0.14859859488492705,256,1e-06,0.001,1e-08,3,False,,59,0.39400896,0.679367,0.390782,0.619362,0.396161,0.505170,0.260486,0.42382935
135,9,7,architecture,,10,0,32,0.15068734503988976,73,1e-06,0.001,1e-08,3,False,,59,0.40384063,0.603296,0.394446,0.563256,0.410104,0.508616,0.277858,0.42382935
136,9,8,architecture,,10,0,32,0.09645329887430257,73,1e-06,0.001,1e-08,2,False,,59,0.40527637,0.616875,0.413640,0.558856,0.399701,0.340719,0.262259,0.42382935
137,9,9,architecture,,10,0,32,0.15068734503988976,215,1e-06,0.001,1e-08,4,False,,59,0.25434374,0.649703,0.475420,0.553355,0.390390,0.381585,0.266355,0.42382935
138,9,10,architecture,,10,0,32,0.15068734503988976,64,1e-06,0.001,1e-08,2,False,,59,0.41022752,0.632696,0.386344,0.608911,0.426150,0.342196,0.258602,0.42382935
