Metric,Average,Std Dev,Min,Max
Train Accuracy H1,0.548187,0.000000,0.548187,0.548187
Train Precision H1,0.260412,0.000000,0.260412,0.260412
Train Recall H1,0.957293,0.000000,0.957293,0.957293
Train F1 H1,0.409443,0.000000,0.409443,0.409443
Train AUC_ROC H1,0.826300,0.000000,0.826300,0.826300
Train AUC_PR H1,0.515693,0.000000,0.515693,0.515693
Train MCC H1,0.321455,0.000000,0.321455,0.321455
Train Brier H1,0.284184,0.000000,0.284184,0.284184
Train LogLoss H1,0.768838,0.000000,0.768838,0.768838
Train Pos_Rate_True H1,0.163612,0.000000,0.163612,0.163612
Train Pos_Rate_Pred H1,0.601450,0.000000,0.601450,0.601450
Train Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Validation Accuracy H1,0.477998,0.000000,0.477998,0.477998
Validation Precision H1,0.246564,0.000000,0.246564,0.246564
Validation Recall H1,0.947205,0.000000,0.947205,0.947205
Validation F1 H1,0.391276,0.000000,0.391276,0.391276
Validation AUC_ROC H1,0.697861,0.000000,0.697861,0.697861
Validation AUC_PR H1,0.267470,0.000000,0.267470,0.267470
Validation MCC H1,0.265429,0.000000,0.265429,0.265429
Validation Brier H1,0.337129,0.000000,0.337129,0.337129
Validation LogLoss H1,0.921093,0.000000,0.921093,0.921093
Validation Pos_Rate_True H1,0.177118,0.000000,0.177118,0.177118
Validation Pos_Rate_Pred H1,0.680418,0.000000,0.680418,0.680418
Validation Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Test Accuracy H1,0.355982,0.000000,0.355982,0.355982
Test Precision H1,0.163130,0.000000,0.163130,0.163130
Test Recall H1,0.842466,0.000000,0.842466,0.842466
Test F1 H1,0.273333,0.000000,0.273333,0.273333
Test AUC_ROC H1,0.581333,0.000000,0.581333,0.581333
Test AUC_PR H1,0.210361,0.000000,0.210361,0.210361
Test MCC H1,0.093689,0.000000,0.093689,0.093689
Test Brier H1,0.414616,0.000000,0.414616,0.414616
Test LogLoss H1,1.104857,0.000000,1.104857,1.104857
Test Pos_Rate_True H1,0.143772,0.000000,0.143772,0.143772
Test Pos_Rate_Pred H1,0.742491,0.000000,0.742491,0.742491
Test Uncertainty H1,0.000000,0.000000,0.000000,0.000000
