DATE_TIME,CLOSE_15m_tick_1,CLOSE_15m_tick_2,CLOSE_15m_tick_3,CLOSE_15m_tick_4,CLOSE_15m_tick_5,CLOSE_15m_tick_6,CLOSE_15m_tick_7,CLOSE_15m_tick_8,CLOSE_30m_tick_1,CLOSE_30m_tick_2,CLOSE_30m_tick_3,CLOSE_30m_tick_4,CLOSE_30m_tick_5,CLOSE_30m_tick_6,CLOSE_30m_tick_7,CLOSE_30m_tick_8
2010-04-22 23:00:00,1.3309799999999998,1.33116,1.33133,1.32976,1.32942,1.32938,1.32936,1.32948,1.33114,1.33213,1.33192,1.33134,1.3309799999999998,1.33133,1.32942,1.32936
2010-04-23 00:00:00,1.32942,1.32938,1.32936,1.32948,1.32885,1.32799,1.32866,1.32862,1.33192,1.33134,1.3309799999999998,1.33133,1.32942,1.32936,1.32885,1.32866
2010-04-23 01:00:00,1.32885,1.32799,1.32866,1.32862,1.3278,1.32681,1.32681,1.32233,1.3309799999999998,1.33133,1.32942,1.32936,1.32885,1.32866,1.3278,1.32681
2010-04-23 02:00:00,1.3278,1.32681,1.32681,1.32233,1.32228,1.32139,1.3222200000000002,1.32299,1.32942,1.32936,1.32885,1.32866,1.3278,1.32681,1.32228,1.3222200000000002
2010-04-23 03:00:00,1.32228,1.32139,1.3222200000000002,1.32299,1.3233,1.32273,1.32289,1.3234,1.32885,1.32866,1.3278,1.32681,1.32228,1.3222200000000002,1.3233,1.32289
2010-04-23 04:00:00,1.3233,1.32273,1.32289,1.3234,1.32312,1.32201,1.32209,1.32205,1.3278,1.32681,1.32228,1.3222200000000002,1.3233,1.32289,1.32312,1.32209
2010-04-23 05:00:00,1.32312,1.32201,1.32209,1.32205,1.32216,1.32202,1.32219,1.32178,1.32228,1.3222200000000002,1.3233,1.32289,1.32312,1.32209,1.32216,1.32219
2010-04-23 06:00:00,1.32216,1.32202,1.32219,1.32178,1.3222,1.3218299999999998,1.32246,1.32273,1.3233,1.32289,1.32312,1.32209,1.32216,1.32219,1.3222,1.32246
2010-04-23 07:00:00,1.3222,1.3218299999999998,1.32246,1.32273,1.3231,1.32334,1.32371,1.32329,1.32312,1.32209,1.32216,1.32219,1.3222,1.32246,1.3231,1.32371
2010-04-23 08:00:00,1.3231,1.32334,1.32371,1.32329,1.3236,1.32343,1.3239,1.3226,1.32216,1.32219,1.3222,1.32246,1.3231,1.32371,1.3236,1.3239
2010-04-23 09:00:00,1.3236,1.32343,1.3239,1.3226,1.32226,1.32309,1.32381,1.32458,1.3222,1.32246,1.3231,1.32371,1.3236,1.3239,1.32226,1.32381
2010-04-23 10:00:00,1.32226,1.32309,1.32381,1.32458,1.32561,1.32648,1.32682,1.3269,1.3231,1.32371,1.3236,1.3239,1.32226,1.32381,1.32561,1.32682
2010-04-23 11:00:00,1.32561,1.32648,1.32682,1.3269,1.32762,1.33051,1.33241,1.3329,1.3236,1.3239,1.32226,1.32381,1.32561,1.32682,1.32762,1.33241
2010-04-23 12:00:00,1.32762,1.33051,1.33241,1.3329,1.33339,1.33286,1.3315,1.32976,1.32226,1.32381,1.32561,1.32682,1.32762,1.33241,1.33339,1.3315
2010-04-23 13:00:00,1.33339,1.33286,1.3315,1.32976,1.33107,1.3311,1.33018,1.33019,1.32561,1.32682,1.32762,1.33241,1.33339,1.3315,1.33107,1.33018
2010-04-23 14:00:00,1.33107,1.3311,1.33018,1.33019,1.33151,1.33023,1.33186,1.33107,1.32762,1.33241,1.33339,1.3315,1.33107,1.33018,1.33151,1.33186
2010-04-23 15:00:00,1.33151,1.33023,1.33186,1.33107,1.32961,1.32873,1.32861,1.32821,1.33339,1.3315,1.33107,1.33018,1.33151,1.33186,1.32961,1.32861
2010-04-23 16:00:00,1.32961,1.32873,1.32861,1.32821,1.32718,1.32728,1.33118,1.3328799999999998,1.33107,1.33018,1.33151,1.33186,1.32961,1.32861,1.32718,1.33118
2010-04-23 17:00:00,1.32718,1.32728,1.33118,1.3328799999999998,1.33179,1.33663,1.33601,1.33627,1.33151,1.33186,1.32961,1.32861,1.32718,1.33118,1.33179,1.33601
2010-04-23 18:00:00,1.33179,1.33663,1.33601,1.33627,1.33663,1.33616,1.33596,1.33648,1.32961,1.32861,1.32718,1.33118,1.33179,1.33601,1.33663,1.33596
2010-04-23 19:00:00,1.33663,1.33616,1.33596,1.33648,1.3368,1.33618,1.33681,1.33671,1.32718,1.33118,1.33179,1.33601,1.33663,1.33596,1.3368,1.33681
2010-04-23 20:00:00,1.3368,1.33618,1.33681,1.33671,1.33666,1.33733,1.3381299999999998,1.33952,1.33179,1.33601,1.33663,1.33596,1.3368,1.33681,1.33666,1.3381299999999998
2010-04-26 00:00:00,1.33718,1.33732,1.33709,1.33706,1.33692,1.338,1.33811,1.33485,1.3381299999999998,1.33921,1.33869,1.33734,1.33732,1.33706,1.338,1.33485
2010-04-26 01:00:00,1.33692,1.338,1.33811,1.33485,1.33572,1.33578,1.33568,1.33713,1.33869,1.33734,1.33732,1.33706,1.338,1.33485,1.33578,1.33713
2010-04-26 02:00:00,1.33572,1.33578,1.33568,1.33713,1.33679,1.33723,1.33638,1.33684,1.33732,1.33706,1.338,1.33485,1.33578,1.33713,1.33723,1.33684
2010-04-26 03:00:00,1.33679,1.33723,1.33638,1.33684,1.33678,1.33873,1.33883,1.33817,1.338,1.33485,1.33578,1.33713,1.33723,1.33684,1.33873,1.33817
2010-04-26 04:00:00,1.33678,1.33873,1.33883,1.33817,1.33873,1.3382,1.33829,1.33798,1.33578,1.33713,1.33723,1.33684,1.33873,1.33817,1.3382,1.33798
2010-04-26 05:00:00,1.33873,1.3382,1.33829,1.33798,1.33715,1.33719,1.33754,1.33784,1.33723,1.33684,1.33873,1.33817,1.3382,1.33798,1.33719,1.33784
2010-04-26 06:00:00,1.33715,1.33719,1.33754,1.33784,1.33715,1.33672,1.337,1.33682,1.33873,1.33817,1.3382,1.33798,1.33719,1.33784,1.33672,1.33682
2010-04-26 07:00:00,1.33715,1.33672,1.337,1.33682,1.3369799999999998,1.33628,1.3367,1.33674,1.3382,1.33798,1.33719,1.33784,1.33672,1.33682,1.33628,1.33674
2010-04-26 08:00:00,1.3369799999999998,1.33628,1.3367,1.33674,1.33789,1.33676,1.33666,1.33486,1.33719,1.33784,1.33672,1.33682,1.33628,1.33674,1.33676,1.33486
2010-04-26 09:00:00,1.33789,1.33676,1.33666,1.33486,1.33519,1.3372700000000002,1.33785,1.33771,1.33672,1.33682,1.33628,1.33674,1.33676,1.33486,1.3372700000000002,1.33771
2010-04-26 10:00:00,1.33519,1.3372700000000002,1.33785,1.33771,1.33845,1.33819,1.33616,1.3342,1.33628,1.33674,1.33676,1.33486,1.3372700000000002,1.33771,1.33819,1.3342
2010-04-26 11:00:00,1.33845,1.33819,1.33616,1.3342,1.33273,1.33294,1.33268,1.33074,1.33676,1.33486,1.3372700000000002,1.33771,1.33819,1.3342,1.33294,1.33074
