DATE_TIME,OPEN,LOW,HIGH,CLOSE,BC-BO,BH-BL,BH-BO,BO-BL,CLOSE_15m_tick_1,CLOSE_15m_tick_2,CLOSE_15m_tick_3,CLOSE_15m_tick_4,CLOSE_15m_tick_5,CLOSE_15m_tick_6,CLOSE_15m_tick_7,CLOSE_15m_tick_8,CLOSE_30m_tick_1,CLOSE_30m_tick_2,CLOSE_30m_tick_3,CLOSE_30m_tick_4,CLOSE_30m_tick_5,CLOSE_30m_tick_6,CLOSE_30m_tick_7,CLOSE_30m_tick_8
2017-09-19 02:00:00,-0.09170761124059562,-0.08966334947397143,-0.09701479943857681,-0.09288021190442297,-0.10316951082577547,-0.5986134772808499,-0.5678688157614824,-0.2246155508686517,-0.1030593482337269,-0.1070479779680196,-0.10669560034120554,-0.10491360429682908,-0.10304226913631806,-0.10123145915665029,-0.10165674130192928,-0.10012865704175415,-0.11124217535852259,-0.10636526257320779,-0.10117414516521357,-0.10667527778758508,-0.10704737165039452,-0.10490470647617113,-0.10122527023994975,-0.10012405989188444
2017-09-19 03:00:00,-0.09293906933907646,-0.08737779341423514,-0.09683874243134956,-0.08953755537929146,0.30048449853815273,-0.7736195272737734,-0.41514765032765283,-0.6221770424253625,-0.1030593482337269,-0.10124257261878862,-0.10168197776063852,-0.10016340783690661,-0.10005157269717167,-0.0996481196049498,-0.09866609584693088,-0.0941467610061993,-0.10121483793115763,-0.10671711685917719,-0.10706742435429194,-0.10491598396420178,-0.10124188988749153,-0.10015453915011611,-0.09964192415280676,-0.09414218496898727
2017-09-19 04:00:00,-0.08924469504363589,-0.08500433135220271,-0.08900420560970065,-0.08487542917318361,0.38587284667311195,-0.3215205647924312,0.033470773134412324,-0.47309148309176996,-0.10006869053154425,-0.09965928025081813,-0.09869139587047741,-0.09418167896144838,-0.09433406479880334,-0.0938425412487089,-0.09497176910840034,-0.08913252462345526,-0.10710809764724051,-0.10495784542933213,-0.10126210455609397,-0.1001658906410665,-0.09965857667942866,-0.09417284696175025,-0.09383632183327657,-0.08912796628361802
2017-09-19 05:00:00,-0.08484663040620374,-0.07893881719367649,-0.07852881367963124,-0.07862993934990882,0.5488869658392524,0.04307537269266789,0.6920807990676113,-0.661933191580815,-0.09435125668913602,-0.09385387490158714,-0.09499714765321648,-0.0891675826981971,-0.09125540669968343,-0.09252309162228989,-0.09154132285119314,-0.09573020407443499,-0.1013027970313963,-0.1002078125687501,-0.09967883552022339,-0.09418429164156253,-0.09385309491652569,-0.08915878145091462,-0.09251686676065546,-0.09572562244857827
2017-09-19 06:00:00,-0.07842545603555587,-0.07568629510866917,-0.06594073766282503,-0.06807418190212142,0.9137280896876291,0.8160187601608417,1.3602358978408065,-0.3041278491800536,-0.09127263846630232,-0.09253446459494312,-0.09156677430861676,-0.0957650777814232,-0.09556552803845209,-0.09287494485600176,-0.09303664557869332,-0.08983627709822516,-0.09971953322707676,-0.09422628970727612,-0.0938735157220254,-0.08917030424491995,-0.09253366724313801,-0.09575623607043592,-0.0928687214466879,-0.08983171627454584
2017-09-19 07:00:00,-0.06839786866221466,-0.07146680699838888,-0.06523650963391407,-0.0688658637107049,-0.041068894000507096,0.5243420101727332,0.3484581768415902,0.35184861188809213,-0.09558270397827029,-0.09288630734338166,-0.09306206525369828,-0.08987131550707328,-0.09151929167960789,-0.09331476139814207,-0.08925435867972296,-0.09071596769168899,-0.09391423261123255,-0.08921236613221752,-0.09255412485879798,-0.09576765608260827,-0.09288551462270819,-0.08986250994366228,-0.09330853980422892,-0.09071140376320708
2017-09-19 08:00:00,-0.06874971383320751,-0.08148809126030311,-0.06778933623871998,-0.07801418683212102,-0.8173266043162143,1.1441551038971538,0.10983135585113615,1.4451427136685995,-0.09153652002825939,-0.09332611077893031,-0.08927985874555158,-0.09075098151816996,-0.09081559839980805,-0.08794899958403953,-0.08476839049722244,-0.08323859764724544,-0.09259484610763097,-0.09580963399413746,-0.09290596242232542,-0.08987402177427209,-0.09332532384717139,-0.09074217055959832,-0.0879427558422378,-0.0832340601095856
2017-09-19 09:00:00,-0.07780972698631546,-0.07260958502825604,-0.07720838612542197,-0.07308816668982063,0.41692315508558453,-0.37256399604032464,0.07165106449267877,-0.582420893269612,-0.09083283586303925,-0.08796050886524605,-0.084793985910307,-0.08327382042384719,-0.07445472964447837,-0.07449061339457577,-0.07861117926633822,-0.06696432166816355,-0.09294668250859152,-0.08991607470415437,-0.09334575937673521,-0.09075366868596374,-0.08795965130872965,-0.083265055324141,-0.07448431410151259,-0.06695984156935177
2017-09-19 10:00:00,-0.07297185588514127,-0.07129099499379273,-0.07553584455675427,-0.07185666165424505,0.09865749385614982,-0.34339632104152845,-0.27197155773334225,-0.1848594017131993,-0.07447217902168769,-0.07450252373748714,-0.07863690554820545,-0.0669999992185576,-0.06882518340608551,-0.06868503503833485,-0.06805596001339718,-0.07576122760280188,-0.0933864780097927,-0.0907957104190769,-0.08798023653294508,-0.08327666993658377,-0.07450148904018564,-0.06699133392932324,-0.06867871178198241,-0.07575671645596413
2017-09-19 11:00:00,-0.07191632037215881,-0.09704745366696098,-0.07738444313264922,-0.0874264038897336,-1.3684695786403573,1.6400055788766903,-0.5869589614406157,2.846546971405205,-0.06884270569993246,-0.06869711838825616,-0.06808191064174897,-0.07579665932952441,-0.07726950276367382,-0.07114800767431596,-0.06893556161780894,-0.06406134270973309,-0.08802097289514771,-0.08331880684223443,-0.0745224497280354,-0.06700320207028733,-0.06869600727728264,-0.07578794008868366,-0.07114169458420745,-0.06405687285676989
2017-09-19 12:00:00,-0.08757343048141106,-0.08816894743491391,-0.07703232911819276,-0.07704657573274189,0.9292532438938652,0.9326894601559541,1.1502442953691951,0.07355556779873242,-0.07728691568256434,-0.07116001762732398,-0.06896149355062034,-0.06409710138193875,-0.06935295336593442,-0.08434250393849826,-0.07737973702016332,-0.07496950606868501,-0.07456323055842178,-0.06704554611616668,-0.06871712992983743,-0.0757996711872038,-0.07115893893427191,-0.06408845389673451,-0.0843362453104108,-0.0749649977161696
2017-09-19 13:00:00,-0.0770180753515786,-0.07762022715921317,-0.07923304170854417,-0.07625489392415646,0.06760718544371262,-0.12463875855055653,-0.23379126637488487,0.0735555677985336,-0.06937046882384659,-0.08435412069375642,-0.07740548947578708,-0.07500495991953798,-0.06970480000583433,-0.07598598963784974,-0.07315764931898613,-0.07408981547522117,-0.06875792994257758,-0.07584190326539197,-0.0711799928745276,-0.0641003672617051,-0.08435321566814075,-0.07499624553434181,-0.07597969651714893,-0.07408531022750836
2017-09-19 14:00:00,-0.07596253983859419,-0.08025740722813786,-0.08275418185310486,-0.08302817161982219,-0.623262176737446,-0.19755794604754706,-0.7301350540348414,0.4909951339328713,-0.06972231090645667,-0.07599785541834946,-0.0731834915132037,-0.0741252939084413,-0.07419084466455392,-0.075282283170426,-0.07201416723325105,-0.07593716572149581,-0.07122078474929948,-0.06414274825692254,-0.08437390150679414,-0.0750079889666819,-0.07599684040335741,-0.07411658491840577,-0.07527598714508409,-0.07593265395369754
2017-09-19 15:00:00,-0.08308740455123168,-0.08553176736598726,-0.08697955002657846,-0.08074109083946669,0.20733357330034702,-0.11005492105123126,-0.41514765032765283,0.2822753508657024,-0.07420829745973063,-0.07529416992147239,-0.07204003373167113,-0.07597259253174492,-0.08800082528061064,-0.08944437582731544,-0.08767107579178103,-0.08816486497064446,-0.08441464978530744,-0.07505023112196228,-0.07601775937302559,-0.07412834205499026,-0.07529314564421706,-0.07596387221187204,-0.08943813825787611,-0.08816031004609008
2017-09-19 16:00:00,-0.08053652706152276,-0.09071822150154053,-0.08196192532057929,-0.08628286349955683,-0.5068235201900142,0.7358076539139333,-0.14788561081845125,1.1569106322900289,-0.08801809920216067,-0.08945584054611032,-0.08769660950958233,-0.08819995008599017,-0.08404255058174191,-0.07422672346929235,-0.07729177685972156,-0.07989577339208404,-0.07605853526250266,-0.07417059540703975,-0.07531408424597069,-0.07597560056954329,-0.08945500267190339,-0.08819115477338439,-0.07422042308698874,-0.07989124765267408
2017-09-19 17:00:00,-0.08616604979743378,-0.08227924528097993,-0.0706062483543697,-0.06772232332052812,1.6278851831780679,0.9764409726539297,1.6943134472271173,-0.4333353339361187,-0.08405987577280277,-0.07423864167615873,-0.07731753118489935,-0.07993108958168096,-0.07595007786405156,-0.07554617309570942,-0.07641217525530981,-0.08103937116358682,-0.07535486246058155,-0.07601783040837765,-0.08947554617793721,-0.08820269264205854,-0.0742376035055085,-0.0799223449835852,-0.07553987815960791,-0.08103484138793349
2017-09-19 18:00:00,-0.06778213961297423,-0.06267620676863793,-0.06523650963391407,-0.0676343586751293,0.013269145721602765,-0.20484986479724615,0.2816426669642898,-0.572481855980898,-0.07596750787277902,-0.0755580519828008,-0.07643794827602798,-0.08107465539610646,-0.08113981580256903,-0.08205545791937406,-0.08292122712795717,-0.0827987523505145,-0.08951627759923055,-0.08824476684580215,-0.07425857155539031,-0.07993401167215668,-0.0755570311788942,-0.08106590378430187,-0.08204918985120295,-0.08279421636525595
2017-09-19 19:00:00,-0.06769417832022503,-0.062412488761745655,-0.0706062483543697,-0.06561117183097025,0.18404584199095383,-0.6715326647779865,-0.310151849091895,-0.5923599305586242,-0.08115717859127117,-0.08206714282890885,-0.08294686180167653,-0.08283398741829982,-0.09037579009993461,-0.08601380679862719,-0.08045834263560349,-0.07989577339208404,-0.07429935325770186,-0.07997619112553,-0.0755779624186158,-0.08107755265735563,-0.08206620770093755,-0.08282522501617395,-0.08600755506906238,-0.07989124765267408
2017-09-19 20:00:00,-0.06593495246525297,-0.06258830076633985,-0.07280696094471915,-0.06816214654751829,-0.19632043606358118,-0.839246796021065,-0.7396801268743063,-0.3737011102026419,-0.09039303325977813,-0.08602537374883702,-0.0804840296568359,-0.07993108958168096,-0.08430643556166637,-0.09173142184643965,-0.08635167338516243,-0.08350250482528634,-0.07561873976130148,-0.08111971755492908,-0.08208695734386866,-0.08283684648073893,-0.08602449072109664,-0.0799223449835852,-0.09172519371708397,-0.08349796635618573
2017-09-19 21:00:00,-0.06822194607671628,-0.0652254808352665,-0.07368724598085932,-0.0679862172567226,0.0210317228246382,-0.6934084210269378,-0.5869589614406157,-0.3339449610466926,-0.08432375733475983,-0.09174281841095788,-0.0863772351462743,-0.08353772022717795,-0.08157962410244442,-0.0819674946109456,-0.06761615921119032,-0.06511697142188891,-0.0821277131790668,-0.08287898898477415,-0.08604512993354706,-0.07993401167215668,-0.09174201063910659,-0.08352895350892356,-0.08196122617969435,-0.06511249784316259
2017-09-19 22:00:00,-0.06778213961297423,-0.06250039476404373,-0.07368724598085932,-0.0686019697745104,-0.07211920241316593,-0.9194579022676088,-0.6346843256384964,-0.5923599305586242,-0.08159698119453425,-0.08197918214179874,-0.0676421191873123,-0.06515270059525398,-0.06574652530696365,-0.06463872285065327,-0.06752819905075051,-0.06889964097378515,-0.08608587268986762,-0.07997619112553,-0.09176249034086269,-0.08354056401009302,-0.08197824585604452,-0.06514404663585698,-0.06463238289261437,-0.06889515404440766
2017-09-19 23:00:00,-0.06804602349121985,-0.06478595082377808,-0.07034216284352784,-0.07000940410088166,-0.17303270475411034,-0.4527751022870144,-0.24333633921459463,-0.3637620729136297,-0.06576408747709682,-0.06465092678121787,-0.06755416089642653,-0.06893526444297148,-0.06574652530696365,-0.06578224586021537,-0.06568103568148526,-0.06898761003313017,-0.09180321420547119,-0.08358269755671295,-0.0819989979529863,-0.06515594355573429,-0.06464976241223053,-0.06892658728438371,-0.0657759106222183,-0.06898312279327241
2017-09-20 00:00:00,-0.07050893968817958,-0.06821428491338155,-0.07553584455675427,-0.07036126268247497,0.013269145721430401,-0.5986134772808499,-0.5392335972426394,-0.25443266273539006,-0.06576408747709682,-0.06579441571364165,-0.06570703678779607,-0.06902323104407977,-0.0682974134462366,-0.06868503503833485,-0.0691114819386905,-0.06977933156724898,-0.08203975407882616,-0.0651983111148288,-0.06467099794927668,-0.06893842527601013,-0.06579326639583213,-0.06901455334597595,-0.06867871178198241,-0.0697748415330689
2017-09-20 01:00:00,-0.07024505580993397,-0.06452223281688581,-0.053704775660475275,-0.05144886392185295,1.658935491590773,0.9035217851570847,1.7993092484629707,-0.6420551170030888,-0.06831494257601835,-0.06869711838825616,-0.06913741013239384,-0.06981493045406816,-0.0682974134462366,-0.06745354872034624,-0.0677041193716321,-0.06801995038031936,-0.06471181133153613,-0.06898074468899743,-0.06581447003073941,-0.06902638996717793,-0.06869600727728264,-0.06980624790031975,-0.06744722038087184,-0.06801546655574447
2017-09-20 02:00:00,-0.05150930045447961,-0.05080889645847581,-0.05520126022191377,-0.05716656587273877,-0.4990609430867797,-0.35798015854085374,-0.39605750464832873,-0.07552999153505904,-0.06831494257601835,-0.06746566876872422,-0.06773007747820003,-0.06805559843187284,-0.06882518340608551,-0.06798132857091307,-0.06858372097604384,-0.0687237028550912,-0.06585527963465644,-0.0690687082604883,-0.06871712992983743,-0.06981807218770178,-0.06746454144878997,-0.06804692666844571,-0.06797500240991951,-0.06871921654667425
2017-09-20 03:00:00,-0.056962900604894215,-0.05089680246077389,-0.06136325547489692,-0.056726742645748604,0.0210317228246382,-0.8611225522700892,-0.472418087365339,-0.68181126615874,-0.06884270569993246,-0.06799343289138104,-0.0686096603870714,-0.06875933124075097,-0.06319563716769265,-0.06877299834676331,-0.06999108354310225,-0.06995526968594097,-0.06875792994257758,-0.06986038040391995,-0.06748569845749429,-0.06805877836431654,-0.06799231251814425,-0.06875065516119533,-0.06876667545349101,-0.06995077903080037
2017-09-20 04:00:00,-0.05661105543389941,-0.05318235852050824,-0.062243540511037095,-0.05778231839052656,-0.10316951082577547,-0.7444518522749772,-0.6060491071199398,-0.38364014749145536,-0.06321323237817725,-0.06878507907536628,-0.07001699304126521,-0.0699908636562867,-0.07295938142490517,-0.07343505369344017,-0.07051884450575087,-0.06828385755836026,-0.06752650253921857,-0.06810110897407294,-0.06801345480278449,-0.06876249589367063,-0.06878396912217567,-0.06998218002350617,-0.0734287500434153,-0.0682793728023446
2017-09-20 05:00:00,-0.05784251353238025,-0.05168795648145071,-0.05819422934479074,-0.055143379028579714,0.23838388171305244,-0.5329862085336312,-0.03334473674288817,-0.6917503034477521,-0.07297685017059637,-0.07344699549217153,-0.07054474278658959,-0.0683194982352036,-0.07049645494560769,-0.050828483427475694,-0.05090372872736506,-0.05051410757038772,-0.06805425714065842,-0.06880481754601174,-0.06880508932071977,-0.06999400157003932,-0.07344594690147511,-0.06831082485322829,-0.05082208646585476,-0.050509685531384525
2017-09-20 06:00:00,-0.05520367474992214,-0.05924787267903641,-0.05678577328696686,-0.06385187892300569,-0.7629885645941157,0.21078950393567347,-0.16697575649758448,0.4611780220662322,-0.07051395559232786,-0.05084109890501848,-0.05093004391875428,-0.050550244811047494,-0.05052915813130725,-0.05461090568987582,-0.0567090993164842,-0.05482459147836186,-0.0688458890428182,-0.07003630754690368,-0.07346693703745306,-0.06832267243782578,-0.05083975276411438,-0.05054168041131712,-0.05460452434070092,-0.054820154225825944
2017-09-20 07:00:00,-0.06391184273203528,-0.060039026699713234,-0.058722400366476406,-0.0639398435684045,-0.0022560084848128326,0.11599456018951264,0.5679948521527202,-0.4333353339361187,-0.05054691740422652,-0.054623408450730306,-0.0567352911173069,-0.054860608265422606,-0.055894819389775655,-0.056722025092145065,-0.05662113915604244,-0.05860726103025615,-0.07350772135554012,-0.06836499968855146,-0.0508613735808376,-0.0505538048216514,-0.05462211209449131,-0.05485201742940509,-0.056715652456893535,-0.05860281042706906
2017-09-20 08:00:00,-0.06399980402478252,-0.05845671865835763,-0.06021888492791489,-0.05751842445433208,0.5721746971487234,-0.13922259605002743,0.4152736867186998,-0.6221770424253625,-0.05591250916402468,-0.05673446494135958,-0.05664733282641918,-0.058643172113138145,-0.05580685772980019,-0.05724980494271189,-0.05732482043957262,-0.055880220190517686,-0.050902232593847685,-0.05059635824711327,-0.05464362738875521,-0.05486407468894183,-0.0567331963719104,-0.058634558077929874,-0.0572434344859412,-0.055875779212218646
2017-09-20 09:00:00,-0.057666590946883825,-0.05124842646996424,-0.05168012007735308,-0.05250443966663287,0.45573604060144685,-0.029843814804322803,0.6539005077093447,-0.7215674153144022,-0.05582454864337168,-0.05726222906401641,-0.05735099915351705,-0.055916207478737844,-0.05404762453030254,-0.05258774959603307,-0.05486193594721893,-0.05315317935077921,-0.054684473904171166,-0.05490657325023502,-0.05675465276991793,-0.05864655640921572,-0.05726096744126469,-0.055907610168527556,-0.05258135989601495,-0.05314874799736823
2017-09-20 10:00:00,-0.05238891338196565,-0.055731632587136815,-0.05933859989177472,-0.05839807090831436,-0.5301112514994851,-0.2923528897935621,-0.7492251997141951,0.38166572375502933,-0.05406533823032329,-0.052600312647209206,-0.05488816700867643,-0.05318924284433754,-0.05686239764949995,-0.0631433466073793,-0.06383387231221999,-0.05315317935077921,-0.05679549230993251,-0.058689006824401695,-0.05728240911520813,-0.05591965098297103,-0.052598989661963295,-0.053180662259125246,-0.06313700047697801,-0.05314874799736823
2017-09-20 11:00:00,-0.05845824258162067,-0.05511629057105419,-0.06347593956163372,-0.05936568200769545,-0.07988177951637374,-0.6861165022773116,-0.5392335972426394,-0.3737011102024432,-0.05688007489120188,-0.06315559510035555,-0.0638599126791656,-0.05318924284433754,-0.06170028894811945,-0.06226371352310061,-0.06400979263310155,-0.057463663258753364,-0.05732324691137237,-0.055962136108141276,-0.05262056139847288,-0.05319274555672634,-0.06315441104905875,-0.053180662259125246,-0.06225736376189792,-0.05745921669180965
2017-09-20 12:00:00,-0.05916193292360833,-0.06601663485594332,-0.060659027445984004,-0.07036126268247497,-0.9881033005858223,0.45142282267574263,-0.1574306836580655,0.7792272153115414,-0.06171790352708592,-0.062275988229260185,-0.06403582926093909,-0.057499606298712654,-0.05941328578877095,-0.055226648848871095,-0.05723686027913086,-0.0547366224190149,-0.05266141459864848,-0.05323526539188085,-0.06317568830428649,-0.05319274555672634,-0.06227479260013429,-0.05749099927721321,-0.05522027004125718,-0.05473218547695923
2017-09-20 13:00:00,-0.07068486227367796,-0.06399479680310126,-0.06884567828208936,-0.06719453544813914,0.3082470756413873,-0.3944397522894219,0.20528208424727964,-0.7513845271811153,-0.05943092999012146,-0.05523913326049726,-0.05726304086262933,-0.05477264166431235,-0.05598278104975112,-0.05074052011904919,-0.05222313113398367,-0.05552834395313176,-0.06321650662745525,-0.05323526539188085,-0.06229609439546886,-0.05750301542401678,-0.05523784500873862,-0.0547640513678109,-0.05073412279434812,-0.05552390421675376
2017-09-20 14:00:00,-0.06813398478396708,-0.06355526679161283,-0.06946187780738768,-0.06745842938433363,0.05984460834033246,-0.48194277728588364,-0.13834053797893228,-0.5128476322472223,-0.05600046968467769,-0.050753138217910304,-0.05224941828206232,-0.05556434107429878,-0.0599410557486218,-0.06226371352310061,-0.058644222846189274,-0.05948695162371999,-0.06233691562505485,-0.0575454803950026,-0.05525934312492775,-0.054776109997772084,-0.0507517909192233,-0.055555745922152754,-0.06225736376189792,-0.05948249791573029
2017-09-20 15:00:00,-0.06743029444197943,-0.0703240289685217,-0.06981399182184218,-0.06578710112176593,0.14523295647524673,0.050367291442439864,-0.2528814120540181,0.33197053731036585,-0.05995869311403754,-0.062275988229260185,-0.05867037351682314,-0.059522838124234825,-0.060292902388519774,-0.060240557429257865,-0.05917198380883788,-0.057727570436792316,-0.05530018760585164,-0.054818609678742185,-0.050773414189957206,-0.05556779221829398,-0.06227479260013429,-0.05951421869386592,-0.06023419931721195,-0.057723122938407825
2017-09-20 16:00:00,-0.06584699117250378,-0.05854462466065571,-0.06585270915921239,-0.05962957594388994,0.5488869658392524,-0.5986134772809957,0.004835554615378378,-0.8209577882035193,-0.06031053519664565,-0.060252892425739085,-0.059198123262147524,-0.05776350610204146,-0.06477894704723935,-0.06780540195405617,-0.07025496402442559,-0.06793198132097435,-0.05081427349360901,-0.05561028182217187,-0.06229609439546886,-0.05952620332090736,-0.06025167016760628,-0.05775489746199383,-0.06779907506690232,-0.06792749780687972
2017-09-20 17:00:00,-0.059513778094603134,-0.058720436665249905,-0.0586343718628618,-0.05338408612061515,0.5411243887360956,0.013907697693652871,0.10028628301152177,-0.08546902882407123,-0.06479652174991962,-0.0678175115171608,-0.07028086791392643,-0.06796763183076453,-0.06689002688663692,-0.06358316314951962,-0.06700043808810191,-0.07065902216071282,-0.06233691562505485,-0.05956864253932422,-0.060273028405186536,-0.057766909497524076,-0.06781638882835819,-0.06795896060685348,-0.06357681883451904,-0.07065452902173014
2017-09-20 18:00:00,-0.053444448894950064,-0.17827259978984986,-0.04190895617619658,-0.1601731656340764,-9.418262034614107,11.316381759727276,1.2552400966049533,14.117415257032224,-0.06690757424557807,-0.06359539853590421,-0.06702641115110215,-0.07069459646516484,-0.06442710040734138,-0.06349519984109117,-0.06779207953207385,-0.07321012488175735,-0.060313856319532164,-0.05780937110947917,-0.06783753602101979,-0.06797081367314874,-0.06359422027352196,-0.0706859085162558,-0.06348885516301045,-0.07320562273884713
2017-09-20 19:00:00,-0.16005353570626873,-0.1724708036382159,-0.160395322040677,-0.15894166059850082,0.09865749385614982,1.0201924851522697,-0.023799663903464736,1.415325601801861,-0.0644446796673115,-0.06350743784879409,-0.06781803576908775,-0.07324562789734462,-0.07049645494560769,-0.06472668615908173,-0.06541715520016192,-0.06344555929430822,-0.06787833894017717,-0.06801314540258206,-0.0636154852586963,-0.07069771909939342,-0.06350625842862892,-0.07323692430246972,-0.06472034656412297,-0.06344109161470683
2017-09-20 20:00:00,-0.15899800019328628,-0.15339520113965846,-0.1573143244141854,-0.15964537776168744,-0.056594048206922695,-0.30693672729288723,0.1957370114078561,-0.6221770424253625,-0.07051395559232786,-0.064738887468328,-0.06544316191513486,-0.06348133517417087,-0.06170028894811945,-0.0608563005882551,-0.05978770493192631,-0.06230196152280542,-0.06365630212865642,-0.07074001611884248,-0.06352752586781395,-0.07324869514329861,-0.06473772425712356,-0.06347269146557907,-0.06084994501777016,-0.06229749787944742
