Metric,Average,Std Dev,Min,Max
Train MAE H24,0.001006,0.000042,0.000947,0.001040
Train MAE H48,0.001138,0.000083,0.001023,0.001216
Train MAE H72,0.001119,0.000061,0.001044,0.001194
Train MAE H96,0.001373,0.000192,0.001142,0.001613
Train MAE H120,0.002039,0.000397,0.001640,0.002580
Train MAE H144,0.004730,0.000393,0.004176,0.005049
Train R2 H24,0.999840,0.000011,0.999824,0.999850
Train R2 H48,0.999817,0.000018,0.999795,0.999838
Train R2 H72,0.999818,0.000013,0.999806,0.999837
Train R2 H96,0.999734,0.000062,0.999656,0.999809
Train R2 H120,0.999448,0.000186,0.999205,0.999658
Train R2 H144,0.996831,0.000533,0.996410,0.997583
Train Uncertainty H24,0.000601,0.000084,0.000485,0.000683
Train Uncertainty H48,0.000638,0.000107,0.000488,0.000731
Train Uncertainty H72,0.000719,0.000139,0.000523,0.000834
Train Uncertainty H96,0.000803,0.000146,0.000610,0.000965
Train Uncertainty H120,0.000862,0.000162,0.000639,0.001017
Train Uncertainty H144,0.000990,0.000159,0.000780,0.001163
Train SNR H24,2096.559082,319.907532,1804.748535,2541.874023
Train SNR H48,1996.968872,378.887695,1687.242310,2530.495605
Train SNR H72,1793.842896,400.950409,1478.861450,2359.661865
Train SNR H96,1592.707031,313.162476,1278.178955,2019.989868
Train SNR H120,1490.140503,314.714996,1213.538452,1930.412964
Train SNR H144,1282.234497,220.170151,1061.228882,1582.683960
Validation MAE H24,0.000866,0.000123,0.000773,0.001040
Validation MAE H48,0.000989,0.000141,0.000858,0.001184
Validation MAE H72,0.000918,0.000074,0.000840,0.001017
Validation MAE H96,0.001129,0.000103,0.001019,0.001267
Validation MAE H120,0.001353,0.000129,0.001171,0.001448
Validation MAE H144,0.004479,0.000043,0.004445,0.004539
Validation R2 H24,0.998285,0.000453,0.997645,0.998614
Validation R2 H48,0.997883,0.000604,0.997044,0.998444
Validation R2 H72,0.998152,0.000321,0.997726,0.998502
Validation R2 H96,0.997236,0.000387,0.996729,0.997670
Validation R2 H120,0.996014,0.000664,0.995452,0.996948
Validation R2 H144,0.958664,0.000415,0.958079,0.958996
Validation Uncertainty H24,0.000530,0.000076,0.000424,0.000596
Validation Uncertainty H48,0.000574,0.000099,0.000436,0.000664
Validation Uncertainty H72,0.000627,0.000119,0.000459,0.000713
Validation Uncertainty H96,0.000684,0.000121,0.000517,0.000801
Validation Uncertainty H120,0.000704,0.000133,0.000516,0.000808
Validation Uncertainty H144,0.000802,0.000135,0.000617,0.000932
Validation SNR H24,2307.512451,363.895508,2006.347168,2819.487549
Validation SNR H48,2155.095947,420.518219,1801.233032,2745.958740
Validation SNR H72,1989.083496,434.412201,1676.086426,2603.398193
Validation SNR H96,1811.668823,357.864594,1491.338013,2311.159668
Validation SNR H120,1770.973267,385.040894,1479.484375,2315.039795
Validation SNR H144,1536.883789,286.070312,1281.651611,1936.339478
Test MAE H24,0.000663,0.000152,0.000527,0.000876
Test MAE H48,0.000774,0.000290,0.000561,0.001185
Test MAE H72,0.000768,0.000122,0.000601,0.000890
Test MAE H96,0.000880,0.000083,0.000767,0.000961
Test MAE H120,0.001107,0.000293,0.000827,0.001512
Test MAE H144,0.003382,0.000426,0.002920,0.003948
Test R2 H24,0.995788,0.001664,0.993474,0.997319
Test R2 H48,0.994685,0.003320,0.989991,0.997120
Test R2 H72,0.994958,0.001324,0.993635,0.996767
Test R2 H96,0.993556,0.000941,0.992676,0.994860
Test R2 H120,0.988959,0.005078,0.981977,0.993906
Test R2 H144,0.900237,0.022404,0.869832,0.923155
Test Uncertainty H24,0.000423,0.000064,0.000332,0.000474
Test Uncertainty H48,0.000444,0.000083,0.000327,0.000516
Test Uncertainty H72,0.000485,0.000107,0.000334,0.000564
Test Uncertainty H96,0.000530,0.000109,0.000378,0.000629
Test Uncertainty H120,0.000556,0.000120,0.000387,0.000644
Test Uncertainty H144,0.000646,0.000110,0.000491,0.000739
Test SNR H24,2728.669922,464.975464,2368.692383,3385.224854
Test SNR H48,2636.290039,565.372192,2178.668457,3432.908447
Test SNR H72,2456.037354,642.070679,1991.507202,3363.980713
Test SNR H96,2227.968994,527.217041,1783.987549,2968.705322
Test SNR H120,2135.613525,542.516968,1744.185669,2902.795166
Test SNR H144,1797.288452,345.490631,1518.960693,2284.225098
