DATE_TIME,OPEN,HIGH,LOW,CLOSE,buy_entry_label,sell_entry_label,buy_exit_label,sell_exit_label,bars_to_friday
2017-10-06 13:00:00,1.16907,1.1739,1.16842,1.17241,1,0,1,0,1877
2017-10-06 17:00:00,1.1724,1.17376,1.1724,1.17336,0,0,0,0,1876
2017-10-08 21:00:00,1.17319,1.17444,1.17308,1.1737,0,0,0,0,1875
2017-10-09 01:00:00,1.1737,1.17478,1.17319,1.17358,0,0,0,0,1874
2017-10-09 05:00:00,1.17358,1.17414,1.17198,1.17357,0,0,0,0,1873
2017-10-09 09:00:00,1.17358,1.17481,1.17337,1.17389,0,0,0,0,1872
2017-10-09 13:00:00,1.1739,1.17562,1.17253,1.17498,0,0,0,0,1871
2017-10-09 17:00:00,1.17496,1.17562,1.17392,1.17412,1,0,1,0,1870
2017-10-09 21:00:00,1.17412,1.1749,1.17396,1.17489,1,0,1,0,1869
2017-10-10 01:00:00,1.17487,1.17823,1.1748,1.17706,1,0,1,0,1868
2017-10-10 05:00:00,1.17706,1.1789,1.17625,1.17786,1,0,1,0,1867
2017-10-10 09:00:00,1.17786,1.18072,1.17737,1.17872,1,0,1,0,1866
2017-10-10 13:00:00,1.17873,1.18181,1.17824,1.18027,1,0,1,0,1865
2017-10-10 17:00:00,1.1803,1.18259,1.17962,1.18085,0,0,0,0,1864
2017-10-10 21:00:00,1.18089,1.18278,1.18072,1.18196,0,0,0,0,1863
2017-10-11 01:00:00,1.18197,1.18244,1.17955,1.18139,0,0,1,0,1862
2017-10-11 05:00:00,1.1814,1.1845,1.18127,1.18275,0,0,0,0,1861
2017-10-11 09:00:00,1.18274,1.18469,1.18015,1.18443,1,0,1,0,1860
2017-10-11 13:00:00,1.18442,1.18586,1.18371,1.18458,1,0,1,0,1859
2017-10-11 17:00:00,1.18459,1.18694,1.18403,1.18601,0,0,1,0,1858
2017-10-11 21:00:00,1.18601,1.18716,1.18579,1.18644,0,0,0,0,1857
2017-10-12 01:00:00,1.18643,1.18785,1.18631,1.18762,0,1,0,1,1856
2017-10-12 05:00:00,1.18763,1.18799,1.18562,1.18624,0,1,0,1,1855
2017-10-12 09:00:00,1.18625,1.18662,1.18407,1.18475,0,0,0,1,1854
2017-10-12 13:00:00,1.18475,1.18521,1.1829,1.18353,0,0,0,0,1853
2017-10-12 17:00:00,1.18354,1.18509,1.18272,1.18303,0,0,1,0,1852
2017-10-12 21:00:00,1.18303,1.18447,1.18254,1.18445,0,0,0,1,1851
2017-10-13 01:00:00,1.18444,1.18516,1.18378,1.18457,0,0,0,1,1850
2017-10-13 05:00:00,1.18457,1.18517,1.18154,1.18313,0,0,0,0,1849
2017-10-13 09:00:00,1.18313,1.18743,1.18055,1.18569,0,0,0,0,1848
2017-10-13 13:00:00,1.18567,1.1875,1.18274,1.18274,0,1,0,1,1847
2017-10-13 17:00:00,1.18274,1.18313,1.18109,1.18223,0,1,0,1,1846
2017-10-15 21:00:00,1.1815,1.18194,1.18059,1.18128,0,1,0,1,1845
2017-10-16 01:00:00,1.18129,1.18159,1.17983,1.18094,0,1,0,1,1844
2017-10-16 05:00:00,1.18094,1.181,1.17808,1.17899,1,0,1,0,1843
2017-10-16 09:00:00,1.179,1.18168,1.17845,1.18071,0,0,0,0,1842
2017-10-16 13:00:00,1.18069,1.18199,1.17952,1.18106,0,1,0,1,1841
2017-10-16 17:00:00,1.18108,1.18112,1.17862,1.17964,0,1,0,1,1840
2017-10-16 21:00:00,1.17964,1.18008,1.17845,1.17864,0,1,0,1,1839
2017-10-17 01:00:00,1.17865,1.17872,1.17752,1.17778,0,1,0,1,1838
2017-10-17 05:00:00,1.17777,1.17806,1.17551,1.17652,0,1,0,1,1837
2017-10-17 09:00:00,1.17652,1.17699,1.17515,1.17515,0,0,0,0,1836
2017-10-17 13:00:00,1.17513,1.17576,1.17362,1.17459,1,0,1,0,1835
2017-10-17 17:00:00,1.1746,1.17751,1.17446,1.17666,0,0,0,0,1834
2017-10-17 21:00:00,1.17666,1.17809,1.17646,1.1773,0,1,0,1,1833
2017-10-18 01:00:00,1.1773,1.17753,1.17626,1.17641,0,0,0,1,1832
2017-10-18 05:00:00,1.17639,1.1771,1.17442,1.17457,0,0,0,0,1831
2017-10-18 09:00:00,1.17458,1.17701,1.17304,1.1765,1,0,1,0,1830
2017-10-18 13:00:00,1.1765,1.17942,1.17601,1.1787,1,0,1,0,1829
2017-10-18 17:00:00,1.17871,1.18056,1.17837,1.17878,1,0,1,0,1828
2017-10-18 21:00:00,1.1788,1.1817,1.1788,1.18113,0,0,0,0,1827
2017-10-19 01:00:00,1.18113,1.18145,1.17951,1.18026,0,0,0,0,1826
2017-10-19 05:00:00,1.18027,1.18227,1.17682,1.18066,1,0,1,0,1825
2017-10-19 09:00:00,1.18065,1.18424,1.18007,1.18304,1,0,1,0,1824
2017-10-19 13:00:00,1.18303,1.18581,1.18271,1.18352,0,0,1,0,1823
2017-10-19 17:00:00,1.18356,1.18581,1.18264,1.18536,0,1,0,1,1822
2017-10-19 21:00:00,1.18535,1.18541,1.18436,1.185,0,1,0,1,1821
2017-10-20 01:00:00,1.185,1.18582,1.18076,1.18152,0,0,0,0,1820
2017-10-20 05:00:00,1.18152,1.18265,1.17908,1.18039,0,0,0,0,1819
2017-10-20 09:00:00,1.18035,1.18207,1.17961,1.18013,0,1,0,1,1818
2017-10-20 13:00:00,1.18013,1.18052,1.17627,1.17838,0,1,0,1,1817
2017-10-20 17:00:00,1.17838,1.1789,1.17665,1.17825,0,1,0,1,1816
2017-10-22 21:00:00,1.17657,1.17747,1.17517,1.17605,0,0,0,0,1815
2017-10-23 01:00:00,1.17604,1.17736,1.17557,1.177,0,1,0,1,1814
2017-10-23 05:00:00,1.177,1.17775,1.17403,1.17463,0,0,0,0,1813
2017-10-23 09:00:00,1.17463,1.17533,1.17334,1.17358,0,0,0,0,1812
2017-10-23 13:00:00,1.17357,1.17637,1.17342,1.17447,0,0,0,0,1811
2017-10-23 17:00:00,1.17446,1.17543,1.17252,1.17496,1,0,1,0,1810
2017-10-23 21:00:00,1.17492,1.1761,1.17473,1.176,0,0,0,0,1809
2017-10-24 01:00:00,1.17598,1.17702,1.17573,1.17619,0,0,0,0,1808
2017-10-24 05:00:00,1.17619,1.1766,1.17429,1.1764,0,0,0,0,1807
2017-10-24 09:00:00,1.17643,1.177,1.17514,1.17611,1,0,1,0,1806
2017-10-24 13:00:00,1.17612,1.17771,1.17543,1.17639,0,0,0,0,1805
2017-10-24 17:00:00,1.1764,1.1793,1.17565,1.17617,1,0,1,0,1804
2017-10-24 21:00:00,1.17618,1.17702,1.17533,1.17586,1,0,1,0,1803
2017-10-25 01:00:00,1.17588,1.17645,1.17538,1.17576,1,0,1,0,1802
2017-10-25 05:00:00,1.17577,1.17751,1.17556,1.17679,1,0,1,0,1801
2017-10-25 09:00:00,1.17679,1.17861,1.17599,1.17768,1,0,1,0,1800
2017-10-25 13:00:00,1.17769,1.18173,1.17769,1.18131,0,0,0,0,1799
2017-10-25 17:00:00,1.18133,1.18179,1.18002,1.18134,0,0,0,0,1798
2017-10-25 21:00:00,1.18135,1.18234,1.18127,1.18179,0,0,0,0,1797
2017-10-26 01:00:00,1.18179,1.18329,1.18176,1.18262,0,0,0,0,1796
2017-10-26 05:00:00,1.18262,1.18369,1.18129,1.1814,0,1,0,1,1795
2017-10-26 09:00:00,1.1814,1.1817,1.17385,1.17699,0,0,0,0,1794
2017-10-26 13:00:00,1.177,1.17858,1.16793,1.16823,0,1,0,1,1793
2017-10-26 17:00:00,1.16823,1.16826,1.16409,1.16512,0,1,0,1,1792
2017-10-26 21:00:00,1.16511,1.16576,1.16287,1.16309,0,0,0,0,1791
2017-10-27 01:00:00,1.1631,1.16395,1.16248,1.16354,0,1,0,1,1790
2017-10-27 05:00:00,1.16355,1.16441,1.16159,1.16274,0,0,0,0,1789
2017-10-27 09:00:00,1.16273,1.16389,1.1588,1.15992,0,0,0,0,1788
2017-10-27 13:00:00,1.15991,1.16241,1.15744,1.15901,1,0,1,0,1787
2017-10-27 17:00:00,1.15902,1.16112,1.1585,1.16108,0,0,0,0,1786
2017-10-29 21:00:00,1.16138,1.16164,1.15942,1.16059,1,0,1,0,1785
2017-10-30 01:00:00,1.1606,1.16175,1.16008,1.16175,0,0,0,0,1784
2017-10-30 05:00:00,1.16173,1.16356,1.16017,1.16342,0,1,0,1,1783
2017-10-30 09:00:00,1.16337,1.16422,1.16099,1.16146,0,0,0,0,1782
2017-10-30 13:00:00,1.16145,1.1646,1.16038,1.16394,0,0,0,0,1781
2017-10-30 17:00:00,1.16393,1.1658,1.16281,1.16512,0,1,0,1,1780
2017-10-30 21:00:00,1.16511,1.16532,1.16399,1.16475,0,1,0,1,1779
2017-10-31 01:00:00,1.16474,1.16474,1.16256,1.16259,1,0,1,0,1778
2017-10-31 05:00:00,1.16259,1.16504,1.16254,1.16414,0,0,0,0,1777
2017-10-31 09:00:00,1.16416,1.16435,1.16252,1.1636,1,0,1,0,1776
2017-10-31 13:00:00,1.1636,1.16614,1.16267,1.16586,0,1,0,1,1775
2017-10-31 17:00:00,1.16587,1.16587,1.16441,1.16463,0,0,0,1,1774
2017-10-31 21:00:00,1.16459,1.1655,1.16396,1.16401,0,0,0,0,1773
2017-11-01 01:00:00,1.164,1.16412,1.16292,1.16311,0,0,0,0,1772
2017-11-01 05:00:00,1.16311,1.16573,1.16258,1.16402,0,1,0,1,1771
2017-11-01 09:00:00,1.16402,1.16457,1.16144,1.16178,0,0,0,0,1770
2017-11-01 13:00:00,1.16186,1.16434,1.16066,1.16257,0,0,0,0,1769
2017-11-01 17:00:00,1.16258,1.16415,1.16107,1.16197,1,0,1,0,1768
2017-11-01 21:00:00,1.16197,1.16389,1.16135,1.16348,1,0,1,0,1767
2017-11-02 01:00:00,1.16345,1.16719,1.16332,1.16579,0,1,0,1,1766
2017-11-02 05:00:00,1.16578,1.1663,1.16262,1.16328,1,0,1,0,1765
2017-11-02 09:00:00,1.1633,1.16676,1.16321,1.16524,0,0,0,0,1764
2017-11-02 13:00:00,1.16521,1.16875,1.16353,1.16631,0,0,0,1,1763
2017-11-02 17:00:00,1.1663,1.16647,1.16481,1.16588,0,0,0,0,1762
2017-11-02 21:00:00,1.16588,1.1665,1.16546,1.16575,0,0,0,0,1761
2017-11-03 01:00:00,1.16575,1.16664,1.16566,1.16623,0,0,0,1,1760
2017-11-03 05:00:00,1.16622,1.16681,1.16422,1.16475,0,0,0,0,1759
2017-11-03 09:00:00,1.16476,1.16906,1.16392,1.16546,0,1,0,1,1758
2017-11-03 13:00:00,1.16543,1.16589,1.16003,1.16046,0,0,0,0,1757
2017-11-03 17:00:00,1.16047,1.16144,1.15993,1.16103,0,0,0,0,1756
2017-11-05 22:00:00,1.1617,1.16187,1.15967,1.16105,0,0,0,0,1755
2017-11-06 02:00:00,1.16105,1.16243,1.16064,1.16124,0,1,0,1,1754
2017-11-06 06:00:00,1.16125,1.16168,1.15883,1.16028,0,0,0,0,1753
2017-11-06 10:00:00,1.16028,1.16143,1.15838,1.15856,1,0,1,0,1752
2017-11-06 14:00:00,1.15856,1.16139,1.15804,1.16118,0,1,0,1,1751
2017-11-06 18:00:00,1.16118,1.16163,1.16034,1.161,0,1,0,1,1750
2017-11-06 22:00:00,1.16108,1.16161,1.16027,1.16047,0,0,0,0,1749
2017-11-07 02:00:00,1.16049,1.16154,1.16022,1.16058,0,1,0,1,1748
2017-11-07 06:00:00,1.16059,1.16095,1.15661,1.15674,0,0,0,0,1747
2017-11-07 10:00:00,1.15674,1.15785,1.15542,1.15629,1,0,1,0,1746
2017-11-07 14:00:00,1.15627,1.15906,1.15602,1.15827,1,0,1,0,1745
2017-11-07 18:00:00,1.15827,1.15928,1.15744,1.15871,1,0,1,0,1744
2017-11-07 22:00:00,1.15871,1.16064,1.15871,1.15963,0,0,0,0,1743
2017-11-08 02:00:00,1.15962,1.16007,1.15938,1.15962,0,0,0,0,1742
2017-11-08 06:00:00,1.15963,1.16113,1.15853,1.15923,0,0,0,0,1741
2017-11-08 10:00:00,1.15922,1.16068,1.15837,1.15912,0,0,0,0,1740
2017-11-08 14:00:00,1.15912,1.16041,1.15794,1.15937,1,0,1,0,1739
2017-11-08 18:00:00,1.15939,1.1599,1.15893,1.15959,0,0,0,0,1738
2017-11-08 22:00:00,1.15962,1.1597,1.15859,1.15943,1,0,1,0,1737
2017-11-09 02:00:00,1.15941,1.1605,1.15912,1.16034,0,0,0,0,1736
2017-11-09 06:00:00,1.16029,1.16158,1.15899,1.16024,1,0,1,0,1735
2017-11-09 10:00:00,1.16024,1.16448,1.15992,1.16045,1,0,1,0,1734
2017-11-09 14:00:00,1.16042,1.1655,1.16006,1.16404,0,0,0,0,1733
2017-11-09 18:00:00,1.16406,1.16502,1.16378,1.1642,0,0,0,0,1732
2017-11-09 22:00:00,1.16423,1.16547,1.16393,1.16461,0,0,0,0,1731
2017-11-10 02:00:00,1.16461,1.16499,1.16416,1.16461,0,0,0,0,1730
2017-11-10 06:00:00,1.16461,1.16621,1.16229,1.16604,0,0,0,0,1729
2017-11-10 10:00:00,1.16601,1.16601,1.16385,1.16484,0,0,1,0,1728
2017-11-10 14:00:00,1.16483,1.16781,1.16482,1.16594,0,0,0,0,1727
2017-11-10 18:00:00,1.16593,1.16691,1.16581,1.16667,0,1,0,1,1726
2017-11-12 22:00:00,1.16587,1.16669,1.16451,1.16503,0,0,0,0,1725
2017-11-13 02:00:00,1.16504,1.16603,1.16492,1.16584,0,0,0,1,1724
2017-11-13 06:00:00,1.16584,1.16586,1.16376,1.16415,1,0,1,0,1723
2017-11-13 10:00:00,1.16416,1.16753,1.16384,1.16702,0,0,0,0,1722
2017-11-13 14:00:00,1.16703,1.16744,1.16552,1.16628,1,0,1,0,1721
2017-11-13 18:00:00,1.16627,1.16714,1.16622,1.16675,1,0,1,0,1720
2017-11-13 22:00:00,1.16675,1.16762,1.16617,1.16704,1,0,1,0,1719
2017-11-14 02:00:00,1.16704,1.16766,1.1667,1.16742,0,0,0,0,1718
2017-11-14 06:00:00,1.16741,1.17201,1.16648,1.17185,1,0,1,0,1717
2017-11-14 10:00:00,1.17181,1.17642,1.1713,1.17519,1,0,1,0,1716
2017-11-14 14:00:00,1.17521,1.17859,1.17447,1.17818,1,0,1,0,1715
2017-11-14 18:00:00,1.17816,1.18053,1.17813,1.17982,0,0,0,0,1714
2017-11-14 22:00:00,1.17983,1.18028,1.17861,1.17896,1,0,1,0,1713
2017-11-15 02:00:00,1.17896,1.17994,1.17863,1.17868,1,0,1,0,1712
2017-11-15 06:00:00,1.17868,1.18531,1.17849,1.18398,0,0,0,0,1711
2017-11-15 10:00:00,1.18397,1.18605,1.18285,1.18447,0,1,0,1,1710
2017-11-15 14:00:00,1.18449,1.1845,1.17901,1.17977,0,1,0,1,1709
2017-11-15 18:00:00,1.17977,1.18036,1.17889,1.17919,0,1,0,1,1708
2017-11-15 22:00:00,1.17923,1.17925,1.17689,1.17879,0,0,0,0,1707
2017-11-16 02:00:00,1.17877,1.17877,1.17759,1.17794,0,0,0,0,1706
2017-11-16 06:00:00,1.17794,1.1801,1.17715,1.17764,0,0,0,0,1705
2017-11-16 10:00:00,1.17764,1.17797,1.17572,1.17755,0,0,0,0,1704
2017-11-16 14:00:00,1.17755,1.17853,1.17608,1.17735,0,0,0,0,1703
2017-11-16 18:00:00,1.17732,1.17776,1.17595,1.17705,1,0,1,0,1702
2017-11-16 22:00:00,1.17705,1.18166,1.17656,1.18131,0,1,0,1,1701
2017-11-17 02:00:00,1.1813,1.1822,1.18028,1.18036,0,0,0,0,1700
2017-11-17 06:00:00,1.18037,1.18161,1.17841,1.17939,0,0,0,0,1699
2017-11-17 10:00:00,1.17938,1.18127,1.1774,1.17875,0,0,0,0,1698
2017-11-17 14:00:00,1.17876,1.18029,1.17766,1.18017,0,1,0,1,1697
2017-11-17 18:00:00,1.18017,1.18062,1.17863,1.17926,0,1,0,1,1696
2017-11-19 22:00:00,1.17897,1.17979,1.17228,1.17452,0,0,0,0,1695
2017-11-20 02:00:00,1.1745,1.17461,1.17254,1.17338,1,0,1,0,1694
2017-11-20 06:00:00,1.17335,1.18087,1.17323,1.17946,0,1,0,1,1693
2017-11-20 10:00:00,1.17947,1.17966,1.17667,1.17711,0,1,0,1,1692
2017-11-20 14:00:00,1.1771,1.17755,1.1732,1.1747,0,0,0,1,1691
2017-11-20 18:00:00,1.17472,1.17509,1.17281,1.17333,0,0,0,0,1690
2017-11-20 22:00:00,1.17333,1.17448,1.1731,1.17335,0,0,0,0,1689
2017-11-21 02:00:00,1.17338,1.17435,1.17305,1.17419,0,0,0,0,1688
2017-11-21 06:00:00,1.17417,1.1758,1.17141,1.1729,0,0,0,0,1687
2017-11-21 10:00:00,1.17289,1.17468,1.1713,1.17223,1,0,1,0,1686
2017-11-21 14:00:00,1.17223,1.17483,1.17184,1.1743,0,0,0,0,1685
2017-11-21 18:00:00,1.1743,1.1752,1.17353,1.17384,1,0,1,0,1684
2017-11-21 22:00:00,1.17382,1.17479,1.17331,1.1739,1,0,1,0,1683
2017-11-22 02:00:00,1.17391,1.17453,1.17349,1.17445,1,0,1,0,1682
2017-11-22 06:00:00,1.17443,1.17733,1.17421,1.17568,0,0,0,0,1681
2017-11-22 10:00:00,1.17566,1.17566,1.17362,1.1751,1,0,1,0,1680
2017-11-22 14:00:00,1.17508,1.17986,1.17503,1.17953,1,0,1,0,1679
2017-11-22 18:00:00,1.17954,1.18272,1.17929,1.18225,1,0,1,0,1678
2017-11-22 22:00:00,1.18224,1.18247,1.18135,1.18231,1,0,1,0,1677
2017-11-23 02:00:00,1.1823,1.18382,1.18173,1.18297,1,0,1,0,1676
2017-11-23 06:00:00,1.18298,1.18469,1.18239,1.18429,1,0,1,0,1675
2017-11-23 10:00:00,1.18428,1.18561,1.18384,1.18496,0,0,0,0,1674
2017-11-23 14:00:00,1.18496,1.18549,1.18401,1.18498,0,0,0,0,1673
2017-11-23 18:00:00,1.18497,1.18541,1.18457,1.18515,0,0,0,0,1672
2017-11-23 22:00:00,1.18513,1.1855,1.1837,1.18486,0,0,0,0,1671
2017-11-24 02:00:00,1.18485,1.18591,1.18439,1.18521,0,0,0,0,1670
2017-11-24 06:00:00,1.18521,1.18749,1.18372,1.18686,0,0,0,0,1669
2017-11-24 10:00:00,1.18685,1.18989,1.18556,1.18966,1,0,1,0,1668
2017-11-24 14:00:00,1.18968,1.19445,1.18956,1.19279,0,0,0,0,1667
2017-11-24 18:00:00,1.19278,1.19394,1.19231,1.19346,0,0,0,1,1666
2017-11-26 22:00:00,1.19272,1.19363,1.19121,1.19209,1,0,1,0,1665
2017-11-27 02:00:00,1.19209,1.19292,1.19145,1.19285,0,0,0,0,1664
2017-11-27 06:00:00,1.19286,1.1957,1.19175,1.19306,1,0,1,0,1663
2017-11-27 10:00:00,1.19306,1.19614,1.19266,1.19591,0,1,0,1,1662
2017-11-27 14:00:00,1.19591,1.19592,1.1898,1.19025,0,0,0,0,1661
2017-11-27 18:00:00,1.19026,1.19063,1.18958,1.18988,0,0,0,0,1660
2017-11-27 22:00:00,1.18986,1.19089,1.18914,1.18997,0,0,0,0,1659
2017-11-28 02:00:00,1.18998,1.1909,1.1898,1.19021,0,0,0,0,1658
2017-11-28 06:00:00,1.19023,1.19202,1.18856,1.1892,0,1,0,1,1657
2017-11-28 10:00:00,1.18918,1.19006,1.18751,1.18942,0,1,0,1,1656
2017-11-28 14:00:00,1.18943,1.18993,1.18643,1.18699,0,1,0,1,1655
2017-11-28 18:00:00,1.18699,1.18706,1.18273,1.18422,1,0,1,0,1654
2017-11-28 22:00:00,1.18422,1.18531,1.184,1.1842,1,0,1,0,1653
2017-11-29 02:00:00,1.1842,1.18566,1.18418,1.18516,0,0,1,0,1652
2017-11-29 06:00:00,1.18514,1.18831,1.18509,1.18668,0,1,0,1,1651
2017-11-29 10:00:00,1.18669,1.18677,1.18172,1.18376,1,0,1,0,1650
2017-11-29 14:00:00,1.18375,1.1866,1.18287,1.18515,0,0,1,0,1649
2017-11-29 18:00:00,1.18515,1.18653,1.18464,1.18478,0,0,1,0,1648
2017-11-29 22:00:00,1.18474,1.18687,1.18468,1.18611,0,0,0,0,1647
2017-11-30 02:00:00,1.18611,1.18711,1.1859,1.18647,0,0,0,0,1646
2017-11-30 06:00:00,1.18647,1.18762,1.18255,1.18326,0,0,0,0,1645
2017-11-30 10:00:00,1.18325,1.18638,1.18093,1.1859,1,0,1,0,1644
2017-11-30 14:00:00,1.18592,1.19317,1.18592,1.18918,1,0,1,0,1643
2017-11-30 18:00:00,1.18916,1.19149,1.18894,1.19048,0,0,0,0,1642
2017-11-30 22:00:00,1.19044,1.19161,1.18875,1.19096,0,0,1,0,1641
2017-12-01 02:00:00,1.19096,1.19297,1.19006,1.19277,0,0,0,0,1640
2017-12-01 06:00:00,1.19274,1.19407,1.19009,1.19028,0,1,0,1,1639
2017-12-01 10:00:00,1.19027,1.19114,1.18634,1.18694,0,0,0,0,1638
2017-12-01 14:00:00,1.18692,1.19349,1.18511,1.19065,0,1,0,1,1637
