DATE_TIME,ATR,RSI,MACD,MACD_Histogram,MACD_Signal,ADX,DI_plus,DI_minus,Stochastic_K,Stochastic_D,BB_Width,CCI,WilliamsR,ROC,ATR_ratio,BB_position,rolling_std_24,price_minus_ema,hod_sin,hod_cos,dow_sin,dow_cos,direction_long_label,direction_short_label,bars_to_friday
2005-07-04 05:00:00,0.00459870961784314,24.980540699850156,-0.004559691260646925,-0.0019884712405314384,-0.002571220020115487,25.783867149000574,12.871469722500752,32.61290500993974,11.153421548453776,11.277048697266716,0.02433264769810206,-155.1651004396911,-89.21389396709266,-1.4007408877422731,0.28556923770627923,0.024466053034487067,0.005658439294148586,-0.010708181934171446,0.9659258262890683,0.25881904510252074,0.0,1.0,0.0,0.0,27.0
2005-07-04 09:00:00,0.004576282425532592,22.613308994234334,-0.004998288593240696,-0.0019416548585001678,-0.0030566337347405284,27.89950708173132,11.929783436550782,34.99679738961719,8.924793634335755,10.36696413846242,0.02709450601136565,-150.0744497696708,-93.51812366737754,-1.6788809663480122,0.28696873966365016,0.013849782148655936,0.0062439677491808575,-0.012093260712771281,0.7071067811865476,-0.7071067811865475,0.0,1.0,0.0,0.0,26.0
2005-07-04 13:00:00,0.004385890024463342,22.432822752716884,-0.005300115123412885,-0.0017947851109378849,-0.0035053300124750003,29.787586952086563,11.48672186842212,33.6970473972227,7.646541385524934,9.241585522771489,0.029449751849547567,-130.1173704754404,-94.32835820895498,-1.5668949998345376,0.2994261125279103,0.07101506102524083,0.006813212009800606,-0.01173606652241621,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0.0,0.0,25.0
2005-07-04 17:00:00,0.004140588560369778,23.19720531442549,-0.005458638870716737,-0.001562647086593389,-0.0038959917841233475,31.478539439445893,11.233331966668503,32.95371160245237,6.254442075337543,7.608592365066078,0.03129888298326211,-110.70441840381663,-93.39019189765483,-1.3814421029079036,0.3171650553666021,0.1262007175701259,0.007301862113052191,-0.010754247867289735,-0.9659258262890683,-0.25881904510252063,0.0,1.0,1.0,0.0,24.0
2005-07-04 21:00:00,0.00402449374951071,28.41171738576161,-0.005400175836602017,-0.001203347241982935,-0.004196828594619082,32.2403036047432,13.311957334530586,31.31578113968142,8.625136044724101,7.508706501862193,0.031830054728195556,-89.78589517304768,-86.40604175921787,-1.126849385543462,0.326314334606598,0.2066923044989289,0.007624262885096116,-0.009016841371239925,-0.7071067811865477,0.7071067811865474,0.0,1.0,0.0,0.0,24.0
2005-07-05 01:00:00,0.00386612474612305,27.416058284428107,-0.0053526600595992235,-0.0009246651719841126,-0.004427994887615111,32.70760366884924,13.610163610088662,30.12190656710879,10.196818996869814,8.358799038977153,0.032520623856253206,-78.52370981297192,-89.61330935251785,-1.387106123970007,0.3396812276471232,0.2142736239909755,0.00787125780906523,-0.008065494061540779,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0.0,0.0,22.0
2005-07-05 05:00:00,0.004116756338522469,34.53180853750656,-0.0050821259316387035,-0.0005233048352188737,-0.00455882109641983,33.868637309926434,11.814883229555438,32.431657440753405,16.760286768251685,11.860747269948533,0.03229581867672504,-69.95096454936007,-73.69978858350922,-0.23582933315493187,0.3190011484797602,0.30201771430528745,0.008092710143566512,-0.0072485212032840085,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0.0,0.0,21.0
2005-07-05 09:00:00,0.004251060383522495,31.71088788641375,-0.004957438213930132,-0.0003188936940082413,-0.004638544519921891,34.91980970027439,10.579895690764031,29.04163724135876,18.43051774225475,15.129207835792082,0.03193141625421392,-68.939964642087,-81.39534883720867,-0.3697012278764653,0.3089229231112028,0.26978784963758723,0.008277777585269947,-0.007269706173687718,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,1.0,0.0,20.0
2005-07-05 13:00:00,0.004268236105544229,30.248737336206116,-0.004883025463999546,-0.00019558475526212406,-0.004687440708737422,35.873507943449,9.74678057076882,26.754750129956175,19.760394644115944,18.317066384874124,0.031474484650266366,-64.63697350798418,-85.62367864693428,-0.27400474271206926,0.3076797926652073,0.26301438822964945,0.008356020652157398,-0.006816929679793082,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,1.0,0.0,19.0
2005-07-05 17:00:00,0.004163712026310662,32.94573039285141,-0.004704462477997051,-1.361741540770265e-05,-0.0046908450625893485,36.740413221819225,9.244555673206277,25.376151161223184,17.56664735696407,18.585853247778257,0.030348982454109663,-55.062549333843215,-80.28103044496484,-0.09982049088194545,0.31540365704965206,0.309614704257822,0.008353281631170524,-0.005737975305409648,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,1.0,0.0,18.0
2005-07-05 21:00:00,0.004028578768445035,37.11593836407066,-0.004408044611721396,0.00022624036069436235,-0.004634284972415758,37.27320456006686,9.582547681077779,24.27325234712562,30.64305000126316,22.656697334114387,0.02824529582071733,-42.90040556881422,-42.1661409043114,-0.015095352308756058,0.3259834486261995,0.37141221592956075,0.00822491577665084,-0.004478537280977024,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0.0,0.0,18.0
2005-07-06 01:00:00,0.0039009264518833496,36.62158585154244,-0.0041463150058165255,0.000390375973279386,-0.0045366909790959115,37.76702554539796,9.161060408517377,23.262719325847563,46.208363240995375,31.472686866407532,0.025084237201872472,-40.579981096602914,-38.9277389277376,0.16554482735439427,0.33665079723970925,0.381419555394012,0.008015524820254161,-0.004230654298498893,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.0,0.0,16.0
2005-07-06 05:00:00,0.0038971544924252598,37.75478835214137,-0.003867679958388992,0.0005352088165655354,-0.004402888774954527,36.81528608733254,12.747939389950501,21.560571852184815,62.05888385630585,46.303432366188126,0.021714421383029592,-20.74710549364539,-32.72946859903344,0.20927535257432897,0.3369766332211131,0.41609262950823295,0.00769447254263262,-0.002889401954619064,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0.0,0.0,15.0
