Metric,Average,Std Dev,Min,Max
Train MAE H1,0.000836,0.000001,0.000835,0.000837
Train MAE H2,0.001159,0.000007,0.001151,0.001167
Train MAE H3,0.001370,0.000019,0.001348,0.001393
Train MAE H4,0.001502,0.000036,0.001466,0.001551
Train MAE H5,0.001590,0.000051,0.001536,0.001658
Train MAE H6,0.001630,0.000059,0.001560,0.001704
Train R2 H1,0.999855,0.000000,0.999854,0.999855
Train R2 H2,0.999740,0.000003,0.999736,0.999743
Train R2 H3,0.999655,0.000011,0.999642,0.999669
Train R2 H4,0.999605,0.000021,0.999575,0.999624
Train R2 H5,0.999573,0.000027,0.999537,0.999601
Train R2 H6,0.999566,0.000031,0.999525,0.999600
Train Uncertainty H1,0.000152,0.000009,0.000140,0.000162
Train Uncertainty H2,0.000264,0.000007,0.000257,0.000273
Train Uncertainty H3,0.000337,0.000016,0.000323,0.000360
Train Uncertainty H4,0.000404,0.000012,0.000389,0.000420
Train Uncertainty H5,0.000455,0.000022,0.000427,0.000482
Train Uncertainty H6,0.000484,0.000004,0.000478,0.000488
Train SNR H1,8134.572266,496.565826,7624.857910,8807.771484
Train SNR H2,4678.207031,115.151787,4520.080566,4790.988770
Train SNR H3,3663.480469,167.698578,3429.992676,3816.235840
Train SNR H4,3054.360596,94.411163,2938.608887,3169.867676
Train SNR H5,2717.404297,133.958130,2557.263916,2885.129883
Train SNR H6,2549.991943,21.728054,2525.575195,2578.356689
Validation MAE H1,0.000749,0.000002,0.000747,0.000751
Validation MAE H2,0.001024,0.000006,0.001015,0.001031
Validation MAE H3,0.001182,0.000021,0.001155,0.001208
Validation MAE H4,0.001289,0.000039,0.001248,0.001342
Validation MAE H5,0.001355,0.000051,0.001298,0.001423
Validation MAE H6,0.001380,0.000062,0.001307,0.001458
Validation R2 H1,0.998429,0.000003,0.998424,0.998432
Validation R2 H2,0.997251,0.000023,0.997220,0.997276
Validation R2 H3,0.996471,0.000144,0.996310,0.996659
Validation R2 H4,0.995928,0.000254,0.995584,0.996189
Validation R2 H5,0.995618,0.000329,0.995189,0.995986
Validation R2 H6,0.995534,0.000393,0.995035,0.995997
Validation Uncertainty H1,0.000162,0.000017,0.000139,0.000175
Validation Uncertainty H2,0.000268,0.000019,0.000251,0.000296
Validation Uncertainty H3,0.000314,0.000015,0.000302,0.000335
Validation Uncertainty H4,0.000376,0.000017,0.000358,0.000399
Validation Uncertainty H5,0.000420,0.000003,0.000416,0.000423
Validation Uncertainty H6,0.000442,0.000022,0.000422,0.000472
Validation SNR H1,7446.980469,821.052246,6840.625488,8607.736328
Validation SNR H2,4473.748047,309.466400,4042.227539,4752.728027
Validation SNR H3,3812.039062,171.678680,3571.322998,3959.821777
Validation SNR H4,3183.393311,141.597427,2997.786133,3341.291016
Validation SNR H5,2845.689453,19.009420,2825.074707,2870.940430
Validation SNR H6,2710.794922,129.536896,2531.127197,2831.601807
Test MAE H1,0.000533,0.000002,0.000531,0.000535
Test MAE H2,0.000730,0.000009,0.000719,0.000740
Test MAE H3,0.000857,0.000009,0.000850,0.000870
Test MAE H4,0.000934,0.000015,0.000923,0.000955
Test MAE H5,0.000985,0.000024,0.000961,0.001017
Test MAE H6,0.001004,0.000034,0.000967,0.001050
Test R2 H1,0.996427,0.000007,0.996419,0.996436
Test R2 H2,0.993695,0.000100,0.993601,0.993834
Test R2 H3,0.991948,0.000258,0.991621,0.992251
Test R2 H4,0.990962,0.000459,0.990315,0.991325
Test R2 H5,0.990487,0.000588,0.989687,0.991085
Test R2 H6,0.990441,0.000722,0.989471,0.991200
Test Uncertainty H1,0.000159,0.000013,0.000143,0.000174
Test Uncertainty H2,0.000230,0.000017,0.000212,0.000252
Test Uncertainty H3,0.000268,0.000022,0.000251,0.000300
Test Uncertainty H4,0.000313,0.000007,0.000308,0.000323
Test Uncertainty H5,0.000338,0.000008,0.000330,0.000350
Test Uncertainty H6,0.000355,0.000002,0.000353,0.000359
Test SNR H1,7093.855957,581.103638,6441.725586,7853.010742
Test SNR H2,4916.349609,351.807831,4452.488770,5304.093750
Test SNR H3,4213.808594,329.699188,3749.313232,4481.205078
Test SNR H4,3587.380859,75.613495,3481.010254,3650.055664
Test SNR H5,3322.853271,79.928329,3212.788330,3400.181396
Test SNR H6,3160.758545,20.138119,3132.720703,3179.104736
