Metric,Average,Std Dev,Min,Max
Train MAE H24,0.002184,0.000045,0.002132,0.002241
Train MAE H48,0.002311,0.000013,0.002299,0.002328
Train MAE H72,0.002436,0.000054,0.002381,0.002510
Train MAE H96,0.002270,0.000148,0.002109,0.002466
Train MAE H120,0.002218,0.000006,0.002211,0.002224
Train MAE H144,0.004757,0.000014,0.004739,0.004773
Train R2 H24,0.999256,0.000022,0.999227,0.999281
Train R2 H48,0.999152,0.000007,0.999142,0.999159
Train R2 H72,0.999088,0.000029,0.999052,0.999124
Train R2 H96,0.999219,0.000075,0.999126,0.999310
Train R2 H120,0.999267,0.000009,0.999257,0.999280
Train R2 H144,0.997140,0.000024,0.997112,0.997170
Train Uncertainty H24,0.001541,0.000174,0.001312,0.001733
Train Uncertainty H48,0.001717,0.000128,0.001621,0.001898
Train Uncertainty H72,0.001858,0.000122,0.001691,0.001980
Train Uncertainty H96,0.002024,0.000127,0.001900,0.002198
Train Uncertainty H120,0.002253,0.000106,0.002149,0.002398
Train Uncertainty H144,0.002589,0.000031,0.002548,0.002622
Train SNR H24,879.472961,103.408714,771.823486,1019.022522
Train SNR H48,783.326477,55.680771,704.641785,825.325867
Train SNR H72,723.363831,48.940430,676.054932,790.769287
Train SNR H96,663.269226,40.034569,608.662537,703.523743
Train SNR H120,594.942444,27.056238,558.129761,622.386475
Train SNR H144,516.391418,6.164194,509.680115,524.565247
Validation MAE H24,0.001623,0.000012,0.001610,0.001639
Validation MAE H48,0.001739,0.000034,0.001695,0.001779
Validation MAE H72,0.001868,0.000029,0.001827,0.001894
Validation MAE H96,0.001820,0.000100,0.001711,0.001953
Validation MAE H120,0.002021,0.000072,0.001924,0.002094
Validation MAE H144,0.006233,0.000005,0.006227,0.006240
Validation R2 H24,0.999317,0.000012,0.999303,0.999332
Validation R2 H48,0.999210,0.000036,0.999163,0.999249
Validation R2 H72,0.999070,0.000013,0.999059,0.999088
Validation R2 H96,0.999092,0.000107,0.998998,0.999241
Validation R2 H120,0.998776,0.000204,0.998488,0.998936
Validation R2 H144,0.989437,0.000423,0.989080,0.990031
Validation Uncertainty H24,0.001302,0.000180,0.001059,0.001488
Validation Uncertainty H48,0.001330,0.000138,0.001231,0.001525
Validation Uncertainty H72,0.001399,0.000123,0.001251,0.001553
Validation Uncertainty H96,0.001583,0.000125,0.001471,0.001757
Validation Uncertainty H120,0.001753,0.000037,0.001701,0.001781
Validation Uncertainty H144,0.001982,0.000113,0.001838,0.002113
Validation SNR H24,996.317566,147.507690,853.828735,1199.510742
Validation SNR H48,964.520996,93.618744,832.127991,1031.589111
Validation SNR H72,913.955566,80.149651,816.859436,1013.151489
Validation SNR H96,804.765625,60.380184,720.977234,860.917297
Validation SNR H120,722.416748,15.247816,711.289368,743.976685
Validation SNR H144,640.715332,36.828239,598.490784,688.233948
Test MAE H24,0.001632,0.000077,0.001554,0.001737
Test MAE H48,0.001810,0.000061,0.001748,0.001893
Test MAE H72,0.001860,0.000059,0.001787,0.001931
Test MAE H96,0.001901,0.000132,0.001754,0.002073
Test MAE H120,0.001997,0.000169,0.001842,0.002231
Test MAE H144,0.006491,0.000393,0.005957,0.006890
Test R2 H24,0.997723,0.000165,0.997491,0.997861
Test R2 H48,0.997133,0.000166,0.996908,0.997306
Test R2 H72,0.996792,0.000257,0.996467,0.997097
Test R2 H96,0.996418,0.000467,0.995874,0.997014
Test R2 H120,0.995586,0.001020,0.994164,0.996509
Test R2 H144,0.959630,0.004098,0.956426,0.965415
Test Uncertainty H24,0.001244,0.000163,0.001014,0.001379
Test Uncertainty H48,0.001414,0.000093,0.001347,0.001546
Test Uncertainty H72,0.001369,0.000103,0.001238,0.001489
Test Uncertainty H96,0.001510,0.000138,0.001376,0.001699
Test Uncertainty H120,0.001626,0.000032,0.001587,0.001666
Test Uncertainty H144,0.001997,0.000244,0.001819,0.002341
Test SNR H24,959.200745,138.338165,848.438354,1154.242065
Test SNR H48,831.877258,52.534485,757.589233,869.902954
Test SNR H72,861.562195,65.408409,787.977234,946.896729
Test SNR H96,782.901611,67.986740,690.297974,851.602539
Test SNR H120,721.888855,14.418549,703.811829,739.097900
Test SNR H144,595.273865,67.249298,500.190948,644.585938
