DATE_TIME,OPEN,LOW,HIGH,CLOSE,BC-BO,BH-BL,BH-BO,BO-BL
2005-05-11 00:00:00,1.28775,1.28745,1.28805,1.28785,9.9999999999989e-05,0.0005999999999999,0.0002999999999999,0.0002999999999999
2005-05-11 01:00:00,1.28775,1.28745,1.28885,1.28875,0.0010000000000001,0.0014,0.0011000000000001,0.0002999999999999
2005-05-11 02:00:00,1.28885,1.28665,1.28945,1.28715,-0.0017,0.0027999999999999,0.0005999999999999,0.0021999999999999
2005-05-11 03:00:00,1.28725,1.28655,1.28735,1.28705,-0.0001999999999999,0.0007999999999999,9.9999999999989e-05,0.0006999999999999
2005-05-11 04:00:00,1.28695,1.28615,1.28705,1.28665,-0.0002999999999999,0.0009000000000001,9.9999999999989e-05,0.0008000000000001
2005-05-11 05:00:00,1.28665,1.2863,1.28736,1.28676,0.0001099999999998,0.00106,0.0007099999999999,0.00035
2005-05-11 06:00:00,1.28686,1.28646,1.28885,1.28845,0.0015900000000002,0.0023900000000001,0.0019900000000001,0.0003999999999999
2005-05-11 07:00:00,1.28835,1.288,1.28905,1.28895,0.0005999999999999,0.0010499999999999,0.0006999999999999,0.00035
2005-05-11 08:00:00,1.28895,1.2858,1.29115,1.2885,-0.00045,0.0053499999999999,0.0021999999999999,0.0031499999999999
2005-05-11 09:00:00,1.2885,1.28765,1.28975,1.2882,-0.0002999999999999,0.0020999999999999,0.0012499999999999,0.00085
2005-05-11 10:00:00,1.2882,1.288,1.289,1.28855,0.00035,0.0009999999999998,0.0007999999999999,0.0001999999999999
2005-05-11 11:00:00,1.28855,1.28795,1.28885,1.28805,-0.0005000000000001,0.0009000000000001,0.0002999999999999,0.0006000000000001
2005-05-11 12:00:00,1.28805,1.2795,1.28845,1.2804,-0.0076499999999999,0.00895,0.0004000000000001,0.0085499999999998
2005-05-11 13:00:00,1.2805,1.2784,1.28095,1.2799,-0.0005999999999999,0.00255,0.00045,0.0020999999999999
2005-05-11 14:00:00,1.2799,1.27766,1.28173,1.28163,0.00173,0.00407,0.0018299999999999,0.00224
2005-05-11 15:00:00,1.28163,1.28008,1.28243,1.28028,-0.0013499999999999,0.0023499999999998,0.0007999999999999,0.0015499999999999
2005-05-11 16:00:00,1.28028,1.28018,1.28343,1.28088,0.0005999999999999,0.0032499999999999,0.0031499999999999,9.9999999999989e-05
2005-05-11 17:00:00,1.28088,1.28028,1.2815,1.2812,0.0003199999999998,0.0012199999999999,0.00062,0.0005999999999999
