DATE_TIME,day_of_week,day_of_month,hour_of_day,dow_sin,dow_cos,dom_sin,dom_cos,hod_sin,hod_cos
2010-04-22 23:00:00,0.7390821102676775,0.7123411808790376,1.7235261914023157,0.10580290666156425,-1.0720084921022253,-1.3632231732288453,-0.31937948316055814,-0.37794461010036406,1.4026630927086288
2010-04-23 00:00:00,1.4631888974852199,0.826613226903503,-1.6540785607377013,-1.6049573879321906,-1.0720084921022255,-1.406108371295767,-0.033313001789206306,-0.014058830878063892,1.4511600249574943
2010-04-23 01:00:00,1.4631888974852199,0.826613226903503,-1.5072261802098745,-1.6049573879321906,-1.0720084921022255,-1.406108371295767,-0.033313001789206306,0.34982694834423517,1.4026630927086294
2010-04-23 02:00:00,1.4631888974852199,0.826613226903503,-1.3603737996820475,-1.6049573879321906,-1.0720084921022255,-1.406108371295767,-0.033313001789206306,0.6889145130622176,1.2604772817498247
2010-04-23 03:00:00,1.4631888974852199,0.826613226903503,-1.2135214191542207,-1.6049573879321906,-1.0720084921022255,-1.406108371295767,-0.033313001789206306,0.9800956061090487,1.0342923201247605
2010-04-23 04:00:00,1.4631888974852199,0.826613226903503,-1.066669038626394,-1.6049573879321906,-1.0720084921022255,-1.406108371295767,-0.033313001789206306,1.203526717193095,0.7395223391798622
2010-04-23 05:00:00,1.4631888974852199,0.826613226903503,-0.9198166580985672,-1.6049573879321906,-1.0720084921022255,-1.406108371295767,-0.033313001789206306,1.3439813853313483,0.3962554259860987
2010-04-23 06:00:00,1.4631888974852199,0.826613226903503,-0.7729642775707404,-1.6049573879321906,-1.0720084921022255,-1.406108371295767,-0.033313001789206306,1.3918878570024993,0.02788465340222997
2010-04-23 07:00:00,1.4631888974852199,0.826613226903503,-0.6261118970429135,-1.6049573879321906,-1.0720084921022255,-1.406108371295767,-0.033313001789206306,1.3439813853313483,-0.3404861191816388
2010-04-23 08:00:00,1.4631888974852199,0.826613226903503,-0.4792595165150867,-1.6049573879321906,-1.0720084921022255,-1.406108371295767,-0.033313001789206306,1.2035267171930952,-0.683753032375402
2010-04-23 09:00:00,1.4631888974852199,0.826613226903503,-0.3324071359872599,-1.6049573879321906,-1.0720084921022255,-1.406108371295767,-0.033313001789206306,0.9800956061090489,-0.9785230133203003
2010-04-23 10:00:00,1.4631888974852199,0.826613226903503,-0.18555475545943306,-1.6049573879321906,-1.0720084921022255,-1.406108371295767,-0.033313001789206306,0.6889145130622176,-1.2047079749453649
2010-04-23 11:00:00,1.4631888974852199,0.826613226903503,-0.03870237493160624,-1.6049573879321906,-1.0720084921022255,-1.406108371295767,-0.033313001789206306,0.3498269483442356,-1.3468937859041692
2010-04-23 12:00:00,1.4631888974852199,0.826613226903503,0.10815000559622058,-1.6049573879321906,-1.0720084921022255,-1.406108371295767,-0.033313001789206306,-0.014058830878063719,-1.3953907181530343
2010-04-23 13:00:00,1.4631888974852199,0.826613226903503,0.2550023861240474,-1.6049573879321906,-1.0720084921022255,-1.406108371295767,-0.033313001789206306,-0.37794461010036307,-1.3468937859041696
2010-04-23 14:00:00,1.4631888974852199,0.826613226903503,0.4018547666518742,-1.6049573879321906,-1.0720084921022255,-1.406108371295767,-0.033313001789206306,-0.7170321748183451,-1.2047079749453649
2010-04-23 15:00:00,1.4631888974852199,0.826613226903503,0.548707147179701,-1.6049573879321906,-1.0720084921022255,-1.406108371295767,-0.033313001789206306,-1.0082132678651758,-0.978523013320301
2010-04-23 16:00:00,1.4631888974852199,0.826613226903503,0.6955595277075278,-1.6049573879321906,-1.0720084921022255,-1.406108371295767,-0.033313001789206306,-1.2316443789492224,-0.6837530323754029
2010-04-23 17:00:00,1.4631888974852199,0.826613226903503,0.8424119082353547,-1.6049573879321906,-1.0720084921022255,-1.406108371295767,-0.033313001789206306,-1.3720990470874759,-0.3404861191816388
2010-04-23 18:00:00,1.4631888974852199,0.826613226903503,0.9892642887631815,-1.6049573879321906,-1.0720084921022255,-1.406108371295767,-0.033313001789206306,-1.4200055187586271,0.02788465340222962
2010-04-23 19:00:00,1.4631888974852199,0.826613226903503,1.1361166692910083,-1.6049573879321906,-1.0720084921022255,-1.406108371295767,-0.033313001789206306,-1.3720990470874759,0.39625542598609814
2010-04-23 20:00:00,1.4631888974852199,0.826613226903503,1.282969049818835,-1.6049573879321906,-1.0720084921022255,-1.406108371295767,-0.033313001789206306,-1.2316443789492226,0.7395223391798622
2010-04-26 00:00:00,-1.433238251384949,1.1694293649768992,-1.6540785607377013,-0.7495772406353133,1.397788103410886,-1.1960559352718327,0.7957125700067571,-0.014058830878063892,1.4511600249574943
2010-04-26 01:00:00,-1.433238251384949,1.1694293649768992,-1.5072261802098745,-0.7495772406353133,1.397788103410886,-1.1960559352718327,0.7957125700067571,0.34982694834423517,1.4026630927086294
2010-04-26 02:00:00,-1.433238251384949,1.1694293649768992,-1.3603737996820475,-0.7495772406353133,1.397788103410886,-1.1960559352718327,0.7957125700067571,0.6889145130622176,1.2604772817498247
2010-04-26 03:00:00,-1.433238251384949,1.1694293649768992,-1.2135214191542207,-0.7495772406353133,1.397788103410886,-1.1960559352718327,0.7957125700067571,0.9800956061090487,1.0342923201247605
2010-04-26 04:00:00,-1.433238251384949,1.1694293649768992,-1.066669038626394,-0.7495772406353133,1.397788103410886,-1.1960559352718327,0.7957125700067571,1.203526717193095,0.7395223391798622
2010-04-26 05:00:00,-1.433238251384949,1.1694293649768992,-0.9198166580985672,-0.7495772406353133,1.397788103410886,-1.1960559352718327,0.7957125700067571,1.3439813853313483,0.3962554259860987
