Metric,Average,Std Dev,Max,Min
Training MAE,0.005377033570160468,8.563491036653896e-05,0.0054919724352657795,0.00528652174398303
Training R²,0.9975341751900489,3.579132610667862e-05,0.9975679313557521,0.99748463337357
Validation MAE,0.00485270144417882,0.0011912832374920866,0.006262112408876419,0.0033486811444163322
Validation R²,0.9938654954148903,0.002337473740951484,0.9966570595449298,0.990936399123965
