Metric,Average,Std Dev,Max,Min
Training MAE,0.0018313105479549326,0.0,0.0018313105479549326,0.0018313105479549326
Training R²,0.9996987134033225,0.0,0.9996987134033225,0.9996987134033225
Validation MAE,0.11905545139042689,0.0,0.11905545139042689,0.11905545139042689
Validation R²,-2.5010342995135866,0.0,-2.5010342995135866,-2.5010342995135866
