Metric,Average,Std Dev,Min,Max
Train MAE H1,0.000937,0.000154,0.000720,0.001065
Train MAE H2,0.001046,0.000288,0.000704,0.001408
Train MAE H3,0.000903,0.000225,0.000662,0.001203
Train MAE H4,0.000998,0.000174,0.000784,0.001210
Train MAE H5,0.001026,0.000242,0.000683,0.001200
Train MAE H6,0.001159,0.000373,0.000642,0.001513
Train R2 H1,0.999821,0.000055,0.999773,0.999898
Train R2 H2,0.999771,0.000120,0.999615,0.999907
Train R2 H3,0.999835,0.000083,0.999724,0.999921
Train R2 H4,0.999806,0.000071,0.999714,0.999888
Train R2 H5,0.999795,0.000084,0.999734,0.999915
Train R2 H6,0.999727,0.000142,0.999572,0.999915
Train Uncertainty H1,0.000343,0.000094,0.000215,0.000438
Train Uncertainty H2,0.000628,0.000088,0.000544,0.000750
Train Uncertainty H3,0.000743,0.000098,0.000610,0.000842
Train Uncertainty H4,0.000798,0.000163,0.000569,0.000929
Train Uncertainty H5,0.000990,0.000161,0.000787,0.001181
Train Uncertainty H6,0.001210,0.000278,0.000830,0.001487
Train SNR H1,4269.991699,1385.568726,3054.368164,6208.741699
Train SNR H2,2168.627930,283.172150,1783.215210,2455.528076
Train SNR H3,1832.837280,259.103577,1587.379028,2191.181885
Train SNR H4,1759.341797,417.699890,1439.168823,2349.343018
Train SNR H5,1388.094238,234.200974,1132.316650,1698.215088
Train SNR H6,1175.977905,311.639343,898.964172,1611.345337
Validation MAE H1,0.000635,0.000083,0.000518,0.000706
Validation MAE H2,0.000704,0.000184,0.000496,0.000943
Validation MAE H3,0.000610,0.000129,0.000479,0.000786
Validation MAE H4,0.000695,0.000095,0.000575,0.000806
Validation MAE H5,0.000746,0.000136,0.000554,0.000853
Validation MAE H6,0.000837,0.000267,0.000482,0.001125
Validation R2 H1,0.999885,0.000032,0.999855,0.999928
Validation R2 H2,0.999844,0.000081,0.999736,0.999931
Validation R2 H3,0.999895,0.000047,0.999830,0.999941
Validation R2 H4,0.999866,0.000042,0.999812,0.999915
Validation R2 H5,0.999853,0.000050,0.999811,0.999923
Validation R2 H6,0.999801,0.000109,0.999667,0.999934
Validation Uncertainty H1,0.000272,0.000065,0.000180,0.000321
Validation Uncertainty H2,0.000468,0.000057,0.000424,0.000548
Validation Uncertainty H3,0.000575,0.000102,0.000432,0.000658
Validation Uncertainty H4,0.000587,0.000136,0.000397,0.000706
Validation Uncertainty H5,0.000732,0.000126,0.000554,0.000840
Validation Uncertainty H6,0.000879,0.000199,0.000606,0.001072
Validation SNR H1,5016.863770,1439.815918,3953.409424,7052.387207
Validation SNR H2,2754.942139,310.001923,2317.308594,2996.330566
Validation SNR H3,2289.322021,460.371277,1930.297974,2939.194336
Validation SNR H4,2307.726318,630.356995,1798.361450,3195.998047
Validation SNR H5,1796.893677,351.370453,1512.365356,2291.967285
Validation SNR H6,1535.032349,400.766205,1184.243652,2095.953369
Test MAE H1,0.000602,0.000086,0.000481,0.000675
Test MAE H2,0.000679,0.000163,0.000492,0.000889
Test MAE H3,0.000598,0.000098,0.000522,0.000737
Test MAE H4,0.000664,0.000093,0.000559,0.000785
Test MAE H5,0.000707,0.000124,0.000532,0.000801
Test MAE H6,0.000806,0.000253,0.000468,0.001078
Test R2 H1,0.999645,0.000099,0.999559,0.999784
Test R2 H2,0.999547,0.000213,0.999268,0.999785
Test R2 H3,0.999683,0.000121,0.999512,0.999783
Test R2 H4,0.999600,0.000134,0.999420,0.999742
Test R2 H5,0.999569,0.000143,0.999465,0.999771
Test R2 H6,0.999385,0.000331,0.998983,0.999794
Test Uncertainty H1,0.000242,0.000053,0.000169,0.000291
Test Uncertainty H2,0.000435,0.000055,0.000387,0.000513
Test Uncertainty H3,0.000525,0.000083,0.000408,0.000589
Test Uncertainty H4,0.000543,0.000126,0.000365,0.000639
Test Uncertainty H5,0.000663,0.000097,0.000531,0.000759
Test Uncertainty H6,0.000766,0.000168,0.000539,0.000938
Test SNR H1,5112.160645,1287.203369,4019.953369,6919.474121
Test SNR H2,2728.748779,321.143463,2281.027832,3018.632812
Test SNR H3,2293.259521,406.918854,1983.838379,2868.170410
Test SNR H4,2302.052002,638.901550,1829.360352,3205.267334
Test SNR H5,1805.131470,286.685547,1539.708862,2203.259521
Test SNR H6,1612.796875,401.011505,1246.942627,2170.995117
