Metric,Average,Std Dev,Max,Min
Training MAE,0.01267991711695989,0.008612487576139796,0.024844475090503693,0.006068430840969086
Training R²,0.9876852626065045,0.012964648892879908,0.9971609268081125,0.9693539753773216
Validation MAE,0.015098336463173231,0.012182264873831375,0.03225592523813248,0.005168902687728405
Validation R²,0.9440030553872353,0.06876359767269935,0.994942531550785,0.8467940263034115
