Metric,Average,Std Dev,Max,Min
Training MAE,0.005497747644161184,0.0019115310583863808,0.008143249899148941,0.0036934211384505033
Training R²,0.9988142295188155,0.0006012240753593692,0.99935797733413,0.9979762643480274
Validation MAE,0.004920754581689835,0.0003116255620116875,0.005221937783062458,0.004491537343710661
Validation R²,0.9931939224890503,0.002748964506427968,0.9957367905167338,0.9893758091801774
