Metric,Average,Std Dev,Max,Min
Training MAE,0.005822031293064356,0.000231370861203135,0.006137358956038952,0.0055887033231556416
Training R²,0.9973203936354147,0.00013219687941224933,0.9974187269268443,0.9971335246105012
Validation MAE,0.004754804074764252,0.0008307707630634074,0.005915334913879633,0.0040159630589187145
Validation R²,0.9943499236274267,0.001547485631066491,0.9956166010517588,0.9921710384440888
