Metric,Average,Std Dev,Max,Min
Training MAE,0.005536911388238271,0.0002992231547275934,0.0059579783119261265,0.005289926193654537
Training R²,0.9974938856681413,0.00019412911081953096,0.9976446201527468,0.9972198012804675
Validation MAE,0.022633025733133156,0.008853831414463505,0.0351092591881752,0.015476652421057224
Validation R²,0.8864989366505945,0.07701040201071979,0.9489634613385302,0.7780038734681138
