Metric,Average,Std Dev,Max,Min
Training MAE,0.06596722950537999,0.021698944057114283,0.09594431519508362,0.04529564082622528
Training R²,0.8873820002466036,0.0719484942310144,0.9509658762595549,0.7867954638581133
Validation MAE,0.06665815288821857,0.024507910135062438,0.10121018439531326,0.047021135687828064
Validation R²,0.36071856171670746,0.4651505913849206,0.7188420712182692,-0.2962116612921554
