Metric,Average,Std Dev,Max,Min
Training MAE,0.005692208496232827,0.0011675276601230602,0.006925130262970924,0.00412463815882802
Training R²,0.9987906411291428,0.0003653730056420046,0.9992556671235396,0.9983630402843494
Validation MAE,0.0037218747505297265,0.0007591136851198365,0.0047543286345899105,0.0029508741572499275
Validation R²,0.9951433664063636,0.00398395536995846,0.9982353889845834,0.9895184584690698
