Metric,Average,Std Dev,Max,Min
Training MAE,0.047750139298538365,0.04154779122736869,0.10475030541419983,0.006898366846144199
Training R²,0.9031444955780429,0.11762619015115117,0.99774188374107,0.7373452465241481
Validation MAE,0.045736708057423435,0.04186630208222949,0.10324115306138992,0.004773425869643688
Validation R²,0.31879972627435565,0.8525784911018607,0.9939811281840695,-0.883911013242037
