Metric,Average,Std Dev,Min,Max
Train MAE H1,0.000666,0.000238,0.000400,0.000978
Train MAE H2,0.000642,0.000111,0.000490,0.000755
Train MAE H3,0.000657,0.000145,0.000461,0.000806
Train MAE H4,0.000788,0.000188,0.000614,0.001049
Train MAE H5,0.001124,0.000386,0.000724,0.001646
Train MAE H6,0.001068,0.000379,0.000661,0.001574
Train R2 H1,0.999898,0.000067,0.999806,0.999965
Train R2 H2,0.999914,0.000030,0.999882,0.999954
Train R2 H3,0.999907,0.000036,0.999872,0.999956
Train R2 H4,0.999873,0.000059,0.999791,0.999927
Train R2 H5,0.999737,0.000178,0.999490,0.999904
Train R2 H6,0.999762,0.000161,0.999541,0.999921
Train Uncertainty H1,0.000405,0.000088,0.000312,0.000524
Train Uncertainty H2,0.000617,0.000036,0.000583,0.000666
Train Uncertainty H3,0.000753,0.000087,0.000630,0.000818
Train Uncertainty H4,0.000800,0.000106,0.000700,0.000947
Train Uncertainty H5,0.001043,0.000153,0.000837,0.001204
Train Uncertainty H6,0.001112,0.000224,0.000882,0.001415
Train SNR H1,3453.674561,707.688110,2552.232422,4280.939453
Train SNR H2,2173.774170,121.509499,2006.891479,2292.704834
Train SNR H3,1800.831421,227.848129,1634.373047,2122.997559
Train SNR H4,1697.947632,210.475052,1410.910278,1909.707275
Train SNR H5,1312.532104,207.361938,1110.286011,1597.559570
Train SNR H6,1249.160156,234.808243,944.706116,1516.205200
Validation MAE H1,0.000449,0.000140,0.000303,0.000637
Validation MAE H2,0.000434,0.000078,0.000326,0.000510
Validation MAE H3,0.000450,0.000096,0.000327,0.000561
Validation MAE H4,0.000564,0.000114,0.000439,0.000716
Validation MAE H5,0.000790,0.000251,0.000504,0.001114
Validation MAE H6,0.000759,0.000252,0.000472,0.001086
Validation R2 H1,0.999936,0.000039,0.999882,0.999970
Validation R2 H2,0.999942,0.000021,0.999922,0.999971
Validation R2 H3,0.999939,0.000022,0.999916,0.999968
Validation R2 H4,0.999906,0.000034,0.999862,0.999946
Validation R2 H5,0.999817,0.000117,0.999657,0.999932
Validation R2 H6,0.999831,0.000107,0.999686,0.999940
Validation Uncertainty H1,0.000294,0.000065,0.000218,0.000376
Validation Uncertainty H2,0.000447,0.000017,0.000424,0.000466
Validation Uncertainty H3,0.000531,0.000076,0.000427,0.000605
Validation Uncertainty H4,0.000591,0.000080,0.000504,0.000697
Validation Uncertainty H5,0.000776,0.000119,0.000649,0.000935
Validation Uncertainty H6,0.000776,0.000135,0.000642,0.000961
Validation SNR H1,4542.759277,1002.351013,3374.903564,5822.493164
Validation SNR H2,2847.453125,111.650826,2728.615234,2996.911133
Validation SNR H3,2444.991699,381.927673,2101.599609,2977.748047
Validation SNR H4,2186.758545,285.718414,1822.383057,2520.192383
Validation SNR H5,1674.649292,245.800217,1358.128174,1957.358276
Validation SNR H6,1684.012817,272.116364,1321.719482,1977.536743
Test MAE H1,0.000431,0.000142,0.000275,0.000618
Test MAE H2,0.000429,0.000094,0.000305,0.000533
Test MAE H3,0.000421,0.000093,0.000299,0.000524
Test MAE H4,0.000514,0.000121,0.000385,0.000677
Test MAE H5,0.000730,0.000237,0.000475,0.001045
Test MAE H6,0.000690,0.000245,0.000411,0.001006
Test R2 H1,0.999803,0.000124,0.999633,0.999926
Test R2 H2,0.999827,0.000065,0.999758,0.999914
Test R2 H3,0.999820,0.000074,0.999745,0.999920
Test R2 H4,0.999746,0.000121,0.999585,0.999877
Test R2 H5,0.999484,0.000337,0.999021,0.999813
Test R2 H6,0.999514,0.000324,0.999079,0.999855
Test Uncertainty H1,0.000287,0.000067,0.000197,0.000360
Test Uncertainty H2,0.000429,0.000024,0.000410,0.000463
Test Uncertainty H3,0.000505,0.000066,0.000414,0.000573
Test Uncertainty H4,0.000559,0.000088,0.000488,0.000683
Test Uncertainty H5,0.000722,0.000085,0.000618,0.000827
Test Uncertainty H6,0.000765,0.000148,0.000601,0.000959
Test SNR H1,4340.495605,1145.041260,3246.795898,5921.533203
Test SNR H2,2737.695312,150.465851,2525.271240,2854.722412
Test SNR H3,2361.473389,333.526093,2042.136597,2821.770264
Test SNR H4,2141.500488,306.075256,1711.090454,2396.498535
Test SNR H5,1643.100464,195.046265,1414.085449,1890.756958
Test SNR H6,1585.605835,297.083527,1219.202393,1946.850586
