Metric,Average,Std Dev,Max,Min
Training MAE,0.0054322889385124045,4.009720061411988e-05,0.005469443742185831,0.005376612767577171
Training R²,0.9974890372623086,1.7035874204916287e-05,0.9975127587708027,0.9974735297230439
Validation MAE,0.030468895410497982,0.002995364472139319,0.034555353224277496,0.027459250763058662
Validation R²,0.8029716649339077,0.03673473510567169,0.8434332088122428,0.7545219499748116
