Metric,Average,Std Dev,Max,Min
Training MAE,0.005338022795816262,2.3443852195357713e-05,0.0053711687214672565,0.005320792552083731
Training R²,0.9975797616401089,1.3387556899736327e-05,0.9975941427998398,0.9975619067879659
Validation MAE,0.018045836438735325,0.0015781849290430576,0.020177166908979416,0.016406521201133728
Validation R²,0.9224662395703193,0.013171757253931706,0.9359546089646008,0.904595927871957
