Metric,Average,Std Dev,Max,Min
Training MAE,0.007064610409239928,0.0019013030594899475,0.009734541177749634,0.005453905556350946
Training R²,0.9962462273460305,0.0015742151511664434,0.9974952280454096,0.994025723251685
Validation MAE,0.016068769618868828,0.003042612186579318,0.020309215411543846,0.01331593468785286
Validation R²,0.9474651266287052,0.022093986747565172,0.9661074226751304,0.9164284317740067
