Metric,Average,Std Dev,Max,Min
Training MAE,0.003952842205762863,0.00029121912755987727,0.004351834766566753,0.003664934542030096
Training R²,0.9993060818063845,6.173901640835405e-05,0.9993598463308512,0.9992196210987848
Validation MAE,0.00820194852227966,0.0029004853521985693,0.011231775395572186,0.00429238798096776
Validation R²,0.9806251433359073,0.010863652762083823,0.9959152595955434,0.9716809756734454
