Metric,Average,Std Dev,Max,Min
Training MAE,0.04525230824947357,0.017764646108337216,0.0578300915658474,0.020129311829805374
Training R²,0.9402608647304387,0.033700155814315666,0.9879200489425739,0.9163825587757585
Validation MAE,0.04868794356783231,0.015083725533722612,0.06893294304609299,0.03274451941251755
Validation R²,0.5376484095101614,0.2751254710709719,0.8043556759691372,0.15895529156302363
