Metric,Average,Std Dev,Max,Min
Training MAE,0.002008918560167763,0.0,0.002008918560167763,0.002008918560167763
Training R²,0.9996545516391168,0.0,0.9996545516391168,0.9996545516391168
Validation MAE,0.1468713201058342,0.0,0.1468713201058342,0.1468713201058342
Validation R²,-2.722155392114979,0.0,-2.722155392114979,-2.722155392114979
