Metric,Average,Std Dev,Min,Max
Train MAE H1,0.001039,0.000031,0.000995,0.001063
Train MAE H2,0.001307,0.000095,0.001173,0.001378
Train MAE H3,0.001325,0.000145,0.001122,0.001451
Train MAE H4,0.001304,0.000183,0.001049,0.001469
Train MAE H5,0.001157,0.000203,0.000879,0.001360
Train MAE H6,0.001079,0.000181,0.000829,0.001253
Train R2 H1,0.999799,0.000013,0.999790,0.999818
Train R2 H2,0.999700,0.000047,0.999666,0.999767
Train R2 H3,0.999703,0.000067,0.999644,0.999797
Train R2 H4,0.999710,0.000078,0.999641,0.999820
Train R2 H5,0.999773,0.000075,0.999697,0.999874
Train R2 H6,0.999802,0.000062,0.999741,0.999887
Train Uncertainty H1,0.000264,0.000002,0.000261,0.000267
Train Uncertainty H2,0.000380,0.000009,0.000373,0.000394
Train Uncertainty H3,0.000477,0.000016,0.000462,0.000498
Train Uncertainty H4,0.000540,0.000020,0.000520,0.000567
Train Uncertainty H5,0.000576,0.000024,0.000544,0.000601
Train Uncertainty H6,0.000600,0.000022,0.000569,0.000617
Train SNR H1,5072.541504,46.111916,5014.868164,5127.737305
Train SNR H2,3517.992432,85.914330,3396.543457,3581.799561
Train SNR H3,2806.812744,90.260536,2682.554199,2894.246338
Train SNR H4,2476.608398,88.762115,2356.703125,2568.734131
Train SNR H5,2323.717285,98.741905,2223.842773,2458.175293
Train SNR H6,2229.736572,83.532501,2166.213379,2347.754150
Validation MAE H1,0.000703,0.000014,0.000683,0.000716
Validation MAE H2,0.000885,0.000056,0.000807,0.000933
Validation MAE H3,0.000895,0.000086,0.000774,0.000970
Validation MAE H4,0.000892,0.000113,0.000736,0.000999
Validation MAE H5,0.000811,0.000129,0.000635,0.000940
Validation MAE H6,0.000798,0.000103,0.000655,0.000896
Validation R2 H1,0.999866,0.000006,0.999861,0.999875
Validation R2 H2,0.999795,0.000029,0.999772,0.999835
Validation R2 H3,0.999799,0.000040,0.999766,0.999856
Validation R2 H4,0.999805,0.000048,0.999763,0.999872
Validation R2 H5,0.999839,0.000047,0.999792,0.999904
Validation R2 H6,0.999842,0.000035,0.999814,0.999891
Validation Uncertainty H1,0.000223,0.000003,0.000219,0.000227
Validation Uncertainty H2,0.000305,0.000007,0.000296,0.000311
Validation Uncertainty H3,0.000358,0.000020,0.000339,0.000385
Validation Uncertainty H4,0.000413,0.000028,0.000374,0.000435
Validation Uncertainty H5,0.000423,0.000022,0.000394,0.000447
Validation Uncertainty H6,0.000470,0.000032,0.000425,0.000497
Validation SNR H1,5700.511230,87.011520,5589.641602,5802.178711
Validation SNR H2,4160.976074,92.340675,4084.416260,4290.875488
Validation SNR H3,3562.649658,190.007767,3302.239746,3750.251465
Validation SNR H4,3089.975830,217.644745,2921.479736,3397.294922
Validation SNR H5,3011.246338,160.011703,2840.185791,3225.070557
Validation SNR H6,2716.540039,194.259415,2554.544922,2989.691895
Test MAE H1,0.000685,0.000009,0.000672,0.000694
Test MAE H2,0.000899,0.000091,0.000775,0.000991
Test MAE H3,0.000859,0.000066,0.000765,0.000907
Test MAE H4,0.000880,0.000102,0.000737,0.000968
Test MAE H5,0.000777,0.000110,0.000633,0.000902
Test MAE H6,0.000797,0.000054,0.000735,0.000867
Test R2 H1,0.999583,0.000009,0.999571,0.999591
Test R2 H2,0.999338,0.000128,0.999211,0.999513
Test R2 H3,0.999386,0.000110,0.999304,0.999541
Test R2 H4,0.999380,0.000142,0.999251,0.999578
Test R2 H5,0.999516,0.000132,0.999365,0.999686
Test R2 H6,0.999497,0.000068,0.999411,0.999578
Test Uncertainty H1,0.000279,0.000023,0.000261,0.000311
Test Uncertainty H2,0.000384,0.000035,0.000339,0.000425
Test Uncertainty H3,0.000390,0.000017,0.000367,0.000405
Test Uncertainty H4,0.000459,0.000060,0.000374,0.000503
Test Uncertainty H5,0.000465,0.000038,0.000424,0.000515
Test Uncertainty H6,0.000540,0.000055,0.000466,0.000600
Test SNR H1,4220.821777,324.340332,3763.073730,4475.090820
Test SNR H2,3071.248047,287.352539,2748.462402,3446.449951
Test SNR H3,3002.252686,131.292511,2887.306641,3186.007568
Test SNR H4,2599.136230,374.545959,2322.138916,3128.635254
Test SNR H5,2531.128174,199.763687,2272.775146,2759.292480
Test SNR H6,2190.214600,234.363022,1949.857666,2508.030273
