DATE_TIME,typical_price,typical_sd
2005-06-22 12:00:00,-1.3011393002590106,0.4696619515117023
2005-06-22 16:00:00,-1.3088707259207615,-0.004145437550675079
2005-06-22 20:00:00,-1.3077312774305527,-0.9723903547366938
2005-06-23 00:00:00,-1.3029593589212245,-0.8255398631311079
2005-06-23 04:00:00,-1.3018352050416206,-0.8596669875717864
2005-06-23 08:00:00,-1.3257100921988745,0.005532831591454343
2005-06-23 12:00:00,-1.3500744068955497,0.04233033961175102
2005-06-23 16:00:00,-1.374454016202828,-0.20765260235450234
2005-06-23 20:00:00,-1.3859402687685516,-0.404985747187769
2005-06-24 00:00:00,-1.3945511345401957,-0.7772795939424004
2005-06-24 04:00:00,-1.3962182470963405,0.004051485055505665
2005-06-24 08:00:00,-1.3779564820317896,-0.292639474261627
2005-06-24 12:00:00,-1.3523685984865723,0.08589133090858282
2005-06-24 16:00:00,-1.3432453632596013,-0.0724810731366495
2005-06-24 20:00:00,-1.3375634154191662,-0.7345545420679392
2005-06-27 00:00:00,-1.3273466155338052,-0.8015333370549333
2005-06-27 04:00:00,-1.3036017325667113,-1.2022241049955764
2005-06-27 08:00:00,-1.2782738574018058,-0.12654894549738382
2005-06-27 12:00:00,-1.2657552186201197,-0.45730423767091233
2005-06-27 16:00:00,-1.2753219975546874,-0.4671135786928724
2005-06-27 20:00:00,-1.2747866861834471,-1.0351665570688091
2005-06-28 00:00:00,-1.2676593976406707,-0.8052396343778251
2005-06-28 04:00:00,-1.269418277860455,-0.865424042846188
2005-06-28 08:00:00,-1.2995868972824167,0.07213297379745137
2005-06-28 12:00:00,-1.3283560598338562,-0.42008972830702374
2005-06-28 16:00:00,-1.3478337464416463,-0.4554793330034877
2005-06-28 20:00:00,-1.3603065013915137,-0.6782175638081616
2005-06-29 00:00:00,-1.3580199571057956,-0.8263716150091027
2005-06-29 04:00:00,-1.3622030331067603,-0.9445971576933272
2005-06-29 08:00:00,-1.3773141083863027,-0.15833737837085274
2005-06-29 12:00:00,-1.3687644210570884,-0.2532144071071961
2005-06-29 16:00:00,-1.3591135217641797,0.9920904626807986
2005-06-29 20:00:00,-1.3525138972873372,-0.7453541355141847
2005-06-30 00:00:00,-1.3455854386824466,-0.5269003853426444
2005-06-30 04:00:00,-1.340194088443539,-0.8902844309043476
2005-06-30 08:00:00,-1.3426871099724496,-0.24986992449280762
2005-06-30 12:00:00,-1.3553816367761182,0.3260348887265928
2005-06-30 16:00:00,-1.332959737626508,0.1447743247222975
2005-06-30 20:00:00,-1.3308490813627687,-0.20095630874372647
2005-07-01 00:00:00,-1.3354145226289045,-0.5692704791277645
2005-07-01 04:00:00,-1.3420294417163579,-0.7787552941324019
2005-07-01 08:00:00,-1.3771229257537192,-0.016643878054789854
2005-07-01 12:00:00,-1.3429547656580698,0.08778256621836618
2005-07-01 16:00:00,-1.4243679779181984,1.5044984405856159
2005-07-01 20:00:00,-1.4669940576794245,-0.7183486172705028
2005-07-05 00:00:00,-1.4758037533889545,-0.7183486172705028
2005-07-05 04:00:00,-1.4999768854530402,-0.9368450224074182
2005-07-05 08:00:00,-1.5148814834893944,0.7513476036177424
2005-07-05 12:00:00,-1.5124955242347282,0.26544997348446914
2005-07-05 16:00:00,-1.503563471640345,0.059226300198714193
2005-07-05 20:00:00,-1.4984703663082692,-0.6993251424396971
2005-07-06 00:00:00,-1.4910371855533524,-1.0334605357717281
2005-07-06 04:00:00,-1.4952049669437162,-1.0090357938687593
2005-07-06 08:00:00,-1.4833745856393357,0.22257954632597646
2005-07-06 12:00:00,-1.5045805632456963,-0.4986333812465912
2005-07-06 16:00:00,-1.4901271562222476,-0.008381024169616433
2005-07-06 20:00:00,-1.4882535664229104,-0.9048931839160343
2005-07-07 00:00:00,-1.4846134490984886,-0.994670891763428
2005-07-07 04:00:00,-1.4922607544018984,-0.7538105938983709
2005-07-07 08:00:00,-1.4800556551376534,-0.193809362314465
2005-07-07 12:00:00,-1.4373607496286989,1.5873282511181912
