DATE_TIME,typical_price,RSI,MACD,MACD_Signal,MACD_Histogram,EMA,Stochastic_%K,Stochastic_%D,ADX,DI+,DI-,ATR,CCI,BB_MID_20_2,BB_UP_20_2,BB_LOW_20_2,BB_WIDTH_20_2,WilliamsR,Momentum,ROC
2010-05-13 04:00:00,1.2649675,42.75583097645394,-0.001076790012175,-0.0013841276144947,0.0003073376023197,1.2649130618894555,37.7815209475453,33.114390055238104,12.51200925930342,16.622165345004767,14.777322939852567,0.0030960983619434,-13.251920541455984,1.26539875,1.2708286157088176,1.2599688842911825,0.0108597314176352,-56.00849904739212,0.0015974999999999,-0.1281907150896405
2010-05-13 08:00:00,1.2647750000000002,52.20411583168559,-0.0005826655329969,-0.0009540812392169,0.00037141570622,1.2650901882111656,66.90943953196812,63.62526813468903,12.847363345130477,16.98129555772561,17.107202419918245,0.003058568508316,-4.813658705975769,1.264818875,1.2692575566952635,1.2603801933047365,0.0088773633905272,-40.55761878767151,-0.0010249999999999,0.1452777278786732
2010-05-13 12:00:00,1.2584466666666667,39.14382654475048,-0.0016730645294826,-0.0011619357656571,-0.0005111287638255,1.2632678696266848,20.63944097105508,29.988302803761712,16.310399387049742,14.009583643282022,25.98041197900302,0.0033852374704814,-175.3250267618126,1.2632638749999998,1.2686003981649592,1.257927351835041,0.0106730463299186,-81.79957437726027,-0.0060024999999999,-0.4297399323832079
2010-05-13 16:00:00,1.256541666666667,31.51639936285869,-0.0025083139690754,-0.0018445070856126,-0.0006638068834628,1.2610495606646364,14.574046028583098,14.448372379380276,20.33351344537257,13.438651314479088,25.53926865127029,0.0034633493178472,-122.98674965764172,1.261865375,1.269365807711485,1.2543649422885148,0.0150008654229703,-82.2175732217578,-0.0016175,-0.683314272445501
2010-05-13 20:00:00,1.2555941666666666,27.13242360674811,-0.0025414889037808,-0.0022272089665599,-0.0003142799372209,1.25954256706504,18.53866176291925,20.62765817371882,21.323697907215102,14.081874217360344,24.14192995503991,0.0034080131290877,-92.54842418237008,1.26058725,1.2690821172874829,1.252092382712517,0.0169897345749657,-85.975530391812,-0.0012674999999999,-0.7025543036625281
2010-05-14 00:00:00,1.2530625,32.624467993023615,-0.0029398413477873,-0.0026006671924758,-0.0003391741553114,1.257453444410935,11.970856285220842,10.855763579742224,24.32023730677616,12.094355104437186,24.52087071020911,0.0031420125203007,-103.02348576561398,1.2583255000000002,1.2673809469991095,1.2492700530008904,0.018110893998219,-86.88510438103762,-0.00234,-0.4151866214293614
2010-05-14 04:00:00,1.25359,40.79325520750152,-0.0026745101620452,-0.0027136396539217,3.912949187655419e-05,1.256084885074004,19.739589841405117,17.705633629921465,26.21863368284452,12.2020842012068,21.45655918507957,0.0028461997499039,-67.98665419870468,1.25588125,1.2616061206053406,1.2501563793946595,0.011449741210681,-75.73841543137617,0.0007125,-0.2303310265794084
2010-05-14 08:00:00,1.2532066666666666,38.648482319901,-0.0021829007510479,-0.0024672657159999,0.000284364964952,1.255267121866554,29.6335435425283,28.688177017659992,25.425832644162934,12.681785977111964,21.20310095980453,0.0030268615565651,-66.30209390701683,1.254664375,1.2588864272021656,1.2504423227978343,0.0084441044043312,-76.21781201176421,-0.0009874999999999,-0.2082590992477068
2010-05-14 12:00:00,1.2474641666666666,39.4182919399878,-0.0029908996762974,-0.0026373391092709,-0.0003535605670265,1.2528728946466297,19.19709086214774,17.903795878730055,28.885821641422787,12.81729028675472,28.30090911732353,0.0034766898015685,-185.54862780308991,1.25297475,1.2597017762300755,1.2462477237699243,0.0134540524601511,-69.36496859734854,-0.0050575,-0.4255709373917921
2010-05-14 16:00:00,1.2425341666666667,36.16331963198806,-0.0036512488998559,-0.0030586320640276,-0.0005926168358282,1.2502587618751622,20.260507129910174,25.05261533032147,28.864705867104124,14.951130331018778,30.369588596196387,0.0040764570731622,-169.0226152766276,1.2506966250000002,1.2591145264804653,1.242278723519535,0.0168358029609302,-86.05701458539762,-0.0054574999999999,-0.9175356893127208
2010-05-14 20:00:00,1.23844,31.73675991463784,-0.0046480275357355,-0.0038300998644831,-0.0008179276712523,1.2466765645812856,15.140087351588049,16.263762235290294,31.366295071331542,12.616594867933768,28.99787451500882,0.0042045461647903,-129.5194933614116,1.247953625,1.2596842459886068,1.2362230040113928,0.0234612419772139,-90.44077210959406,-0.0044225,-1.1921384705925937
2010-05-17 00:00:00,1.2370083333333333,31.42547548910989,-0.0048602278058278,-0.0041353463948016,-0.0007248814110262,1.2451643261897316,12.68113212947793,14.9804355622273,32.78565263200143,11.82528440618513,29.55300250004141,0.0040266742758585,-121.602654667912,1.246452625,1.258858915959168,1.234046334040832,0.0248125819183359,-92.81794728241594,-0.0033825,-1.26545853101645
2010-05-17 04:00:00,1.22955,23.788872404462868,-0.005698365262989,-0.0050863401450467,-0.0006120251179422,1.2394230810348488,11.270125804608472,10.07065608417298,40.269084693051525,8.052391855222872,36.18936556541662,0.0039891802566614,-135.573031714537,1.240195,1.2531759889086662,1.2272140110913337,0.0259619778173323,-84.8385932032836,-0.0062949999999998,-1.0321650972211964
2010-05-17 08:00:00,1.2283325,29.19753215171804,-0.0059171503862976,-0.0056038262532924,-0.0003133241330052,1.2356928438692858,24.90229130170349,22.114631368637944,46.307522774956,7.815709667004038,32.32419565466151,0.0041329122581869,-104.24968650297733,1.2361879999999998,1.2490071316952724,1.2233688683047272,0.025638263390545,-74.14496559872376,-0.0011275000000001,-0.7694164470659764
2010-05-17 12:00:00,1.2325266666666668,43.59347285230839,-0.0046283619922337,-0.0053318470184838,0.00070348502625,1.2340089690298242,52.77327567910712,42.21274688331561,45.56978444709532,13.053826655140483,24.519789745044367,0.0042243592384963,-11.87189518000508,1.2332363750000002,1.242612793169195,1.2238599568308053,0.0187528363383898,-34.49097221185152,0.00434,-0.2494135338481251
2010-05-17 16:00:00,1.2336991666666668,50.32871268223511,-0.0029031943121877,-0.0041416200921813,0.0012384257799935,1.233935424580991,61.5883610077898,66.83962406374702,37.06655058733965,18.224676214225845,20.44024853726563,0.0045742487950514,24.47569821458359,1.232101,1.2393650100437836,1.2248369899562164,0.0145280200875673,-47.88437307928707,0.0005025,0.3024002897414168
2010-05-17 20:00:00,1.2373008333333333,63.76732595259664,-0.0013958260030017,-0.0028564279299368,0.0014606019269351,1.2344481335031152,67.75764016936431,59.522339670263584,30.100562719358543,21.65383591454017,19.261453059054336,0.0045444881647091,108.98546709303852,1.231948375,1.2394044911189233,1.2244922588810765,0.0149122322378467,-21.01562499999998,0.00501,0.8022489096338847
2010-05-18 00:00:00,1.2381125000000002,64.20410851575966,-4.863141920830039e-07,-0.0013476809730113,0.0013471946588192,1.235869829192875,80.92567869771977,82.97810795481071,24.79231354365449,20.531188450417485,19.3354811661397,0.003929851402339,86.43266663791957,1.23328725,1.2419175790858097,1.2246569209141904,0.0172606581716192,-26.40685908131191,-0.0001875,0.4324928025608465
