Metric,Average,Std Dev,Min,Max
Train MAE H24,0.020324,0.022781,0.003399,0.052526
Train MAE H48,0.003433,0.001579,0.001309,0.005092
Train MAE H72,0.003487,0.001463,0.001435,0.004740
Train MAE H96,0.004340,0.002122,0.001498,0.006595
Train MAE H120,0.006798,0.003158,0.002633,0.010276
Train MAE H144,0.044428,0.006029,0.040043,0.052953
Train R2 H24,0.954130,0.063793,0.863914,0.999479
Train R2 H48,0.999412,0.000397,0.998963,0.999928
Train R2 H72,0.999423,0.000353,0.999110,0.999917
Train R2 H96,0.999171,0.000559,0.998554,0.999908
Train R2 H120,0.998042,0.001301,0.996572,0.999735
Train R2 H144,0.906425,0.029334,0.864942,0.927408
Train Uncertainty H24,0.004041,0.002835,0.000040,0.006265
Train Uncertainty H48,0.004788,0.001660,0.002451,0.006158
Train Uncertainty H72,0.004910,0.001752,0.002485,0.006564
Train Uncertainty H96,0.005062,0.001753,0.002618,0.006648
Train Uncertainty H120,0.005173,0.001709,0.002818,0.006822
Train Uncertainty H144,0.007101,0.002962,0.002914,0.009315
Train SNR H24,12470.445312,17293.345703,233.287857,36926.925781
Train SNR H48,362.433441,165.594101,236.964401,596.414124
Train SNR H72,356.008942,164.635559,222.725403,587.980469
Train SNR H96,341.448120,153.569046,219.046783,558.014832
Train SNR H120,326.508759,136.111694,212.792984,517.869934
Train SNR H144,273.259369,160.781265,157.661850,500.627686
Validation MAE H24,0.003354,0.001587,0.001130,0.004726
Validation MAE H48,0.002301,0.000539,0.001563,0.002834
Validation MAE H72,0.003308,0.001095,0.002508,0.004857
Validation MAE H96,0.003292,0.000639,0.002425,0.003946
Validation MAE H120,0.004321,0.001581,0.002498,0.006353
Validation MAE H144,0.007046,0.000431,0.006437,0.007351
Validation R2 H24,0.974750,0.016032,0.962155,0.997375
Validation R2 H48,0.988749,0.004389,0.984435,0.994771
Validation R2 H72,0.977162,0.013524,0.958081,0.987828
Validation R2 H96,0.977040,0.007568,0.969887,0.987511
Validation R2 H120,0.957844,0.026108,0.922490,0.984743
Validation R2 H144,0.901083,0.008057,0.894864,0.912461
Validation Uncertainty H24,0.001457,0.001004,0.000041,0.002246
Validation Uncertainty H48,0.001906,0.000884,0.000667,0.002665
Validation Uncertainty H72,0.001910,0.000866,0.000692,0.002632
Validation Uncertainty H96,0.002280,0.001051,0.000796,0.003078
Validation Uncertainty H120,0.002796,0.000991,0.001402,0.003624
Validation Uncertainty H144,0.004191,0.001610,0.002329,0.006258
Validation SNR H24,10195.303711,13634.720703,534.465088,29477.699219
Validation SNR H48,914.700989,621.980652,448.673676,1793.782715
Validation SNR H72,894.087830,591.256226,454.038635,1729.858643
Validation SNR H96,764.724121,522.015808,387.708130,1502.909302
Validation SNR H120,512.087952,241.071091,328.213928,852.652527
Validation SNR H144,334.650055,133.148514,191.465591,512.150024
Test MAE H24,0.003145,0.002082,0.000778,0.005844
Test MAE H48,0.001923,0.001044,0.000449,0.002745
Test MAE H72,0.002931,0.002578,0.000751,0.006551
Test MAE H96,0.002426,0.001030,0.001390,0.003831
Test MAE H120,0.002988,0.000341,0.002553,0.003385
Test MAE H144,0.006257,0.002003,0.004346,0.009024
Test R2 H24,0.908311,0.080151,0.801634,0.994837
Test R2 H48,0.965521,0.023433,0.944213,0.998155
Test R2 H72,0.905095,0.118070,0.738298,0.995189
Test R2 H96,0.948875,0.038544,0.895718,0.985906
Test R2 H120,0.931959,0.007340,0.925224,0.942166
Test R2 H144,0.687210,0.172592,0.447339,0.846238
Test Uncertainty H24,0.001436,0.000989,0.000039,0.002199
Test Uncertainty H48,0.001861,0.000966,0.000515,0.002735
Test Uncertainty H72,0.001799,0.000905,0.000519,0.002450
Test Uncertainty H96,0.002012,0.000959,0.000658,0.002758
Test Uncertainty H120,0.002339,0.001001,0.000930,0.003156
Test Uncertainty H144,0.003885,0.001161,0.002504,0.005344
Test SNR H24,9857.361328,13193.407227,513.397400,28515.648438
Test SNR H48,1024.637329,817.373474,411.564026,2179.852295
Test SNR H72,1028.984741,801.520203,458.832794,2162.498779
Test SNR H96,847.604919,606.578003,408.486023,1705.354126
Test SNR H120,647.864075,393.788666,355.398071,1204.526123
Test SNR H144,318.834351,98.107086,211.737106,448.771027
