Metric,Average,Std Dev,Min,Max
Train MAE H24,0.003695,0.000542,0.003047,0.004374
Train MAE H48,0.004475,0.000842,0.003288,0.005148
Train MAE H72,0.004340,0.000662,0.003816,0.005274
Train MAE H96,0.004593,0.000935,0.003319,0.005537
Train MAE H120,0.007080,0.001532,0.005208,0.008962
Train MAE H144,0.031744,0.000476,0.031143,0.032309
Train R2 H24,0.999380,0.000178,0.999154,0.999590
Train R2 H48,0.999267,0.000203,0.999099,0.999553
Train R2 H72,0.999321,0.000205,0.999035,0.999506
Train R2 H96,0.999226,0.000255,0.998946,0.999563
Train R2 H120,0.998097,0.000588,0.997393,0.998832
Train R2 H144,0.951337,0.000969,0.949972,0.952125
Train Uncertainty H24,0.004625,0.000486,0.004012,0.005201
Train Uncertainty H48,0.004807,0.000770,0.004060,0.005867
Train Uncertainty H72,0.004756,0.000607,0.004137,0.005581
Train Uncertainty H96,0.004798,0.000556,0.004090,0.005449
Train Uncertainty H120,0.005201,0.000490,0.004564,0.005754
Train Uncertainty H144,0.007804,0.000581,0.007370,0.008625
Train SNR H24,304.561707,32.899673,267.441650,347.414917
Train SNR H48,296.767426,44.603554,236.861237,343.827606
Train SNR H72,297.083832,36.001427,249.212112,336.032257
Train SNR H96,293.923431,35.251350,255.241745,340.499939
Train SNR H120,269.757050,26.369923,241.973083,305.191956
Train SNR H144,179.005814,12.761080,161.024216,189.324936
Validation MAE H24,0.001331,0.000100,0.001219,0.001462
Validation MAE H48,0.002728,0.000642,0.002141,0.003622
Validation MAE H72,0.003112,0.000493,0.002704,0.003806
Validation MAE H96,0.003752,0.000806,0.002925,0.004845
Validation MAE H120,0.004597,0.000906,0.003326,0.005372
Validation MAE H144,0.006702,0.000359,0.006196,0.006987
Validation R2 H24,0.996280,0.000573,0.995514,0.996893
Validation R2 H48,0.985429,0.005756,0.977464,0.990864
Validation R2 H72,0.979918,0.006029,0.971411,0.984663
Validation R2 H96,0.970274,0.010400,0.956099,0.980760
Validation R2 H120,0.955471,0.015101,0.941622,0.976474
Validation R2 H144,0.908833,0.009058,0.901351,0.921579
Validation Uncertainty H24,0.001936,0.000315,0.001492,0.002187
Validation Uncertainty H48,0.002505,0.000549,0.001765,0.003078
Validation Uncertainty H72,0.003055,0.000545,0.002286,0.003484
Validation Uncertainty H96,0.003422,0.000161,0.003220,0.003615
Validation Uncertainty H120,0.004294,0.000373,0.003807,0.004712
Validation Uncertainty H144,0.004916,0.000380,0.004488,0.005412
Validation SNR H24,636.667053,116.781525,546.800476,801.599854
Validation SNR H48,505.074615,125.633690,387.960449,679.342285
Validation SNR H72,405.472687,82.490845,342.245117,521.991211
Validation SNR H96,350.291962,16.084028,331.644135,370.895844
Validation SNR H120,280.392670,25.287317,252.821182,313.902313
Validation SNR H144,243.930542,18.423605,220.382736,265.362061
Test MAE H24,0.001096,0.000169,0.000935,0.001330
Test MAE H48,0.002231,0.000689,0.001509,0.003159
Test MAE H72,0.002410,0.000273,0.002134,0.002782
Test MAE H96,0.003388,0.001775,0.002106,0.005899
Test MAE H120,0.003919,0.001147,0.002617,0.005408
Test MAE H144,0.004729,0.001048,0.003971,0.006210
Test R2 H24,0.989657,0.003273,0.985095,0.992611
Test R2 H48,0.962480,0.018645,0.936810,0.980537
Test R2 H72,0.955180,0.007764,0.945169,0.964092
Test R2 H96,0.895433,0.092520,0.764592,0.961624
Test R2 H120,0.868688,0.065823,0.782369,0.942025
Test R2 H144,0.812047,0.067268,0.716925,0.860804
Test Uncertainty H24,0.001894,0.000329,0.001431,0.002164
Test Uncertainty H48,0.002402,0.000532,0.001675,0.002933
Test Uncertainty H72,0.002864,0.000633,0.001989,0.003468
Test Uncertainty H96,0.003179,0.000291,0.002857,0.003563
Test Uncertainty H120,0.004007,0.000356,0.003516,0.004350
Test Uncertainty H144,0.004545,0.000399,0.003980,0.004833
Test SNR H24,614.406067,121.078362,519.236084,785.267029
Test SNR H48,496.139374,126.402489,382.762115,672.517517
Test SNR H72,415.102905,105.735909,323.416656,563.246338
Test SNR H96,356.530914,31.033028,316.779816,392.514252
Test SNR H120,282.659515,26.079332,259.286469,319.053772
Test SNR H144,249.159958,22.863445,232.561020,281.489868
