DATE_TIME,OPEN,LOW,HIGH,CLOSE
2005-05-02 00:00:00,1.2852,1.284,1.2852,1.2844
2005-05-02 01:00:00,1.2844,1.2839,1.2848,1.2842
2005-05-02 02:00:00,1.2843,1.2841,1.2854,1.2851
2005-05-02 03:00:00,1.2851,1.285,1.2859,1.2851
2005-05-02 04:00:00,1.2852,1.2849,1.2859,1.2855
2005-05-02 05:00:00,1.2854,1.2853,1.2858,1.2854
2005-05-02 06:00:00,1.2854,1.2852,1.286,1.28585
2005-05-02 07:00:00,1.28585,1.28515,1.28605,1.28555
2005-05-02 08:00:00,1.28555,1.28555,1.28675,1.2864
2005-05-02 09:00:00,1.2864,1.2862,1.2868,1.2868
2005-05-02 10:00:00,1.2867,1.2865,1.2874,1.28715
2005-05-02 11:00:00,1.28725,1.2858,1.28735,1.286
2005-05-02 12:00:00,1.286,1.2858,1.2872,1.2859
2005-05-02 13:00:00,1.2858,1.2857,1.28656,1.2862
2005-05-02 14:00:00,1.2862,1.28367,1.2868,1.28367
2005-05-02 15:00:00,1.28377,1.28377,1.28587,1.28567
2005-05-02 16:00:00,1.28557,1.2839,1.28607,1.28442
2005-05-02 17:00:00,1.28442,1.28422,1.28512,1.28502
2005-05-02 18:00:00,1.28502,1.28502,1.2862,1.286
2005-05-02 19:00:00,1.286,1.2856,1.2862,1.2858
2005-05-02 20:00:00,1.2858,1.2857,1.2864,1.2863
2005-05-02 21:00:00,1.2863,1.2851,1.2864,1.2851
2005-05-02 22:00:00,1.2852,1.2841,1.2853,1.2845
2005-05-02 23:00:00,1.2844,1.2844,1.2858,1.2854
2005-05-03 00:00:00,1.2855,1.2849,1.2856,1.2852
2005-05-03 01:00:00,1.2851,1.2832,1.2852,1.2833
2005-05-03 02:00:00,1.2833,1.2831,1.2836,1.2833
2005-05-03 03:00:00,1.2833,1.2833,1.2837,1.2835
2005-05-03 04:00:00,1.2835,1.2831,1.2837,1.2832
2005-05-03 05:00:00,1.2831,1.283,1.2837,1.28355
2005-05-03 06:00:00,1.28365,1.28335,1.2852,1.2849
2005-05-03 07:00:00,1.2849,1.2847,1.2862,1.28595
2005-05-03 08:00:00,1.28595,1.28476,1.28646,1.2862
2005-05-03 09:00:00,1.2862,1.2861,1.2875,1.2869
2005-05-03 10:00:00,1.2869,1.2856,1.2869,1.2858
2005-05-03 11:00:00,1.2858,1.28486,1.2861,1.2859
2005-05-03 12:00:00,1.2859,1.28475,1.2865,1.286
2005-05-03 13:00:00,1.286,1.2859,1.28993,1.2895
2005-05-03 14:00:00,1.2895,1.28788,1.28999,1.28859
2005-05-03 15:00:00,1.28859,1.28835,1.2896,1.2888
2005-05-03 16:00:00,1.2888,1.2887,1.2901,1.2889
2005-05-03 17:00:00,1.2889,1.2884,1.2891,1.2888
2005-05-03 18:00:00,1.2888,1.28515,1.29135,1.2865
2005-05-03 19:00:00,1.2865,1.286,1.29093,1.28883
2005-05-03 20:00:00,1.28883,1.28713,1.28963,1.28713
2005-05-03 21:00:00,1.28713,1.28673,1.28733,1.28723
2005-05-03 22:00:00,1.28733,1.28703,1.28853,1.28843
2005-05-03 23:00:00,1.28853,1.28763,1.28853,1.28783
2005-05-04 00:00:00,1.28783,1.28763,1.28883,1.28863
2005-05-04 01:00:00,1.28863,1.28853,1.29623,1.29623
2005-05-04 02:00:00,1.29633,1.29433,1.29633,1.29613
2005-05-04 03:00:00,1.29603,1.29513,1.29613,1.29573
2005-05-04 04:00:00,1.29573,1.29563,1.29733,1.29613
2005-05-04 05:00:00,1.29633,1.29543,1.29663,1.29563
2005-05-04 06:00:00,1.29553,1.29425,1.29633,1.29475
2005-05-04 07:00:00,1.29475,1.29276,1.29485,1.29375
2005-05-04 08:00:00,1.29375,1.29355,1.2952,1.29455
2005-05-04 09:00:00,1.29455,1.29445,1.2956,1.29465
2005-05-04 10:00:00,1.29465,1.29405,1.29615,1.29555
2005-05-04 11:00:00,1.29555,1.29495,1.29595,1.2951
2005-05-04 12:00:00,1.2951,1.29455,1.296,1.2951
2005-05-04 13:00:00,1.2951,1.2927,1.296,1.2957
2005-05-04 14:00:00,1.2957,1.29375,1.2962,1.29543
2005-05-04 15:00:00,1.29543,1.29273,1.29543,1.29353
2005-05-04 16:00:00,1.29343,1.29173,1.29383,1.29353
2005-05-04 17:00:00,1.29353,1.29353,1.29443,1.29403
2005-05-04 18:00:00,1.29403,1.29393,1.29483,1.29413
2005-05-04 19:00:00,1.29413,1.29403,1.29513,1.29433
