Metric,Average,Std Dev,Min,Max
Train MAE H24,0.000775,0.000022,0.000758,0.000806
Train MAE H48,0.001023,0.000022,0.000996,0.001050
Train MAE H72,0.001184,0.000051,0.001140,0.001256
Train MAE H96,0.001318,0.000033,0.001293,0.001364
Train MAE H120,0.001719,0.000034,0.001675,0.001759
Train MAE H144,0.005106,0.000014,0.005091,0.005125
Train R2 H24,0.999915,0.000005,0.999909,0.999920
Train R2 H48,0.999855,0.000006,0.999847,0.999862
Train R2 H72,0.999807,0.000017,0.999783,0.999821
Train R2 H96,0.999766,0.000012,0.999749,0.999776
Train R2 H120,0.999578,0.000020,0.999553,0.999601
Train R2 H144,0.996288,0.000015,0.996276,0.996309
Train Uncertainty H24,0.000410,0.000026,0.000385,0.000447
Train Uncertainty H48,0.000541,0.000045,0.000483,0.000594
Train Uncertainty H72,0.000643,0.000104,0.000562,0.000789
Train Uncertainty H96,0.000697,0.000040,0.000648,0.000746
Train Uncertainty H120,0.000712,0.000020,0.000693,0.000740
Train Uncertainty H144,0.000831,0.000033,0.000786,0.000864
Train SNR H24,3020.234619,188.590485,2761.869385,3206.733154
Train SNR H48,2297.036377,194.793457,2076.780029,2550.454834
Train SNR H72,1964.350952,284.959839,1562.925537,2195.828125
Train SNR H96,1773.164917,102.234436,1652.257812,1902.276489
Train SNR H120,1731.630249,48.405655,1664.631592,1777.296997
Train SNR H144,1484.695923,60.740463,1426.425171,1568.489258
Validation MAE H24,0.000477,0.000025,0.000452,0.000511
Validation MAE H48,0.000589,0.000054,0.000524,0.000656
Validation MAE H72,0.000598,0.000099,0.000526,0.000739
Validation MAE H96,0.000604,0.000064,0.000535,0.000690
Validation MAE H120,0.001024,0.000065,0.000946,0.001105
Validation MAE H144,0.004373,0.000008,0.004366,0.004385
Validation R2 H24,0.999522,0.000043,0.999466,0.999570
Validation R2 H48,0.999269,0.000144,0.999074,0.999416
Validation R2 H72,0.999192,0.000300,0.998768,0.999417
Validation R2 H96,0.999170,0.000185,0.998917,0.999355
Validation R2 H120,0.997524,0.000269,0.997177,0.997832
Validation R2 H144,0.960987,0.000172,0.960824,0.961224
Validation Uncertainty H24,0.000375,0.000027,0.000350,0.000412
Validation Uncertainty H48,0.000501,0.000043,0.000445,0.000551
Validation Uncertainty H72,0.000590,0.000099,0.000508,0.000730
Validation Uncertainty H96,0.000619,0.000035,0.000573,0.000656
Validation Uncertainty H120,0.000611,0.000005,0.000605,0.000618
Validation Uncertainty H144,0.000722,0.000037,0.000675,0.000765
Validation SNR H24,3209.052490,223.240616,2900.153809,3419.989014
Validation SNR H48,2404.071533,212.098602,2170.479492,2683.823975
Validation SNR H72,2080.401855,315.589417,1638.488892,2355.484619
Validation SNR H96,1936.164551,110.900803,1822.759644,2086.691162
Validation SNR H120,1956.560913,17.275934,1934.161255,1976.209351
Validation SNR H144,1658.742554,84.560669,1563.024658,1768.684692
Test MAE H24,0.000446,0.000042,0.000388,0.000482
Test MAE H48,0.000582,0.000035,0.000548,0.000631
Test MAE H72,0.000633,0.000044,0.000584,0.000691
Test MAE H96,0.000736,0.000033,0.000690,0.000769
Test MAE H120,0.001015,0.000027,0.000979,0.001044
Test MAE H144,0.003026,0.000022,0.002995,0.003043
Test R2 H24,0.998304,0.000278,0.998095,0.998698
Test R2 H48,0.997068,0.000379,0.996540,0.997414
Test R2 H72,0.996602,0.000457,0.996026,0.997145
Test R2 H96,0.995542,0.000399,0.995117,0.996075
Test R2 H120,0.990705,0.000392,0.990299,0.991235
Test R2 H144,0.917764,0.001009,0.916663,0.919101
Test Uncertainty H24,0.000298,0.000028,0.000270,0.000335
Test Uncertainty H48,0.000394,0.000044,0.000339,0.000448
Test Uncertainty H72,0.000493,0.000089,0.000416,0.000617
Test Uncertainty H96,0.000506,0.000039,0.000472,0.000561
Test Uncertainty H120,0.000500,0.000002,0.000498,0.000502
Test Uncertainty H144,0.000598,0.000032,0.000558,0.000637
Test SNR H24,3799.330811,338.854736,3349.400391,4167.145020
Test SNR H48,2888.117188,328.798401,2507.667969,3309.872314
Test SNR H72,2346.572998,379.962341,1818.993164,2698.690674
Test SNR H96,2230.980469,164.293777,2002.122559,2380.147217
Test SNR H120,2244.399414,7.907160,2235.568115,2254.755615
Test SNR H144,1882.248047,102.145981,1764.091797,2013.298584
