Metric,Average,Std Dev,Min,Max
Train MAE H1,0.000809,0.000003,0.000804,0.000811
Train MAE H2,0.001135,0.000008,0.001125,0.001146
Train MAE H3,0.001377,0.000024,0.001355,0.001410
Train MAE H4,0.001546,0.000030,0.001519,0.001588
Train MAE H5,0.001667,0.000055,0.001613,0.001742
Train MAE H6,0.001762,0.000062,0.001706,0.001848
Train R2 H1,0.999367,0.000008,0.999361,0.999378
Train R2 H2,0.998809,0.000029,0.998775,0.998847
Train R2 H3,0.998353,0.000093,0.998224,0.998438
Train R2 H4,0.998071,0.000103,0.997928,0.998164
Train R2 H5,0.997862,0.000177,0.997618,0.998033
Train R2 H6,0.997674,0.000190,0.997408,0.997841
Train Uncertainty H1,0.000163,0.000013,0.000146,0.000177
Train Uncertainty H2,0.000270,0.000021,0.000248,0.000298
Train Uncertainty H3,0.000377,0.000027,0.000339,0.000405
Train Uncertainty H4,0.000439,0.000011,0.000427,0.000453
Train Uncertainty H5,0.000501,0.000021,0.000477,0.000528
Train Uncertainty H6,0.000608,0.000025,0.000573,0.000630
Train SNR H1,7721.096191,621.668030,7075.028320,8560.515625
Train SNR H2,4663.947754,352.298218,4198.931152,5051.345215
Train SNR H3,3343.661377,251.602615,3095.447510,3688.558350
Train SNR H4,2853.222412,70.759132,2762.187256,2934.722412
Train SNR H5,2504.346436,102.941681,2371.888428,2622.888428
Train SNR H6,2063.878662,87.774971,1986.321289,2186.593750
Validation MAE H1,0.000800,0.000005,0.000795,0.000806
Validation MAE H2,0.001129,0.000008,0.001120,0.001139
Validation MAE H3,0.001358,0.000027,0.001332,0.001395
Validation MAE H4,0.001536,0.000041,0.001504,0.001594
Validation MAE H5,0.001668,0.000044,0.001627,0.001729
Validation MAE H6,0.001757,0.000052,0.001715,0.001830
Validation R2 H1,0.999834,0.000003,0.999831,0.999837
Validation R2 H2,0.999676,0.000006,0.999669,0.999683
Validation R2 H3,0.999552,0.000027,0.999515,0.999579
Validation R2 H4,0.999459,0.000039,0.999404,0.999491
Validation R2 H5,0.999384,0.000049,0.999317,0.999431
Validation R2 H6,0.999336,0.000049,0.999267,0.999375
Validation Uncertainty H1,0.000433,0.000021,0.000404,0.000453
Validation Uncertainty H2,0.000462,0.000024,0.000430,0.000487
Validation Uncertainty H3,0.000556,0.000010,0.000546,0.000570
Validation Uncertainty H4,0.000585,0.000048,0.000524,0.000641
Validation Uncertainty H5,0.000613,0.000060,0.000570,0.000698
Validation Uncertainty H6,0.000700,0.000028,0.000662,0.000729
Validation SNR H1,2897.500244,145.033020,2761.201416,3098.385742
Validation SNR H2,2712.573975,144.404221,2568.976318,2910.125000
Validation SNR H3,2249.549072,41.861603,2192.165283,2290.847168
Validation SNR H4,2152.529053,177.992142,1951.845215,2384.462402
Validation SNR H5,2056.998291,188.584427,1790.315674,2192.865967
Validation SNR H6,1788.233887,73.892036,1714.959473,1889.393921
Test MAE H1,0.000724,0.000003,0.000719,0.000726
Test MAE H2,0.001001,0.000008,0.000991,0.001011
Test MAE H3,0.001184,0.000029,0.001155,0.001223
Test MAE H4,0.001320,0.000040,0.001281,0.001376
Test MAE H5,0.001418,0.000051,0.001364,0.001487
Test MAE H6,0.001509,0.000054,0.001454,0.001582
Test R2 H1,0.999306,0.000008,0.999298,0.999317
Test R2 H2,0.998719,0.000030,0.998681,0.998755
Test R2 H3,0.998255,0.000101,0.998116,0.998356
Test R2 H4,0.997928,0.000133,0.997743,0.998052
Test R2 H5,0.997684,0.000195,0.997419,0.997880
Test R2 H6,0.997434,0.000197,0.997160,0.997618
Test Uncertainty H1,0.000241,0.000004,0.000236,0.000246
Test Uncertainty H2,0.000315,0.000012,0.000303,0.000331
Test Uncertainty H3,0.000411,0.000027,0.000387,0.000449
Test Uncertainty H4,0.000459,0.000008,0.000447,0.000467
Test Uncertainty H5,0.000482,0.000027,0.000462,0.000520
Test Uncertainty H6,0.000581,0.000010,0.000568,0.000590
Test SNR H1,4913.009277,81.866814,4810.997070,5011.432617
Test SNR H2,3761.266357,140.230652,3572.469482,3908.236328
Test SNR H3,2895.159424,184.114029,2638.777344,3062.696533
Test SNR H4,2581.154053,47.396301,2536.410400,2646.747559
Test SNR H5,2465.241943,133.538895,2276.392090,2560.520752
Test SNR H6,2039.557251,34.037579,2006.546143,2086.403076
