Metric,Average,Std Dev,Max,Min
Training MAE,0.0014077336315810208,0.0,0.0014077336315810208,0.0014077336315810208
Training R²,0.9984236817108766,0.0,0.9984236817108766,0.9984236817108766
Validation MAE,0.06043855516915731,0.0,0.06043855516915731,0.06043855516915731
Validation R²,0.3442834762288424,0.0,0.3442834762288424,0.3442834762288424
