Metric,Average,Std Dev,Min,Max
Train MAE H1,0.000515,0.000198,0.000238,0.000688
Train MAE H2,0.000520,0.000159,0.000298,0.000660
Train MAE H3,0.000467,0.000160,0.000267,0.000659
Train MAE H4,0.000652,0.000172,0.000423,0.000837
Train MAE H5,0.000705,0.000251,0.000403,0.001017
Train MAE H6,0.001011,0.000269,0.000695,0.001353
Train R2 H1,0.999935,0.000037,0.999900,0.999986
Train R2 H2,0.999938,0.000029,0.999912,0.999978
Train R2 H3,0.999947,0.000032,0.999906,0.999984
Train R2 H4,0.999903,0.000047,0.999847,0.999961
Train R2 H5,0.999890,0.000068,0.999800,0.999963
Train R2 H6,0.999790,0.000112,0.999641,0.999912
Train Uncertainty H1,0.000446,0.000047,0.000380,0.000488
Train Uncertainty H2,0.000548,0.000039,0.000504,0.000600
Train Uncertainty H3,0.000646,0.000181,0.000488,0.000899
Train Uncertainty H4,0.000864,0.000184,0.000732,0.001124
Train Uncertainty H5,0.000905,0.000173,0.000719,0.001135
Train Uncertainty H6,0.001169,0.000283,0.000897,0.001560
Train SNR H1,3034.791016,346.490723,2739.274414,3521.055176
Train SNR H2,2452.818115,172.852386,2228.774170,2649.516846
Train SNR H3,2217.177734,532.437927,1486.607666,2740.373535
Train SNR H4,1610.384766,298.046967,1188.910522,1825.312256
Train SNR H5,1529.009766,278.221558,1177.251221,1857.566162
Train SNR H6,1206.601196,262.595886,856.815491,1489.532715
Validation MAE H1,0.000377,0.000131,0.000194,0.000488
Validation MAE H2,0.000374,0.000110,0.000219,0.000459
Validation MAE H3,0.000342,0.000113,0.000202,0.000478
Validation MAE H4,0.000475,0.000122,0.000315,0.000610
Validation MAE H5,0.000511,0.000159,0.000323,0.000711
Validation MAE H6,0.000738,0.000210,0.000503,0.001013
Validation R2 H1,0.999959,0.000023,0.999938,0.999991
Validation R2 H2,0.999961,0.000018,0.999947,0.999986
Validation R2 H3,0.999968,0.000019,0.999944,0.999990
Validation R2 H4,0.999942,0.000027,0.999910,0.999975
Validation R2 H5,0.999931,0.000039,0.999879,0.999972
Validation R2 H6,0.999862,0.000077,0.999756,0.999940
Validation Uncertainty H1,0.000353,0.000044,0.000300,0.000408
Validation Uncertainty H2,0.000423,0.000037,0.000390,0.000475
Validation Uncertainty H3,0.000486,0.000151,0.000347,0.000695
Validation Uncertainty H4,0.000691,0.000182,0.000548,0.000948
Validation Uncertainty H5,0.000699,0.000116,0.000571,0.000852
Validation Uncertainty H6,0.000933,0.000254,0.000707,0.001288
Validation SNR H1,3600.029297,448.522766,3067.670898,4164.880371
Validation SNR H2,2975.137695,247.417969,2632.343994,3207.303467
Validation SNR H3,2804.746826,751.481812,1799.605225,3606.241211
Validation SNR H4,1922.154297,429.458130,1318.759888,2283.750732
Validation SNR H5,1838.814331,294.996826,1467.996338,2189.768555
Validation SNR H6,1431.653687,337.384735,970.665649,1768.731934
Test MAE H1,0.000337,0.000124,0.000162,0.000439
Test MAE H2,0.000329,0.000113,0.000170,0.000419
Test MAE H3,0.000294,0.000128,0.000153,0.000462
Test MAE H4,0.000399,0.000105,0.000258,0.000510
Test MAE H5,0.000432,0.000162,0.000238,0.000635
Test MAE H6,0.000654,0.000199,0.000436,0.000917
Test R2 H1,0.999835,0.000098,0.999747,0.999972
Test R2 H2,0.999847,0.000078,0.999790,0.999958
Test R2 H3,0.999875,0.000096,0.999744,0.999971
Test R2 H4,0.999784,0.000104,0.999657,0.999911
Test R2 H5,0.999737,0.000176,0.999501,0.999923
Test R2 H6,0.999443,0.000310,0.999025,0.999767
Test Uncertainty H1,0.000294,0.000041,0.000259,0.000352
Test Uncertainty H2,0.000363,0.000030,0.000338,0.000405
Test Uncertainty H3,0.000409,0.000116,0.000316,0.000572
Test Uncertainty H4,0.000580,0.000161,0.000455,0.000808
Test Uncertainty H5,0.000606,0.000113,0.000496,0.000761
Test Uncertainty H6,0.000771,0.000177,0.000592,0.001013
Test SNR H1,4094.909912,522.260681,3368.382324,4573.293945
Test SNR H2,3283.639893,255.164017,2926.555908,3507.251953
Test SNR H3,3108.026611,741.579468,2068.931641,3750.542236
Test SNR H4,2181.009766,508.070435,1466.132446,2601.028076
Test SNR H5,2018.290405,345.625000,1556.613281,2388.145752
Test SNR H6,1613.657104,341.621277,1169.223389,1999.936890
