Metric,Average,Std Dev,Min,Max
Train MAE H1,0.001471,0.000000,0.001471,0.001471
Train MAE H2,0.002325,0.000000,0.002325,0.002325
Train MAE H3,0.002997,0.000000,0.002997,0.002997
Train MAE H4,0.003577,0.000000,0.003577,0.003577
Train MAE H5,0.004084,0.000000,0.004084,0.004084
Train MAE H6,0.004547,0.000000,0.004547,0.004547
Train Naive MAE H1,0.001397,0.000000,0.001397,0.001397
Train Naive MAE H2,0.002298,0.000000,0.002298,0.002298
Train Naive MAE H3,0.002996,0.000000,0.002996,0.002996
Train Naive MAE H4,0.003593,0.000000,0.003593,0.003593
Train Naive MAE H5,0.004112,0.000000,0.004112,0.004112
Train Naive MAE H6,0.004580,0.000000,0.004580,0.004580
Train R2 H1,0.999622,0.000000,0.999622,0.999622
Train R2 H2,0.999112,0.000000,0.999112,0.999112
Train R2 H3,0.998608,0.000000,0.998608,0.998608
Train R2 H4,0.998117,0.000000,0.998117,0.998117
Train R2 H5,0.997630,0.000000,0.997630,0.997630
Train R2 H6,0.997134,0.000000,0.997134,0.997134
Train Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Train Uncertainty H2,0.000000,0.000000,0.000000,0.000000
Train Uncertainty H3,0.000000,0.000000,0.000000,0.000000
Train Uncertainty H4,0.000000,0.000000,0.000000,0.000000
Train Uncertainty H5,0.000000,0.000000,0.000000,0.000000
Train Uncertainty H6,0.000000,0.000000,0.000000,0.000000
Train SNR H1,1205061554.908752,0.000000,1205061554.908752,1205061554.908752
Train SNR H2,1205067396.163940,0.000000,1205067396.163940,1205067396.163940
Train SNR H3,1205083370.208740,0.000000,1205083370.208740,1205083370.208740
Train SNR H4,1205101609.230042,0.000000,1205101609.230042,1205101609.230042
Train SNR H5,1205120086.669922,0.000000,1205120086.669922,1205120086.669922
Train SNR H6,1205134868.621826,0.000000,1205134868.621826,1205134868.621826
Validation MAE H1,0.001536,0.000000,0.001536,0.001536
Validation MAE H2,0.002247,0.000000,0.002247,0.002247
Validation MAE H3,0.002783,0.000000,0.002783,0.002783
Validation MAE H4,0.003278,0.000000,0.003278,0.003278
Validation MAE H5,0.003722,0.000000,0.003722,0.003722
Validation MAE H6,0.004156,0.000000,0.004156,0.004156
Validation Naive MAE H1,0.001258,0.000000,0.001258,0.001258
Validation Naive MAE H2,0.002087,0.000000,0.002087,0.002087
Validation Naive MAE H3,0.002706,0.000000,0.002706,0.002706
Validation Naive MAE H4,0.003228,0.000000,0.003228,0.003228
Validation Naive MAE H5,0.003720,0.000000,0.003720,0.003720
Validation Naive MAE H6,0.004170,0.000000,0.004170,0.004170
Validation R2 H1,0.995434,0.000000,0.995434,0.995434
Validation R2 H2,0.990458,0.000000,0.990458,0.990458
Validation R2 H3,0.985514,0.000000,0.985514,0.985514
Validation R2 H4,0.980345,0.000000,0.980345,0.980345
Validation R2 H5,0.974798,0.000000,0.974798,0.974798
Validation R2 H6,0.968852,0.000000,0.968852,0.968852
Validation Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Validation Uncertainty H2,0.000000,0.000000,0.000000,0.000000
Validation Uncertainty H3,0.000000,0.000000,0.000000,0.000000
Validation Uncertainty H4,0.000000,0.000000,0.000000,0.000000
