Metric,Average,Std Dev,Min,Max
Train MAE H1,0.000939,0.000002,0.000937,0.000942
Train MAE H2,0.001336,0.000039,0.001281,0.001364
Train MAE H3,0.001643,0.000042,0.001601,0.001700
Train MAE H4,0.001863,0.000058,0.001796,0.001937
Train MAE H5,0.001868,0.000297,0.001496,0.002224
Train MAE H6,0.001843,0.000410,0.001381,0.002378
Train R2 H1,0.995428,0.000016,0.995405,0.995441
Train R2 H2,0.991202,0.000532,0.990813,0.991954
Train R2 H3,0.986898,0.000720,0.985917,0.987624
Train R2 H4,0.983599,0.001103,0.982204,0.984902
Train R2 H5,0.983914,0.005449,0.977115,0.990454
Train R2 H6,0.984364,0.007409,0.974329,0.991991
Train Uncertainty H1,0.000440,0.000080,0.000370,0.000551
Train Uncertainty H2,0.000537,0.000040,0.000483,0.000578
Train Uncertainty H3,0.000576,0.000089,0.000501,0.000701
Train Uncertainty H4,0.000666,0.000107,0.000533,0.000794
Train Uncertainty H5,0.000860,0.000202,0.000583,0.001057
Train Uncertainty H6,0.001051,0.000188,0.000786,0.001208
Train SNR H1,2861.457764,466.046082,2215.452637,3297.625488
Train SNR H2,2287.297852,176.840637,2111.980225,2529.412842
Train SNR H3,2168.410400,305.316467,1741.323486,2436.951660
Train SNR H4,1884.169556,310.747223,1538.651489,2292.106689
Train SNR H5,1516.020874,413.951294,1155.314453,2095.687988
Train SNR H6,1206.103516,245.666992,1010.385437,1552.557007
Validation MAE H1,0.000950,0.000084,0.000880,0.001067
Validation MAE H2,0.001299,0.000031,0.001276,0.001343
Validation MAE H3,0.001522,0.000082,0.001423,0.001624
Validation MAE H4,0.001728,0.000033,0.001684,0.001764
Validation MAE H5,0.001886,0.000077,0.001805,0.001991
Validation MAE H6,0.002098,0.000432,0.001539,0.002590
Validation R2 H1,0.999775,0.000048,0.999708,0.999813
Validation R2 H2,0.999582,0.000019,0.999559,0.999605
Validation R2 H3,0.999451,0.000063,0.999364,0.999511
Validation R2 H4,0.999324,0.000035,0.999292,0.999373
Validation R2 H5,0.999239,0.000118,0.999079,0.999359
Validation R2 H6,0.999015,0.000362,0.998606,0.999486
Validation Uncertainty H1,0.001995,0.000539,0.001561,0.002755
Validation Uncertainty H2,0.002322,0.000316,0.001996,0.002750
Validation Uncertainty H3,0.002186,0.000720,0.001296,0.003059
Validation Uncertainty H4,0.001973,0.000063,0.001893,0.002046
Validation Uncertainty H5,0.002212,0.000295,0.001865,0.002586
Validation Uncertainty H6,0.002417,0.000506,0.001715,0.002888
Validation SNR H1,668.134949,152.870911,454.013702,801.047791
Validation SNR H2,548.236755,70.855011,454.832184,626.360962
Validation SNR H3,647.025269,234.043259,408.734283,965.111511
Validation SNR H4,634.232666,20.326180,611.050903,660.543762
Validation SNR H5,575.134338,76.213936,483.641846,670.223145
Validation SNR H6,544.592773,131.546616,432.980713,729.293457
Test MAE H1,0.000760,0.000022,0.000736,0.000790
Test MAE H2,0.001020,0.000020,0.000993,0.001040
Test MAE H3,0.001231,0.000025,0.001213,0.001266
Test MAE H4,0.001422,0.000051,0.001353,0.001472
Test MAE H5,0.001511,0.000196,0.001239,0.001693
Test MAE H6,0.001535,0.000271,0.001179,0.001836
Test R2 H1,0.999258,0.000036,0.999209,0.999297
Test R2 H2,0.998678,0.000064,0.998627,0.998769
Test R2 H3,0.998091,0.000088,0.997968,0.998167
Test R2 H4,0.997532,0.000180,0.997333,0.997770
Test R2 H5,0.997339,0.000728,0.996548,0.998305
Test R2 H6,0.997241,0.001022,0.996009,0.998511
Test Uncertainty H1,0.000741,0.000174,0.000595,0.000986
Test Uncertainty H2,0.000738,0.000090,0.000660,0.000864
Test Uncertainty H3,0.000679,0.000122,0.000530,0.000830
Test Uncertainty H4,0.000814,0.000092,0.000686,0.000896
Test Uncertainty H5,0.001021,0.000031,0.000978,0.001050
Test Uncertainty H6,0.001149,0.000039,0.001109,0.001202
Test SNR H1,1679.630371,343.395386,1201.109741,1990.613037
Test SNR H2,1627.940430,184.711075,1370.330322,1794.229004
Test SNR H3,1803.759888,330.588837,1426.906616,2231.810547
Test SNR H4,1473.984985,179.516907,1321.288818,1725.981567
Test SNR H5,1160.349731,35.615505,1127.813232,1209.915649
Test SNR H6,1031.825684,34.667854,984.815674,1067.386108
