Metric,Average,Std Dev,Min,Max
Train MAE H1,0.002664,0.000000,0.002664,0.002664
Train MAE H2,0.003309,0.000000,0.003309,0.003309
Train MAE H3,0.003886,0.000000,0.003886,0.003886
Train MAE H4,0.004382,0.000000,0.004382,0.004382
Train MAE H5,0.004899,0.000000,0.004899,0.004899
Train MAE H6,0.005276,0.000000,0.005276,0.005276
Train Naive MAE H1,0.001395,0.000000,0.001395,0.001395
Train Naive MAE H2,0.002295,0.000000,0.002295,0.002295
Train Naive MAE H3,0.002992,0.000000,0.002992,0.002992
Train Naive MAE H4,0.003588,0.000000,0.003588,0.003588
Train Naive MAE H5,0.004105,0.000000,0.004105,0.004105
Train Naive MAE H6,0.004572,0.000000,0.004572,0.004572
Train R2 H1,0.998997,0.000000,0.998997,0.998997
Train R2 H2,0.998470,0.000000,0.998470,0.998470
Train R2 H3,0.997954,0.000000,0.997954,0.997954
Train R2 H4,0.997460,0.000000,0.997460,0.997460
Train R2 H5,0.996906,0.000000,0.996906,0.996906
Train R2 H6,0.996455,0.000000,0.996455,0.996455
Train Uncertainty H1,0.004593,0.000000,0.004593,0.004593
Train Uncertainty H2,0.005707,0.000000,0.005707,0.005707
Train Uncertainty H3,0.006653,0.000000,0.006653,0.006653
Train Uncertainty H4,0.007395,0.000000,0.007395,0.007395
Train Uncertainty H5,0.008190,0.000000,0.008190,0.008190
Train Uncertainty H6,0.008737,0.000000,0.008737,0.008737
Train SNR H1,262.482914,0.000000,262.482914,262.482914
Train SNR H2,211.250709,0.000000,211.250709,211.250709
Train SNR H3,181.197381,0.000000,181.197381,181.197381
Train SNR H4,163.024507,0.000000,163.024507,163.024507
Train SNR H5,147.188867,0.000000,147.188867,147.188867
Train SNR H6,137.984856,0.000000,137.984856,137.984856
Validation MAE H1,0.012528,0.000000,0.012528,0.012528
Validation MAE H2,0.012196,0.000000,0.012196,0.012196
Validation MAE H3,0.011733,0.000000,0.011733,0.011733
Validation MAE H4,0.011672,0.000000,0.011672,0.011672
Validation MAE H5,0.011722,0.000000,0.011722,0.011722
Validation MAE H6,0.011745,0.000000,0.011745,0.011745
Validation Naive MAE H1,0.001252,0.000000,0.001252,0.001252
Validation Naive MAE H2,0.002075,0.000000,0.002075,0.002075
Validation Naive MAE H3,0.002688,0.000000,0.002688,0.002688
Validation Naive MAE H4,0.003206,0.000000,0.003206,0.003206
Validation Naive MAE H5,0.003693,0.000000,0.003693,0.003693
Validation Naive MAE H6,0.004142,0.000000,0.004142,0.004142
Validation R2 H1,0.703890,0.000000,0.703890,0.703890
Validation R2 H2,0.725318,0.000000,0.725318,0.725318
Validation R2 H3,0.750338,0.000000,0.750338,0.750338
Validation R2 H4,0.761328,0.000000,0.761328,0.761328
Validation R2 H5,0.766259,0.000000,0.766259,0.766259
Validation R2 H6,0.769175,0.000000,0.769175,0.769175
Validation Uncertainty H1,0.016243,0.000000,0.016243,0.016243
Validation Uncertainty H2,0.014929,0.000000,0.014929,0.014929
Validation Uncertainty H3,0.014348,0.000000,0.014348,0.014348
Validation Uncertainty H4,0.013346,0.000000,0.013346,0.013346
Validation Uncertainty H5,0.012889,0.000000,0.012889,0.012889
Validation Uncertainty H6,0.013221,0.000000,0.013221,0.013221
Validation SNR H1,73.568260,0.000000,73.568260,73.568260
Validation SNR H2,80.001966,0.000000,80.001966,80.001966
Validation SNR H3,83.204412,0.000000,83.204412,83.204412
Validation SNR H4,89.402626,0.000000,89.402626,89.402626
Validation SNR H5,92.530555,0.000000,92.530555,92.530555
Validation SNR H6,90.173102,0.000000,90.173102,90.173102
Test MAE H1,0.018370,0.000000,0.018370,0.018370
Test MAE H2,0.016615,0.000000,0.016615,0.016615
Test MAE H3,0.014037,0.000000,0.014037,0.014037
Test MAE H4,0.013331,0.000000,0.013331,0.013331
Test MAE H5,0.012620,0.000000,0.012620,0.012620
Test MAE H6,0.011942,0.000000,0.011942,0.011942
Test Naive MAE H1,0.000793,0.000000,0.000793,0.000793
Test Naive MAE H2,0.001294,0.000000,0.001294,0.001294
Test Naive MAE H3,0.001676,0.000000,0.001676,0.001676
Test Naive MAE H4,0.002019,0.000000,0.002019,0.002019
Test Naive MAE H5,0.002313,0.000000,0.002313,0.002313
Test Naive MAE H6,0.002577,0.000000,0.002577,0.002577
Test R2 H1,-1.031042,0.000000,-1.031042,-1.031042
Test R2 H2,-0.689294,0.000000,-0.689294,-0.689294
Test R2 H3,-0.240572,0.000000,-0.240572,-0.240572
Test R2 H4,-0.143639,0.000000,-0.143639,-0.143639
Test R2 H5,-0.045824,0.000000,-0.045824,-0.045824
Test R2 H6,0.037041,0.000000,0.037041,0.037041
Test Uncertainty H1,0.015515,0.000000,0.015515,0.015515
Test Uncertainty H2,0.014562,0.000000,0.014562,0.014562
Test Uncertainty H3,0.014213,0.000000,0.014213,0.014213
Test Uncertainty H4,0.013836,0.000000,0.013836,0.013836
Test Uncertainty H5,0.013511,0.000000,0.013511,0.013511
Test Uncertainty H6,0.012944,0.000000,0.012944,0.012944
Test SNR H1,70.946886,0.000000,70.946886,70.946886
Test SNR H2,75.713216,0.000000,75.713216,75.713216
Test SNR H3,77.751325,0.000000,77.751325,77.751325
Test SNR H4,79.920700,0.000000,79.920700,79.920700
Test SNR H5,81.889471,0.000000,81.889471,81.889471
Test SNR H6,85.530837,0.000000,85.530837,85.530837
