Metric,Average,Std Dev,Min,Max
Train MAE H1,0.000959,0.000004,0.000954,0.000964
Train MAE H2,0.001400,0.000012,0.001388,0.001416
Train MAE H3,0.001722,0.000004,0.001716,0.001727
Train MAE H4,0.001998,0.000005,0.001991,0.002003
Train MAE H5,0.002263,0.000003,0.002258,0.002267
Train MAE H6,0.002472,0.000003,0.002468,0.002475
Train R2 H1,0.995236,0.000035,0.995196,0.995281
Train R2 H2,0.990315,0.000120,0.990148,0.990423
Train R2 H3,0.985465,0.000059,0.985406,0.985546
Train R2 H4,0.981022,0.000098,0.980933,0.981158
Train R2 H5,0.976190,0.000082,0.976125,0.976305
Train R2 H6,0.972019,0.000077,0.971910,0.972073
Train Uncertainty H1,0.000648,0.000052,0.000591,0.000716
Train Uncertainty H2,0.000756,0.000154,0.000607,0.000968
Train Uncertainty H3,0.000635,0.000103,0.000490,0.000716
Train Uncertainty H4,0.000704,0.000180,0.000561,0.000957
Train Uncertainty H5,0.000699,0.000119,0.000539,0.000826
Train Uncertainty H6,0.000691,0.000116,0.000607,0.000854
Train SNR H1,1897.286987,148.272919,1705.843750,2067.099121
Train SNR H2,1679.287231,312.143646,1261.673950,2011.988281
Train SNR H3,1982.799805,361.606018,1706.442993,2493.615479
Train SNR H4,1837.504272,400.113159,1275.511475,2175.588623
Train SNR H5,1804.341187,334.298065,1478.629272,2263.957275
Train SNR H6,1812.154907,270.958038,1429.110229,2012.896484
Validation MAE H1,0.001593,0.000325,0.001218,0.002012
Validation MAE H2,0.001734,0.000310,0.001352,0.002111
Validation MAE H3,0.001852,0.000297,0.001527,0.002245
Validation MAE H4,0.002116,0.000199,0.001915,0.002387
Validation MAE H5,0.002287,0.000194,0.002049,0.002525
Validation MAE H6,0.002912,0.000679,0.002310,0.003861
Validation R2 H1,0.999415,0.000223,0.999104,0.999611
Validation R2 H2,0.999079,0.000531,0.998344,0.999578
Validation R2 H3,0.999054,0.000488,0.998368,0.999454
Validation R2 H4,0.998838,0.000451,0.998201,0.999198
Validation R2 H5,0.998756,0.000346,0.998272,0.999062
Validation R2 H6,0.997258,0.002117,0.994267,0.998840
Validation Uncertainty H1,0.005769,0.001730,0.004080,0.008146
Validation Uncertainty H2,0.005217,0.001825,0.002926,0.007393
Validation Uncertainty H3,0.004455,0.002287,0.001946,0.007477
Validation Uncertainty H4,0.005020,0.001327,0.003533,0.006756
Validation Uncertainty H5,0.004705,0.001497,0.002869,0.006536
Validation Uncertainty H6,0.007291,0.004234,0.003283,0.013148
Validation SNR H1,235.458252,62.950989,153.516388,306.568665
Validation SNR H2,277.007111,109.663048,169.113190,427.432831
Validation SNR H3,375.703766,198.433136,167.267441,642.646484
Validation SNR H4,267.064667,69.023552,185.114395,353.968994
Validation SNR H5,297.642090,102.423836,191.346451,436.006622
Validation SNR H6,235.299911,116.732513,95.133682,380.913086
Test MAE H1,0.000892,0.000094,0.000803,0.001023
Test MAE H2,0.001236,0.000077,0.001162,0.001341
Test MAE H3,0.001381,0.000134,0.001278,0.001570
Test MAE H4,0.001641,0.000079,0.001551,0.001742
Test MAE H5,0.001779,0.000057,0.001725,0.001857
Test MAE H6,0.002039,0.000127,0.001948,0.002219
Test R2 H1,0.998979,0.000243,0.998640,0.999198
Test R2 H2,0.998081,0.000312,0.997644,0.998352
Test R2 H3,0.997585,0.000454,0.996944,0.997917
Test R2 H4,0.996693,0.000373,0.996189,0.997079
Test R2 H5,0.996210,0.000235,0.995884,0.996426
Test R2 H6,0.994962,0.000785,0.993852,0.995528
Test Uncertainty H1,0.001958,0.000704,0.001346,0.002944
Test Uncertainty H2,0.002308,0.000389,0.002016,0.002857
Test Uncertainty H3,0.001702,0.001184,0.000698,0.003365
Test Uncertainty H4,0.002282,0.000611,0.001480,0.002962
Test Uncertainty H5,0.001859,0.000665,0.001284,0.002791
Test Uncertainty H6,0.002540,0.001139,0.001651,0.004147
Test SNR H1,676.515442,201.258499,402.196045,879.395203
Test SNR H2,526.315735,79.326759,414.274231,587.248901
Test SNR H3,1061.274780,551.121582,351.863892,1695.541870
Test SNR H4,564.145264,171.110565,399.698364,800.109253
Test SNR H5,711.567078,210.437149,424.166290,922.172546
Test SNR H6,550.818604,189.625916,285.488068,717.199768
