DATE_TIME,Uncertainty_1,Uncertainty_2,Uncertainty_3,Uncertainty_4,Uncertainty_5,Uncertainty_6
2017-04-26 04:00:00,0.0008988767437452261,0.0008421055414692067,0.0009865275360616626,0.0013194635747677283,0.001226379601186422,0.0014836989615463214
2017-04-26 05:00:00,0.0008837728894878963,0.0008471136382900401,0.0009313656152766744,0.001394863499396836,0.0011434551603418366,0.0014859089032768112
2017-04-26 06:00:00,0.0011352537340681844,0.0008121420678106721,0.000714011174762285,0.0008421107485819114,0.00132170356211245,0.0012230449180271436
2017-04-26 07:00:00,0.0009211071947321956,0.0007876553023983595,0.0007834356409026571,0.0008822202423241279,0.0016972776750247848,0.0011053464116562496
2017-04-26 08:00:00,0.0009211071947321956,0.0007876553023983595,0.0007834356409026571,0.0008822202423241279,0.0016972776750247848,0.0011053464116562496
2017-04-26 09:00:00,0.0007626288579746352,0.0012224817198480033,0.001260616529478212,0.0014815102612802237,0.0018428630320638706,0.0019255336547536824
2017-04-26 10:00:00,0.0008583568796978375,0.0008156304330650383,0.0009013324532791957,0.0009342436641741348,0.0020208994092316543,0.0011244743314883874
2017-04-26 11:00:00,0.0008675707483985218,0.0009151803020893788,0.0010261807447658551,0.0013648995096145772,0.0013365795232164412,0.0015030446543919057
2017-04-26 12:00:00,0.0008121602104574248,0.0007936140582510989,0.0009285637829800137,0.0008896816380281248,0.002003079276023348,0.0011492787698797456
2017-04-26 13:00:00,0.000976287518332052,0.0009075033375432578,0.0010710748282422846,0.001441439339935026,0.001286452845220527,0.001541740346941753
2017-04-26 14:00:00,0.000999048380382586,0.0008768893651506418,0.0007987522285639874,0.0009110403046431585,0.0016516087018193534,0.001277487249518862
2017-04-26 15:00:00,0.0008729440545172914,0.0009434058425227027,0.0009599689069656337,0.001303688580720042,0.0017730187770142,0.0015873792273583458
2017-04-26 16:00:00,0.0009574082297697718,0.0008928703091933068,0.0010575940806958626,0.001421599835106854,0.0012728065501257096,0.0014884080789882462
2017-04-26 17:00:00,0.0008002188206811548,0.0012641185532995761,0.0012135503555441515,0.0014113861605916742,0.001480564505679674,0.0015738737775627361
2017-04-26 18:00:00,0.0007639205490883477,0.0009606520984836886,0.0009917080461042307,0.0013286299564399162,0.0014656788963143175,0.001391232842486407
2017-04-26 19:00:00,0.0011669514886759368,0.001150401970632259,0.0010755792295154048,0.0011669370911772934,0.0011908550087051,0.0014503180139053095
2017-04-26 20:00:00,0.0008651441805551589,0.000955988693907747,0.0009814224885410672,0.0013123515786867023,0.0017780022042355726,0.001375088452050404
2017-04-26 21:00:00,0.0008675707483985218,0.0009151803020893788,0.0010261807447658551,0.0013648995096145772,0.0013365795232164412,0.0015030446543919057
2017-04-26 22:00:00,0.0008803286434043965,0.0008240393577282712,0.0010559278553778834,0.0015522626193046841,0.0012518111277013888,0.0015537705336500578
2017-04-26 23:00:00,0.0007610899128256351,0.000899715765255024,0.0011989186365503497,0.001322124458251615,0.0015085550385616406,0.0014712551989364499
2017-04-27 00:00:00,0.0007688714166065413,0.0011304399562415339,0.0009464292393956932,0.0012850804308846698,0.0014744568034025416,0.0013607548898639935
2017-04-27 01:00:00,0.000976287518332052,0.0009075033375432578,0.0010710748282422846,0.001441439339935026,0.001286452845220527,0.001541740346941753
2017-04-27 02:00:00,0.0008675707483985218,0.0009151803020893788,0.0010261807447658551,0.0013648995096145772,0.0013365795232164412,0.0015030446543919057
2017-04-27 03:00:00,0.0007688714166065413,0.0011304399562415339,0.0009464292393956932,0.0012850804308846698,0.0014744568034025416,0.0013607548898639935
2017-04-27 04:00:00,0.0007753141385196398,0.0009503122292068676,0.0009781352316051602,0.0012533685963366553,0.0016246816129701924,0.0013519668928496504
2017-04-27 05:00:00,0.0008763865443459685,0.0008799151659944868,0.0009638311622261024,0.0010529959501162894,0.0019144944119569754,0.0012778421905886087
2017-04-27 06:00:00,0.000870571375958501,0.0008231260650176998,0.0009095823786355116,0.0011102025839198656,0.00114161043530408,0.0013975936279105572
2017-04-27 07:00:00,0.0007625779011860157,0.001073353798929005,0.0009465318718763758,0.0013029316600782696,0.0015599506036262946,0.0014532760090493414
2017-04-27 08:00:00,0.0009719904315181011,0.000901609088187019,0.0010224246521223044,0.0013477007222960071,0.0012908604752507392,0.0014770604186360755
2017-04-27 09:00:00,0.0009211071947321956,0.0007876553023983595,0.0007834356409026571,0.0008822202423241279,0.0016972776750247848,0.0011053464116562496
2017-04-27 10:00:00,0.0009719904315181011,0.000901609088187019,0.0010224246521223044,0.0013477007222960071,0.0012908604752507392,0.0014770604186360755
2017-04-27 11:00:00,0.0009234240756951231,0.0007711243196305537,0.0007563333957010418,0.0008535871123212728,0.0015936493476575754,0.001105567026922295
2017-04-27 12:00:00,0.001002746603199447,0.0011690819109020155,0.001075991247999184,0.0011867946286699866,0.0011783414200211334,0.0014253402676643052
2017-04-27 13:00:00,0.0011796519132444316,0.0008806502275134856,0.0007661478595926785,0.000907026146972283,0.0013700518041853571,0.0012112382397347278
2017-04-27 14:00:00,0.000976287518332052,0.0009075033375432578,0.0010710748282422846,0.001441439339935026,0.001286452845220527,0.001541740346941753
2017-04-27 15:00:00,0.0007603924350861012,0.0009578975435607463,0.0009853466898318791,0.0013288099748423074,0.0015562249987140328,0.0014759544038777037
2017-04-27 16:00:00,0.0006078112500819273,0.0011339276552224267,0.0008369977234121709,0.0009975885096838773,0.0011068869403863745,0.0013710397417821473
2017-04-27 17:00:00,0.0008837728894878963,0.0008471136382900401,0.0009313656152766744,0.001394863499396836,0.0011434551603418366,0.0014859089032768112
