Metric,Average,Std Dev,Min,Max
Train MAE H4,0.004392,0.000000,0.004392,0.004392
Train MAE H8,0.007236,0.000000,0.007236,0.007236
Train MAE H12,0.005506,0.000000,0.005506,0.005506
Train MAE H16,0.005750,0.000000,0.005750,0.005750
Train MAE H20,0.005871,0.000000,0.005871,0.005871
Train MAE H24,0.006972,0.000000,0.006972,0.006972
Train Naive MAE H4,0.001813,0.000000,0.001813,0.001813
Train Naive MAE H8,0.002746,0.000000,0.002746,0.002746
Train Naive MAE H12,0.003481,0.000000,0.003481,0.003481
Train Naive MAE H16,0.004085,0.000000,0.004085,0.004085
Train Naive MAE H20,0.004622,0.000000,0.004622,0.004622
Train Naive MAE H24,0.005132,0.000000,0.005132,0.005132
Train R2 H4,0.930772,0.000000,0.930772,0.930772
Train R2 H8,0.838292,0.000000,0.838292,0.838292
Train R2 H12,0.894529,0.000000,0.894529,0.894529
Train R2 H16,0.882359,0.000000,0.882359,0.882359
Train R2 H20,0.878661,0.000000,0.878661,0.878661
Train R2 H24,0.836293,0.000000,0.836293,0.836293
Train Uncertainty H4,0.014143,0.000000,0.014143,0.014143
Train Uncertainty H8,0.014705,0.000000,0.014705,0.014705
Train Uncertainty H12,0.015174,0.000000,0.015174,0.015174
Train Uncertainty H16,0.014972,0.000000,0.014972,0.014972
Train Uncertainty H20,0.013644,0.000000,0.013644,0.013644
Train Uncertainty H24,0.014310,0.000000,0.014310,0.014310
Train SNR H4,92.514737,0.000000,92.514737,92.514737
Train SNR H8,89.347047,0.000000,89.347047,89.347047
Train SNR H12,86.336741,0.000000,86.336741,86.336741
Train SNR H16,87.386896,0.000000,87.386896,87.386896
Train SNR H20,95.962585,0.000000,95.962585,95.962585
Train SNR H24,91.660501,0.000000,91.660501,91.660501
Validation MAE H4,0.019359,0.000000,0.019359,0.019359
Validation MAE H8,0.013856,0.000000,0.013856,0.013856
Validation MAE H12,0.018103,0.000000,0.018103,0.018103
Validation MAE H16,0.015991,0.000000,0.015991,0.015991
Validation MAE H20,0.017845,0.000000,0.017845,0.017845
Validation MAE H24,0.014779,0.000000,0.014779,0.014779
Validation Naive MAE H4,0.001488,0.000000,0.001488,0.001488
Validation Naive MAE H8,0.002240,0.000000,0.002240,0.002240
Validation Naive MAE H12,0.002837,0.000000,0.002837,0.002837
Validation Naive MAE H16,0.003357,0.000000,0.003357,0.003357
Validation Naive MAE H20,0.003833,0.000000,0.003833,0.003833
Validation Naive MAE H24,0.004263,0.000000,0.004263,0.004263
Validation R2 H4,0.390357,0.000000,0.390357,0.390357
Validation R2 H8,0.677156,0.000000,0.677156,0.677156
Validation R2 H12,0.459379,0.000000,0.459379,0.459379
Validation R2 H16,0.569245,0.000000,0.569245,0.569245
Validation R2 H20,0.472255,0.000000,0.472255,0.472255
Validation R2 H24,0.631821,0.000000,0.631821,0.631821
Validation Uncertainty H4,0.039449,0.000000,0.039449,0.039449
Validation Uncertainty H8,0.037392,0.000000,0.037392,0.037392
Validation Uncertainty H12,0.038763,0.000000,0.038763,0.038763
Validation Uncertainty H16,0.037648,0.000000,0.037648,0.037648
Validation Uncertainty H20,0.038523,0.000000,0.038523,0.038523
Validation Uncertainty H24,0.037470,0.000000,0.037470,0.037470
Validation SNR H4,29.670068,0.000000,29.670068,29.670068
Validation SNR H8,31.522229,0.000000,31.522229,31.522229
Validation SNR H12,30.244832,0.000000,30.244832,30.244832
Validation SNR H16,31.207494,0.000000,31.207494,31.207494
Validation SNR H20,30.439296,0.000000,30.439296,30.439296
Validation SNR H24,31.429424,0.000000,31.429424,31.429424
Test MAE H4,0.026966,0.000000,0.026966,0.026966
Test MAE H8,0.018504,0.000000,0.018504,0.018504
Test MAE H12,0.024987,0.000000,0.024987,0.024987
Test MAE H16,0.020755,0.000000,0.020755,0.020755
Test MAE H20,0.024388,0.000000,0.024388,0.024388
Test MAE H24,0.018431,0.000000,0.018431,0.018431
Test Naive MAE H4,0.000979,0.000000,0.000979,0.000979
Test Naive MAE H8,0.001446,0.000000,0.001446,0.001446
Test Naive MAE H12,0.001837,0.000000,0.001837,0.001837
Test Naive MAE H16,0.002172,0.000000,0.002172,0.002172
Test Naive MAE H20,0.002448,0.000000,0.002448,0.002448
Test Naive MAE H24,0.002702,0.000000,0.002702,0.002702
Test R2 H4,-3.858004,0.000000,-3.858004,-3.858004
Test R2 H8,-1.559174,0.000000,-1.559174,-1.559174
Test R2 H12,-3.299593,0.000000,-3.299593,-3.299593
Test R2 H16,-2.135557,0.000000,-2.135557,-2.135557
Test R2 H20,-3.152313,0.000000,-3.152313,-3.152313
Test R2 H24,-1.583150,0.000000,-1.583150,-1.583150
Test Uncertainty H4,0.059525,0.000000,0.059525,0.059525
Test Uncertainty H8,0.057100,0.000000,0.057100,0.057100
Test Uncertainty H12,0.058897,0.000000,0.058897,0.058897
Test Uncertainty H16,0.057197,0.000000,0.057197,0.057197
Test Uncertainty H20,0.059342,0.000000,0.059342,0.059342
Test Uncertainty H24,0.056693,0.000000,0.056693,0.056693
Test SNR H4,18.366207,0.000000,18.366207,18.366207
Test SNR H8,19.311960,0.000000,19.311960,19.311960
Test SNR H12,18.596837,0.000000,18.596837,18.596837
Test SNR H16,19.231832,0.000000,19.231832,19.231832
Test SNR H20,18.468678,0.000000,18.468678,18.468678
Test SNR H24,19.450910,0.000000,19.450910,19.450910
