DATE_TIME,Uncertainty_1,Uncertainty_2,Uncertainty_3,Uncertainty_4,Uncertainty_5,Uncertainty_6
2017-04-28 19:00:00,0.0047852183,0.0053036306,0.0036274765,0.004842592,0.005373542,0.004702163
2017-04-28 20:00:00,0.0068186913,0.0071281777,0.006893526,0.0071001537,0.008303054,0.006878349
2017-04-30 21:00:00,0.005033554,0.0058746487,0.005432169,0.005148017,0.0067661796,0.0051578954
2017-04-30 22:00:00,0.004563892,0.00457206,0.0046335636,0.004604695,0.0045850156,0.004507137
2017-04-30 23:00:00,0.004539359,0.0046407934,0.0041763536,0.0040056836,0.004931073,0.004397933
2017-05-01 00:00:00,0.0039002404,0.0033667053,0.0037668087,0.0032238858,0.0035504801,0.0039000493
2017-05-01 01:00:00,0.005745026,0.006422586,0.0054808543,0.0049976045,0.0059483503,0.005314759
2017-05-01 02:00:00,0.00638124,0.0059670354,0.0054594846,0.0062107593,0.0071272203,0.0059601106
2017-05-01 03:00:00,0.005015507,0.0058642062,0.005123742,0.0051415353,0.00542386,0.0051869336
2017-05-01 04:00:00,0.005518163,0.0058477004,0.005077794,0.0057586064,0.0063806353,0.0061514783
2017-05-01 05:00:00,0.005829718,0.0057282764,0.0055863643,0.005181149,0.0070546987,0.0052302396
2017-05-01 06:00:00,0.004759583,0.0056834617,0.004626385,0.0040510404,0.0052310987,0.0049987715
2017-05-01 07:00:00,0.0040281108,0.004382238,0.00397094,0.0032410107,0.0042770817,0.0040854393
2017-05-01 08:00:00,0.0070004836,0.0070221904,0.0071234945,0.0069450256,0.007876222,0.00743906
2017-05-01 09:00:00,0.0055721435,0.005885864,0.0053711776,0.005076445,0.006583434,0.0058794958
2017-05-01 10:00:00,0.0059174756,0.0068047047,0.006356752,0.005925843,0.007162234,0.0067111044
2017-05-01 11:00:00,0.00632639,0.0072405995,0.006207128,0.0066419416,0.0064814226,0.0069753686
2017-05-01 12:00:00,0.005408478,0.0062837177,0.0060111443,0.0058371695,0.006186939,0.005712129
2017-05-01 13:00:00,0.0069847726,0.0067252433,0.006387583,0.005889396,0.007432831,0.006524477
2017-05-01 14:00:00,0.0043943785,0.0046376735,0.004763551,0.004898697,0.005189241,0.005043504
2017-05-01 15:00:00,0.0068545844,0.0065178713,0.007057335,0.0072005177,0.008008962,0.006495261
2017-05-01 16:00:00,0.005696358,0.005773188,0.005687141,0.004758583,0.005990266,0.0059441603
2017-05-01 17:00:00,0.0059922086,0.006191162,0.005708772,0.005706817,0.00631248,0.0056632333
2017-05-01 18:00:00,0.0055781915,0.005347983,0.004898381,0.0052279867,0.004889627,0.0050875256
2017-05-01 19:00:00,0.0056996765,0.00549925,0.005667131,0.005466917,0.0067653353,0.005304919
2017-05-01 20:00:00,0.005887141,0.0062682335,0.005414668,0.005605369,0.006977165,0.005386426
2017-05-01 21:00:00,0.0048493557,0.005790199,0.00537768,0.0058813766,0.0064931307,0.0056897053
2017-05-01 22:00:00,0.0058200234,0.0070152865,0.0063713393,0.007483232,0.0074982154,0.006812214
2017-05-01 23:00:00,0.0056676203,0.0059913015,0.005549931,0.006041908,0.0070372424,0.005372343
2017-05-02 00:00:00,0.005992896,0.0070261145,0.00527509,0.005747975,0.006902148,0.006153118
2017-05-02 01:00:00,0.00492804,0.0055835424,0.0052402616,0.0048832493,0.005730739,0.0056574023
2017-05-02 02:00:00,0.0036293475,0.0040998477,0.003475319,0.0039536282,0.004604735,0.0042141764
2017-05-02 03:00:00,0.004423138,0.0047344565,0.0049489723,0.004321839,0.005548497,0.0047007557
2017-05-02 04:00:00,0.0051106904,0.004870551,0.0052881166,0.004958583,0.0057745827,0.0049305446
2017-05-02 05:00:00,0.004152394,0.004898563,0.004427743,0.0040253345,0.004318129,0.0043389793
2017-05-02 06:00:00,0.0053523383,0.0051189726,0.0055048726,0.0045419373,0.0057860366,0.0053870725
2017-05-02 07:00:00,0.0046841325,0.005108284,0.0041884836,0.004424335,0.0050516245,0.0054562557
2017-05-02 08:00:00,0.0056770556,0.0061594383,0.0052597187,0.005991807,0.0067675444,0.006022581
2017-05-02 09:00:00,0.0054551293,0.006085353,0.005547073,0.006164002,0.005993157,0.005875037
2017-05-02 10:00:00,0.0061256,0.0073009213,0.005754845,0.006349543,0.007111269,0.006398747
2017-05-02 11:00:00,0.005240902,0.005922696,0.0054613464,0.0052832295,0.0063835215,0.005134591
2017-05-02 12:00:00,0.0052020205,0.005244057,0.0052659386,0.004689384,0.005844367,0.0053877532
2017-05-02 13:00:00,0.0049650418,0.0051965397,0.004969047,0.004234976,0.005318091,0.005096163
2017-05-02 14:00:00,0.0038810847,0.0044290815,0.00417369,0.004890179,0.004696267,0.004411579
2017-05-02 15:00:00,0.00523369,0.005214553,0.0052604987,0.0056944517,0.005822814,0.0053724824
2017-05-02 16:00:00,0.008021155,0.00789599,0.0078044394,0.007576409,0.008307342,0.007488444
2017-05-02 17:00:00,0.0057794196,0.0061390274,0.005685276,0.0048461133,0.005999787,0.0061119287
2017-05-02 18:00:00,0.0059756963,0.0065256655,0.005441844,0.0062851505,0.006801901,0.0064337216
2017-05-02 19:00:00,0.005780856,0.00649822,0.005656869,0.0055565857,0.006426533,0.0060615595
2017-05-02 20:00:00,0.0053772596,0.0070642554,0.006392877,0.0054211468,0.0069723935,0.006098995
2017-05-02 21:00:00,0.0052194344,0.0054255268,0.0053052455,0.0064139534,0.0058778464,0.0057519837
2017-05-02 22:00:00,0.004126779,0.0053670947,0.004721825,0.004285984,0.005415412,0.004523236
2017-05-02 23:00:00,0.005606063,0.006021965,0.0057416884,0.005797268,0.0060769944,0.0056172577
2017-05-03 00:00:00,0.004963757,0.0057445816,0.004337247,0.005014902,0.005915536,0.005619008
2017-05-03 01:00:00,0.005294478,0.0058905296,0.005915446,0.0052655316,0.006314251,0.0055998936
2017-05-03 02:00:00,0.0047508082,0.005098943,0.0049203923,0.0044444096,0.0059719877,0.005015323
2017-05-03 03:00:00,0.00426455,0.005116899,0.004167601,0.00457318,0.004551948,0.00447393
2017-05-03 04:00:00,0.0062918155,0.0069762003,0.0062805065,0.0056843096,0.005876703,0.00561787
2017-05-03 05:00:00,0.0048338124,0.005224998,0.0047005517,0.004512182,0.005722287,0.00493662
2017-05-03 06:00:00,0.0043556364,0.005067241,0.0048101265,0.00532676,0.0050293226,0.0051671322
