Metric,Average,Std Dev,Max,Min
Training MAE,0.0013926515768895433,0.0,0.0013926515768895433,0.0013926515768895433
Training R²,0.9999204161385388,0.0,0.9999204161385388,0.9999204161385388
Validation MAE,0.046690811588768366,0.0,0.046690811588768366,0.046690811588768366
Validation R²,0.575765825136401,0.0,0.575765825136401,0.575765825136401
