Metric,Average,Std Dev,Min,Max
Train MAE H1,0.000884,0.000003,0.000880,0.000888
Train MAE H2,0.001258,0.000010,0.001245,0.001270
Train MAE H3,0.001527,0.000031,0.001491,0.001567
Train MAE H4,0.001728,0.000051,0.001658,0.001776
Train MAE H5,0.001860,0.000071,0.001765,0.001936
Train MAE H6,0.001967,0.000105,0.001827,0.002079
Train R2 H1,0.996361,0.000033,0.996327,0.996406
Train R2 H2,0.992917,0.000192,0.992706,0.993170
Train R2 H3,0.990082,0.000627,0.989219,0.990691
Train R2 H4,0.987976,0.000946,0.987050,0.989275
Train R2 H5,0.986736,0.001250,0.985322,0.988363
Train R2 H6,0.985470,0.001811,0.983489,0.987867
Train Uncertainty H1,0.000222,0.000051,0.000171,0.000291
Train Uncertainty H2,0.000330,0.000041,0.000297,0.000388
Train Uncertainty H3,0.000428,0.000029,0.000393,0.000463
Train Uncertainty H4,0.000545,0.000008,0.000536,0.000555
Train Uncertainty H5,0.000622,0.000010,0.000609,0.000634
Train Uncertainty H6,0.000679,0.000061,0.000593,0.000732
Train SNR H1,5721.983887,1197.430908,4154.338867,7060.448730
Train SNR H2,3712.932373,425.025421,3115.677734,4070.169678
Train SNR H3,2835.829834,190.802368,2615.033447,3080.559814
Train SNR H4,2220.107422,31.350880,2179.645020,2256.036133
Train SNR H5,1944.112793,31.726162,1908.374146,1985.474365
Train SNR H6,1798.115723,172.485245,1651.151855,2040.203613
Validation MAE H1,0.000889,0.000032,0.000862,0.000933
Validation MAE H2,0.001264,0.000037,0.001213,0.001301
Validation MAE H3,0.001567,0.000086,0.001474,0.001681
Validation MAE H4,0.001785,0.000012,0.001773,0.001802
Validation MAE H5,0.002468,0.000556,0.001983,0.003246
Validation MAE H6,0.002278,0.000209,0.002038,0.002546
Validation R2 H1,0.999818,0.000007,0.999808,0.999825
Validation R2 H2,0.999633,0.000012,0.999624,0.999650
Validation R2 H3,0.999454,0.000046,0.999396,0.999507
Validation R2 H4,0.999327,0.000031,0.999291,0.999366
Validation R2 H5,0.998876,0.000458,0.998234,0.999272
Validation R2 H6,0.998997,0.000145,0.998847,0.999193
Validation Uncertainty H1,0.001431,0.000363,0.001061,0.001924
Validation Uncertainty H2,0.001584,0.000252,0.001353,0.001935
Validation Uncertainty H3,0.002039,0.000574,0.001623,0.002851
Validation Uncertainty H4,0.001907,0.000048,0.001845,0.001961
Validation Uncertainty H5,0.001872,0.000425,0.001303,0.002325
Validation Uncertainty H6,0.001887,0.000441,0.001264,0.002219
Validation SNR H1,928.741943,216.843552,650.088318,1178.955200
Validation SNR H2,808.206848,118.081169,646.394592,924.852783
Validation SNR H3,656.652527,154.180664,438.683228,770.593018
Validation SNR H4,655.902161,16.555182,637.461182,677.614990
Validation SNR H5,708.443787,181.524582,536.952576,959.627686
Validation SNR H6,708.525940,198.164078,563.315796,988.709961
Test MAE H1,0.000737,0.000004,0.000733,0.000743
Test MAE H2,0.001035,0.000011,0.001022,0.001048
Test MAE H3,0.001240,0.000025,0.001216,0.001275
Test MAE H4,0.001384,0.000046,0.001323,0.001431
Test MAE H5,0.001503,0.000069,0.001406,0.001554
Test MAE H6,0.001637,0.000107,0.001485,0.001714
Test R2 H1,0.999290,0.000007,0.999281,0.999298
Test R2 H2,0.998643,0.000042,0.998594,0.998696
Test R2 H3,0.998102,0.000100,0.997960,0.998178
Test R2 H4,0.997691,0.000183,0.997507,0.997940
Test R2 H5,0.997393,0.000251,0.997173,0.997744
Test R2 H6,0.996997,0.000380,0.996682,0.997530
Test Uncertainty H1,0.000464,0.000078,0.000406,0.000575
Test Uncertainty H2,0.000595,0.000103,0.000520,0.000742
Test Uncertainty H3,0.000652,0.000078,0.000585,0.000762
Test Uncertainty H4,0.000644,0.000054,0.000575,0.000706
Test Uncertainty H5,0.000667,0.000080,0.000554,0.000730
Test Uncertainty H6,0.000794,0.000107,0.000645,0.000892
Test SNR H1,2616.042969,394.059570,2059.519531,2919.518555
Test SNR H2,2043.529419,316.194305,1596.462402,2275.219971
Test SNR H3,1840.386597,205.383301,1553.695312,2024.099854
Test SNR H4,1852.383423,157.707916,1676.576782,2059.142578
Test SNR H5,1804.157715,237.116989,1621.257568,2139.015625
Test SNR H6,1521.429199,224.130096,1327.480957,1835.519653
