Metric,Average,Std Dev,Max,Min
Training MAE,0.001474165193376347,0.0,0.001474165193376347,0.001474165193376347
Training R²,0.9978055827420879,0.0,0.9978055827420879,0.9978055827420879
Validation MAE,0.08016415889135496,0.0,0.08016415889135496,0.08016415889135496
Validation R²,-0.044049079719415705,0.0,-0.044049079719415705,-0.044049079719415705
