Metric,Average,Std Dev,Min,Max
Train MAE H1,0.000945,0.000001,0.000944,0.000945
Train MAE H2,0.001375,0.000001,0.001374,0.001377
Train MAE H3,0.001689,0.000013,0.001671,0.001701
Train MAE H4,0.001940,0.000045,0.001877,0.001982
Train MAE H5,0.002123,0.000050,0.002056,0.002175
Train MAE H6,0.002220,0.000041,0.002164,0.002262
Train R2 H1,0.995357,0.000006,0.995351,0.995365
Train R2 H2,0.990671,0.000017,0.990659,0.990696
Train R2 H3,0.986173,0.000338,0.985885,0.986649
Train R2 H4,0.982561,0.001333,0.981311,0.984408
Train R2 H5,0.980106,0.001323,0.978640,0.981846
Train R2 H6,0.978990,0.000976,0.977971,0.980305
Train Uncertainty H1,0.000204,0.000006,0.000200,0.000212
Train Uncertainty H2,0.000260,0.000009,0.000249,0.000271
Train Uncertainty H3,0.000343,0.000034,0.000303,0.000386
Train Uncertainty H4,0.000419,0.000052,0.000361,0.000487
Train Uncertainty H5,0.000562,0.000038,0.000510,0.000598
Train Uncertainty H6,0.000671,0.000013,0.000655,0.000688
Train SNR H1,5987.638672,168.780685,5748.969727,6109.842285
Train SNR H2,4698.067871,164.033600,4500.904297,4902.505371
Train SNR H3,3590.508057,354.705811,3161.926025,4030.547607
Train SNR H4,2957.464844,357.646118,2505.276367,3379.799561
Train SNR H5,2181.046387,152.377792,2041.841797,2393.109375
Train SNR H6,1819.387695,36.137203,1775.557129,1864.062744
Validation MAE H1,0.001272,0.000053,0.001197,0.001320
Validation MAE H2,0.001504,0.000081,0.001443,0.001618
Validation MAE H3,0.001914,0.000130,0.001739,0.002051
Validation MAE H4,0.002003,0.000053,0.001962,0.002078
Validation MAE H5,0.002291,0.000188,0.002082,0.002537
Validation MAE H6,0.003018,0.000571,0.002506,0.003815
Validation R2 H1,0.999673,0.000030,0.999642,0.999714
Validation R2 H2,0.999527,0.000043,0.999466,0.999561
Validation R2 H3,0.999267,0.000083,0.999162,0.999364
Validation R2 H4,0.999180,0.000052,0.999115,0.999243
Validation R2 H5,0.998964,0.000126,0.998798,0.999104
Validation R2 H6,0.998345,0.000565,0.997550,0.998820
Validation Uncertainty H1,0.004285,0.000260,0.003919,0.004490
Validation Uncertainty H2,0.003673,0.000496,0.003273,0.004371
Validation Uncertainty H3,0.004237,0.000829,0.003607,0.005407
Validation Uncertainty H4,0.003844,0.000827,0.002714,0.004672
Validation Uncertainty H5,0.003940,0.000326,0.003522,0.004316
Validation Uncertainty H6,0.004170,0.000336,0.003707,0.004493
Validation SNR H1,292.996185,18.546490,278.578979,319.180206
Validation SNR H2,346.205536,42.827061,286.011108,382.108795
Validation SNR H3,305.326508,52.558052,231.152344,346.557190
Validation SNR H4,343.333405,84.106041,267.715210,460.654480
Validation SNR H5,319.470459,27.058981,289.451599,355.033081
Validation SNR H6,301.621918,25.503735,277.796539,336.985077
Test MAE H1,0.000902,0.000077,0.000802,0.000988
Test MAE H2,0.001122,0.000034,0.001093,0.001170
Test MAE H3,0.001356,0.000011,0.001345,0.001371
Test MAE H4,0.001567,0.000062,0.001480,0.001618
Test MAE H5,0.001703,0.000026,0.001684,0.001740
Test MAE H6,0.001794,0.000009,0.001786,0.001807
Test R2 H1,0.998945,0.000199,0.998706,0.999193
Test R2 H2,0.998454,0.000081,0.998341,0.998527
Test R2 H3,0.997773,0.000036,0.997726,0.997814
Test R2 H4,0.997093,0.000267,0.996875,0.997468
Test R2 H5,0.996637,0.000105,0.996506,0.996764
Test R2 H6,0.996372,0.000077,0.996271,0.996458
Test Uncertainty H1,0.001872,0.000515,0.001176,0.002406
Test Uncertainty H2,0.001479,0.000222,0.001266,0.001785
Test Uncertainty H3,0.001664,0.000066,0.001596,0.001754
Test Uncertainty H4,0.001715,0.000211,0.001504,0.002003
Test Uncertainty H5,0.001868,0.000320,0.001500,0.002281
Test Uncertainty H6,0.001867,0.000064,0.001787,0.001943
Test SNR H1,693.910156,224.426987,492.154816,1006.972412
Test SNR H2,817.645020,114.108688,663.260376,935.521851
Test SNR H3,712.669250,27.802097,675.137451,741.581970
Test SNR H4,700.620544,81.870766,590.899597,787.500061
Test SNR H5,652.546143,110.232872,519.147156,789.105957
Test SNR H6,635.107605,21.766041,609.410034,662.631775
