Metric,Average,Std Dev,Min,Max
Train MAE H1,0.001048,0.000046,0.000984,0.001089
Train MAE H2,0.001462,0.000031,0.001419,0.001489
Train MAE H3,0.001798,0.000024,0.001764,0.001817
Train MAE H4,0.002061,0.000021,0.002033,0.002084
Train MAE H5,0.002330,0.000040,0.002280,0.002379
Train MAE H6,0.002561,0.000027,0.002523,0.002584
Train R2 H1,0.995883,0.000227,0.995679,0.996199
Train R2 H2,0.992075,0.000203,0.991912,0.992361
Train R2 H3,0.988086,0.000331,0.987829,0.988553
Train R2 H4,0.984769,0.000337,0.984470,0.985240
Train R2 H5,0.981188,0.000366,0.980767,0.981659
Train R2 H6,0.977952,0.000282,0.977736,0.978350
Train Uncertainty H1,0.001973,0.000602,0.001137,0.002526
Train Uncertainty H2,0.001934,0.000547,0.001164,0.002381
Train Uncertainty H3,0.002221,0.000589,0.001410,0.002795
Train Uncertainty H4,0.002101,0.000594,0.001317,0.002752
Train Uncertainty H5,0.002188,0.000542,0.001481,0.002798
Train Uncertainty H6,0.002199,0.000604,0.001345,0.002645
Train SNR H1,700.886475,266.551880,484.411743,1076.385620
Train SNR H2,702.324219,247.031952,513.784241,1051.303223
Train SNR H3,601.017517,189.955887,437.747620,867.401123
Train SNR H4,640.333435,208.409973,444.459900,928.998352
Train SNR H5,599.333069,164.971619,437.142212,825.666382
Train SNR H6,613.526672,209.002823,462.472046,909.077026
Validation MAE H1,0.004094,0.001937,0.001609,0.006336
Validation MAE H2,0.004148,0.001640,0.001950,0.005889
Validation MAE H3,0.003687,0.001346,0.002241,0.005482
Validation MAE H4,0.004349,0.001475,0.002406,0.005979
Validation MAE H5,0.005160,0.001801,0.002815,0.007193
Validation MAE H6,0.004483,0.001178,0.002827,0.005463
Validation R2 H1,0.993866,0.004642,0.988037,0.999396
Validation R2 H2,0.994595,0.003758,0.989944,0.999148
Validation R2 H3,0.995735,0.003508,0.990859,0.998966
Validation R2 H4,0.994891,0.003231,0.990903,0.998817
Validation R2 H5,0.992233,0.005330,0.985419,0.998431
Validation R2 H6,0.995329,0.002144,0.993578,0.998349
Validation Uncertainty H1,0.020685,0.010995,0.006306,0.033001
Validation Uncertainty H2,0.020048,0.010033,0.006634,0.030759
Validation Uncertainty H3,0.016645,0.008443,0.007294,0.027750
Validation Uncertainty H4,0.018559,0.008377,0.007070,0.026805
Validation Uncertainty H5,0.023288,0.011033,0.008511,0.035015
Validation Uncertainty H6,0.018104,0.007459,0.007598,0.024191
Validation SNR H1,97.057808,71.918404,37.905293,198.286835
Validation SNR H2,94.727295,66.615067,40.650166,188.572281
Validation SNR H3,100.154793,52.822189,45.057823,171.389877
Validation SNR H4,93.596680,58.998024,46.649498,176.804031
Validation SNR H5,76.683983,49.875904,35.675659,146.888718
Validation SNR H6,90.582985,52.330708,51.649364,164.555618
Test MAE H1,0.001878,0.000958,0.000880,0.003171
Test MAE H2,0.002028,0.000750,0.001134,0.002969
Test MAE H3,0.002003,0.000410,0.001535,0.002532
Test MAE H4,0.002494,0.000703,0.001658,0.003378
Test MAE H5,0.002742,0.000708,0.001835,0.003561
Test MAE H6,0.002682,0.000516,0.001988,0.003226
Test R2 H1,0.990380,0.010029,0.976320,0.999022
Test R2 H2,0.991589,0.006954,0.982038,0.998393
Test R2 H3,0.993850,0.003293,0.989365,0.997177
Test R2 H4,0.988692,0.007780,0.978166,0.996726
Test R2 H5,0.987342,0.007727,0.977304,0.996101
Test R2 H6,0.990500,0.003872,0.985971,0.995429
Test Uncertainty H1,0.008190,0.005706,0.002108,0.015824
Test Uncertainty H2,0.007758,0.004787,0.001932,0.013656
Test Uncertainty H3,0.006793,0.003089,0.003125,0.010681
Test Uncertainty H4,0.008116,0.004454,0.002701,0.013609
Test Uncertainty H5,0.009247,0.004806,0.002865,0.014465
Test Uncertainty H6,0.007302,0.003609,0.002619,0.011400
Test SNR H1,271.631104,209.388626,74.839226,561.651978
Test SNR H2,284.510040,233.732010,86.674500,612.756836
Test SNR H3,223.238724,113.546486,110.852882,378.760773
Test SNR H4,224.143677,153.408554,86.933701,438.286774
Test SNR H5,202.910461,149.269577,81.796303,413.202759
Test SNR H6,235.263199,154.430405,103.793549,452.027557
