Metric,Average,Std Dev,Max,Min
Training MAE,0.0012227074080409374,0.0,0.0012227074080409374,0.0012227074080409374
Training R²,0.9994082060837073,0.0,0.9994082060837073,0.9994082060837073
Validation MAE,0.0461109105927461,0.0,0.0461109105927461,0.0461109105927461
Validation R²,0.5847663409190744,0.0,0.5847663409190744,0.5847663409190744
