Metric,Average,Std Dev,Min,Max
Train MAE H4,0.006712,0.000000,0.006712,0.006712
Train MAE H8,0.004526,0.000000,0.004526,0.004526
Train MAE H12,0.004843,0.000000,0.004843,0.004843
Train MAE H16,0.006267,0.000000,0.006267,0.006267
Train MAE H20,0.007369,0.000000,0.007369,0.007369
Train MAE H24,0.009856,0.000000,0.009856,0.009856
Train Naive MAE H4,0.001704,0.000000,0.001704,0.001704
Train Naive MAE H8,0.002573,0.000000,0.002573,0.002573
Train Naive MAE H12,0.003271,0.000000,0.003271,0.003271
Train Naive MAE H16,0.003868,0.000000,0.003868,0.003868
Train Naive MAE H20,0.004395,0.000000,0.004395,0.004395
Train Naive MAE H24,0.004873,0.000000,0.004873,0.004873
Train R2 H4,0.894762,0.000000,0.894762,0.894762
Train R2 H8,0.944222,0.000000,0.944222,0.944222
Train R2 H12,0.936150,0.000000,0.936150,0.936150
Train R2 H16,0.898595,0.000000,0.898595,0.898595
Train R2 H20,0.862377,0.000000,0.862377,0.862377
Train R2 H24,0.772813,0.000000,0.772813,0.772813
Train Uncertainty H4,0.017096,0.000000,0.017096,0.017096
Train Uncertainty H8,0.018907,0.000000,0.018907,0.018907
Train Uncertainty H12,0.017621,0.000000,0.017621,0.017621
Train Uncertainty H16,0.017733,0.000000,0.017733,0.017733
Train Uncertainty H20,0.018665,0.000000,0.018665,0.018665
Train Uncertainty H24,0.018161,0.000000,0.018161,0.018161
Train SNR H4,76.693493,0.000000,76.693493,76.693493
Train SNR H8,69.629132,0.000000,69.629132,69.629132
Train SNR H12,74.756140,0.000000,74.756140,74.756140
Train SNR H16,74.063690,0.000000,74.063690,74.063690
Train SNR H20,70.295062,0.000000,70.295062,70.295062
Train SNR H24,72.066735,0.000000,72.066735,72.066735
Validation MAE H4,0.010349,0.000000,0.010349,0.010349
Validation MAE H8,0.013494,0.000000,0.013494,0.013494
Validation MAE H12,0.016349,0.000000,0.016349,0.016349
Validation MAE H16,0.011125,0.000000,0.011125,0.011125
Validation MAE H20,0.009738,0.000000,0.009738,0.009738
Validation MAE H24,0.011672,0.000000,0.011672,0.011672
Validation Naive MAE H4,0.001488,0.000000,0.001488,0.001488
Validation Naive MAE H8,0.002240,0.000000,0.002240,0.002240
Validation Naive MAE H12,0.002837,0.000000,0.002837,0.002837
Validation Naive MAE H16,0.003357,0.000000,0.003357,0.003357
Validation Naive MAE H20,0.003833,0.000000,0.003833,0.003833
Validation Naive MAE H24,0.004263,0.000000,0.004263,0.004263
Validation R2 H4,0.830191,0.000000,0.830191,0.830191
Validation R2 H8,0.741501,0.000000,0.741501,0.741501
Validation R2 H12,0.639302,0.000000,0.639302,0.639302
Validation R2 H16,0.810888,0.000000,0.810888,0.810888
Validation R2 H20,0.846854,0.000000,0.846854,0.846854
Validation R2 H24,0.788033,0.000000,0.788033,0.788033
Validation Uncertainty H4,0.016302,0.000000,0.016302,0.016302
Validation Uncertainty H8,0.013149,0.000000,0.013149,0.013149
Validation Uncertainty H12,0.014093,0.000000,0.014093,0.014093
Validation Uncertainty H16,0.014454,0.000000,0.014454,0.014454
Validation Uncertainty H20,0.016325,0.000000,0.016325,0.016325
Validation Uncertainty H24,0.015363,0.000000,0.015363,0.015363
Validation SNR H4,73.531363,0.000000,73.531363,73.531363
Validation SNR H8,91.418279,0.000000,91.418279,91.418279
Validation SNR H12,85.503495,0.000000,85.503495,85.503495
Validation SNR H16,82.971871,0.000000,82.971871,82.971871
Validation SNR H20,73.334957,0.000000,73.334957,73.334957
Validation SNR H24,78.059306,0.000000,78.059306,78.059306
Test MAE H4,0.026449,0.000000,0.026449,0.026449
Test MAE H8,0.030088,0.000000,0.030088,0.030088
Test MAE H12,0.031572,0.000000,0.031572,0.031572
Test MAE H16,0.025687,0.000000,0.025687,0.025687
Test MAE H20,0.023356,0.000000,0.023356,0.023356
Test MAE H24,0.027333,0.000000,0.027333,0.027333
Test Naive MAE H4,0.000979,0.000000,0.000979,0.000979
Test Naive MAE H8,0.001446,0.000000,0.001446,0.001446
Test Naive MAE H12,0.001837,0.000000,0.001837,0.001837
Test Naive MAE H16,0.002172,0.000000,0.002172,0.002172
Test Naive MAE H20,0.002448,0.000000,0.002448,0.002448
Test Naive MAE H24,0.002702,0.000000,0.002702,0.002702
Test R2 H4,-3.044136,0.000000,-3.044136,-3.044136
Test R2 H8,-4.141149,0.000000,-4.141149,-4.141149
Test R2 H12,-4.631935,0.000000,-4.631935,-4.631935
Test R2 H16,-2.807833,0.000000,-2.807833,-2.807833
Test R2 H20,-2.231302,0.000000,-2.231302,-2.231302
Test R2 H24,-3.341158,0.000000,-3.341158,-3.341158
Test Uncertainty H4,0.024544,0.000000,0.024544,0.024544
Test Uncertainty H8,0.021564,0.000000,0.021564,0.021564
Test Uncertainty H12,0.021206,0.000000,0.021206,0.021206
Test Uncertainty H16,0.021361,0.000000,0.021361,0.021361
Test Uncertainty H20,0.023894,0.000000,0.023894,0.023894
Test Uncertainty H24,0.022269,0.000000,0.022269,0.022269
Test SNR H4,46.709136,0.000000,46.709136,46.709136
Test SNR H8,53.330597,0.000000,53.330597,53.330597
Test SNR H12,54.302085,0.000000,54.302085,54.302085
Test SNR H16,53.629941,0.000000,53.629941,53.629941
Test SNR H20,47.846426,0.000000,47.846426,47.846426
Test SNR H24,51.516924,0.000000,51.516924,51.516924
