DATE_TIME,OPEN,LOW,HIGH,CLOSE,BC-BO,BH-BL,BH-BO,BO-BL,CLOSE_stl_trend,CLOSE_stl_seasonal,CLOSE_stl_resid,CLOSE_wav_detail_L1,CLOSE_wav_detail_L2,CLOSE_wav_approx_L2,CLOSE_mtm_band_1_0.000_0.010,CLOSE_mtm_band_2_0.010_0.060,CLOSE_mtm_band_3_0.060_0.200,CLOSE_mtm_band_4_0.200_0.500
2010-04-21 02:00:00,1.34236,1.34148,1.3426,1.34169,-0.0006699999999999,0.00112,0.00024,0.0008799999999999,1.3449699,-0.0032442836,-3.5544424e-05,-0.0021456361,-0.00083261024,1.8965386,0.0023646068,0.00024285157,9.117418e-06,1.4865177e-06
2010-04-21 03:00:00,1.34171,1.34171,1.34239,1.34178,7.00000000000145e-05,0.00068,0.00068,0.0,1.3445846,-0.0027681726,-3.6363697e-05,-0.0030259492,-0.0010264764,1.8971146,0.0023922473,0.00024056569,9.071769e-06,1.4735062e-06
2010-04-21 04:00:00,1.34175,1.34008,1.34207,1.34019,-0.00156,0.0019900000000001,0.00032,0.00167,1.3438452,-0.003610463,-4.4844248e-05,-0.0028264376,-0.0015844284,1.8969069,0.002424578,0.00023810835,9.0189615e-06,1.4608373e-06
2010-04-21 05:00:00,1.34021,1.33974,1.34369,1.34339,0.0031800000000001,0.0039500000000001,0.0034800000000001,0.0004699999999999,1.3450909,-0.001695379,-5.475004e-06,-0.0013721751,-0.0008426905,1.8958083,0.0024414614,0.00023548317,8.95958e-06,1.4484806e-06
2010-04-21 06:00:00,1.34337,1.34291,1.3447,1.34408,0.0007099999999999,0.0017899999999999,0.00133,0.0004599999999999,1.3443205,-0.0002199597,-2.0619731e-05,-0.00030717326,0.00019304769,1.8969532,0.0024480764,0.0002326951,8.894521e-06,1.4363555e-06
2010-04-21 07:00:00,1.3441,1.34209,1.34415,1.34343,-0.0006700000000001,0.0020599999999999,4.999999999988347e-05,0.00201,1.3436351,-0.0001746322,-3.0489553e-05,-0.00026492376,0.00021185026,1.8995545,0.002447532,0.00022975022,8.824638e-06,1.4244591e-06
2010-04-21 08:00:00,1.3434,1.34218,1.34458,1.34291,-0.0004899999999998,0.0024000000000001,0.0011800000000001,0.0012199999999999,1.3425257,0.00043215256,-4.7910915e-05,0.00023374356,7.397851e-05,1.9003896,0.0024486054,0.0002266549,8.750702e-06,1.4128693e-06
2010-04-21 09:00:00,1.34293,1.34269,1.34421,1.34359,0.0006600000000001,0.0015199999999999,0.0012799999999999,0.00024,1.3413234,0.0023301474,-6.3562686e-05,0.00090180733,-0.0006658984,1.8996266,0.0024401664,0.00022341615,8.673491e-06,1.4016441e-06
2010-04-21 10:00:00,1.34361,1.3385,1.34361,1.33865,-0.00496,0.0051099999999999,0.0,0.0051099999999999,1.3393086,-0.00056440156,-9.416255e-05,-9.478487e-06,-0.0004193925,1.8996415,0.0024356009,0.00022004185,8.593854e-06,1.3907396e-06
2010-04-21 11:00:00,1.33867,1.33577,1.33944,1.33749,-0.0011799999999999,0.00367,0.0007699999999999,0.0029000000000001,1.3385729,-0.0009946264,-8.8255074e-05,-0.0019106135,-0.0012530735,1.8970937,0.0024271626,0.00021654028,8.512526e-06,1.380073e-06
