DATE_TIME,OPEN,LOW,HIGH,CLOSE,BC-BO,BH-BL,BH-BO,BO-BL,CLOSE_stl_trend,CLOSE_stl_seasonal,CLOSE_stl_resid,CLOSE_wav_detail_L1,CLOSE_wav_detail_L2,CLOSE_wav_approx_L2,CLOSE_mtm_band_1_0.000_0.010,CLOSE_mtm_band_2_0.010_0.060,CLOSE_mtm_band_3_0.060_0.200,CLOSE_mtm_band_4_0.200_0.500
2011-07-13 17:00:00,1.41497,1.41344,1.41558,1.41414,-0.0008300000000001,0.00214,0.0006099999999999,0.00153,1.4077202,0.0063369526,8.281312e-05,0.003241767,0.00066829467,2.0046103,0.007841926,0.0006263233,1.7529304e-05,4.5702695e-06
2011-07-13 18:00:00,1.41411,1.41329,1.41604,1.41441,0.0002999999999999,0.00275,0.0019299999999999,0.00082,1.4074697,0.006885797,5.445011e-05,0.0038943463,0.00360788,2.002727,0.008077373,0.00065337477,1.7638951e-05,4.6339314e-06
2011-07-13 19:00:00,1.41443,1.41303,1.41545,1.41411,-0.00032,0.00242,0.00102,0.0014,1.4101502,0.0038607817,9.905905e-05,0.0056486526,0.0019023198,2.0024364,0.008312258,0.00068091514,1.7751403e-05,4.698003e-06
2011-07-13 20:00:00,1.41408,1.41353,1.41671,1.41668,0.0025999999999999,0.0031799999999999,0.0026299999999999,0.00055,1.412049,0.0045151883,0.000115724244,0.007157881,0.00394539,2.0018737,0.008545534,0.00070887303,1.7865064e-05,4.762342e-06
2011-07-13 21:00:00,1.41673,1.4161,1.42415,1.4237,0.0069699999999999,0.0080500000000001,0.0074199999999999,0.0006300000000001,1.4153949,0.008143701,0.000161369,0.0067128763,0.00337399,2.0031455,0.008771957,0.0007371779,1.7978491e-05,4.8268826e-06
2011-07-13 22:00:00,1.42372,1.42001,1.42398,1.42291,-0.0008100000000001,0.00397,0.0002599999999999,0.0037100000000001,1.4169533,0.0058014817,0.00015517215,0.004827037,0.006354263,2.0089805,0.009002606,0.0007657597,1.8090614e-05,4.891612e-06
2011-07-13 23:00:00,1.42288,1.42187,1.42816,1.42695,0.00407,0.0062900000000001,0.0052800000000001,0.0010099999999999,1.418823,0.007970948,0.00015605088,-0.0001333593,0.00074962515,2.0136616,0.009231714,0.0007945475,1.8200953e-05,4.956511e-06
2011-07-14 00:00:00,1.42697,1.42258,1.42711,1.42368,-0.00329,0.0045300000000001,0.00014,0.0043900000000001,1.4187746,0.004794174,0.00011121446,-0.0025780762,0.0042248284,2.0164714,0.009463932,0.00082347036,1.8309827e-05,5.0214844e-06
2011-07-14 01:00:00,1.42371,1.42248,1.425,1.42324,-0.0004699999999999,0.00252,0.00129,0.00123,1.421504,0.0015973322,0.00013866482,0.005128632,0.001201117,2.0178497,0.009697124,0.000852457,1.8418124e-05,5.086417e-06
2011-07-14 02:00:00,1.42327,1.422,1.42372,1.42288,-0.0003900000000001,0.0017200000000001,0.00045,0.0012700000000001,1.4212095,0.0015811068,8.9475674e-05,0.012662174,0.00034628602,2.0157528,0.009932267,0.0008814371,1.8527038e-05,5.1512393e-06
