DATE_TIME,typical_price,day_of_week,day_of_month,hour_of_day,dow_sin,dow_cos,dom_sin,dom_cos,hod_sin,hod_cos
2010-05-26 16:00:00,1.2237216666666666,2.0,26.0,14.5,0.9749279121818236,-0.2225209339563143,-0.848644257494751,0.5289640103269624,-0.5829878075183766,-0.7597645028150138
2010-05-26 20:00:00,1.2202625,2.0,26.0,18.5,0.9749279121818236,-0.2225209339563143,-0.848644257494751,0.5289640103269624,-0.949469264090644,0.1249999999999998
2010-05-27 00:00:00,1.2176641666666668,2.25,26.25,16.5,0.8396668689157573,-0.3921329174428406,-0.817681389928343,0.5689647375141438,-0.3664814565722675,0.8847645028150135
2010-05-27 04:00:00,1.2222616666666668,3.0,27.0,2.5,0.4338837391175582,-0.900968867902419,-0.72479278722912,0.6889669190756865,0.5829878075183765,0.7597645028150136
2010-05-27 08:00:00,1.22844,3.0,27.0,6.5,0.4338837391175582,-0.900968867902419,-0.72479278722912,0.6889669190756865,0.9494692640906438,-0.1249999999999999
2010-05-27 12:00:00,1.2275041666666666,3.0,27.0,10.5,0.4338837391175582,-0.900968867902419,-0.72479278722912,0.6889669190756865,0.366481456572267,-0.8847645028150136
2010-05-27 16:00:00,1.2290666666666668,3.0,27.0,14.5,0.4338837391175582,-0.900968867902419,-0.72479278722912,0.6889669190756865,-0.5829878075183766,-0.7597645028150138
2010-05-27 20:00:00,1.2365941666666669,3.0,27.0,18.5,0.4338837391175582,-0.900968867902419,-0.72479278722912,0.6889669190756865,-0.949469264090644,0.1249999999999998
2010-05-28 00:00:00,1.2351175,3.25,27.25,16.5,0.2169418695587791,-0.9009688679024191,-0.6864116441955379,0.7219160496085844,-0.3664814565722675,0.8847645028150135
2010-05-28 04:00:00,1.2302941666666665,4.0,28.0,2.5,-0.433883739117558,-0.9009688679024191,-0.5712682150947924,0.8207634412072763,0.5829878075183765,0.7597645028150136
2010-05-28 08:00:00,1.2353775,4.0,28.0,6.5,-0.433883739117558,-0.9009688679024191,-0.5712682150947924,0.8207634412072763,0.9494692640906438,-0.1249999999999999
2010-05-28 12:00:00,1.2402675,4.0,28.0,10.5,-0.433883739117558,-0.9009688679024191,-0.5712682150947924,0.8207634412072763,0.366481456572267,-0.8847645028150136
2010-05-28 16:00:00,1.2344391666666668,4.0,28.0,14.5,-0.433883739117558,-0.9009688679024191,-0.5712682150947924,0.8207634412072763,-0.5829878075183766,-0.7597645028150138
2010-05-28 20:00:00,1.228525,4.0,28.0,18.5,-0.433883739117558,-0.9009688679024191,-0.5712682150947924,0.8207634412072763,-0.949469264090644,0.1249999999999998
2010-06-01 00:00:00,1.2273875,3.25,21.25,14.25,-0.129954933721161,-0.5198542004621312,-0.3781265312989291,0.8604550662185813,-0.7079878075183769,0.4397047612756301
2010-06-01 04:00:00,1.2260433333333332,1.0,1.0,2.5,0.7818314824680298,0.6234898018587336,0.20129852008866,0.9795299412524944,0.5829878075183765,0.7597645028150137
2010-06-01 08:00:00,1.222255833333333,1.0,1.0,6.5,0.7818314824680298,0.6234898018587336,0.20129852008866,0.9795299412524944,0.9494692640906438,-0.1249999999999999
2010-06-01 12:00:00,1.2148066666666666,1.0,1.0,10.5,0.7818314824680298,0.6234898018587336,0.20129852008866,0.9795299412524944,0.366481456572267,-0.8847645028150135
2010-06-01 16:00:00,1.2260008333333334,1.0,1.0,14.5,0.7818314824680298,0.6234898018587336,0.20129852008866,0.9795299412524944,-0.5829878075183766,-0.7597645028150138
2010-06-01 20:00:00,1.2258025,1.0,1.0,18.5,0.7818314824680298,0.6234898018587336,0.20129852008866,0.9795299412524944,-0.949469264090644,0.1249999999999998
2010-06-02 00:00:00,1.223070833333333,1.25,1.25,16.5,0.8301055898964782,0.4119871179049715,0.2495628538448249,0.964386908844429,-0.3664814565722675,0.8847645028150135
2010-06-02 04:00:00,1.2228741666666667,2.0,2.0,2.5,0.9749279121818236,-0.2225209339563143,0.3943558551133185,0.9189578116202306,0.5829878075183765,0.7597645028150136
2010-06-02 08:00:00,1.2217825,2.0,2.0,6.5,0.9749279121818236,-0.2225209339563143,0.3943558551133185,0.9189578116202306,0.9494692640906438,-0.1249999999999999
2010-06-02 12:00:00,1.2225025,2.0,2.0,10.5,0.9749279121818236,-0.2225209339563143,0.3943558551133185,0.9189578116202306,0.366481456572267,-0.8847645028150136
2010-06-02 16:00:00,1.2210658333333333,2.0,2.0,14.5,0.9749279121818236,-0.2225209339563143,0.3943558551133185,0.9189578116202306,-0.5829878075183766,-0.7597645028150138
2010-06-02 20:00:00,1.2237858333333334,2.0,2.0,18.5,0.9749279121818236,-0.2225209339563143,0.3943558551133185,0.9189578116202306,-0.949469264090644,0.1249999999999998
2010-06-03 00:00:00,1.225074166666667,2.25,2.25,16.5,0.8396668689157573,-0.3921329174428406,0.4385839451086872,0.8944092190169924,-0.3664814565722675,0.8847645028150135
2010-06-03 04:00:00,1.229056666666667,3.0,3.0,2.5,0.4338837391175582,-0.900968867902419,0.5712682150947923,0.8207634412072763,0.5829878075183765,0.7597645028150136
2010-06-03 08:00:00,1.2302666666666666,3.0,3.0,6.5,0.4338837391175582,-0.900968867902419,0.5712682150947923,0.8207634412072763,0.9494692640906438,-0.1249999999999999
2010-06-03 12:00:00,1.2265066666666666,3.0,3.0,10.5,0.4338837391175582,-0.900968867902419,0.5712682150947923,0.8207634412072763,0.366481456572267,-0.8847645028150136
2010-06-03 16:00:00,1.220918333333333,3.0,3.0,14.5,0.4338837391175582,-0.900968867902419,0.5712682150947923,0.8207634412072763,-0.5829878075183766,-0.7597645028150138
2010-06-03 20:00:00,1.2168416666666666,3.0,3.0,18.5,0.4338837391175582,-0.900968867902419,0.5712682150947923,0.8207634412072763,-0.949469264090644,0.1249999999999998
2010-06-04 00:00:00,1.2167766666666666,3.25,3.25,16.5,0.2169418695587791,-0.9009688679024191,0.6096493581283744,0.7878143106743793,-0.3664814565722675,0.8847645028150135
2010-06-04 04:00:00,1.2177025,4.0,4.0,2.5,-0.433883739117558,-0.9009688679024191,0.7247927872291199,0.6889669190756866,0.5829878075183765,0.7597645028150136
2010-06-04 08:00:00,1.218613333333333,4.0,4.0,6.5,-0.433883739117558,-0.9009688679024191,0.7247927872291199,0.6889669190756866,0.9494692640906438,-0.1249999999999999
2010-06-04 12:00:00,1.2125058333333334,4.0,4.0,10.5,-0.433883739117558,-0.9009688679024191,0.7247927872291199,0.6889669190756866,0.366481456572267,-0.8847645028150136
2010-06-04 16:00:00,1.2027566666666667,4.0,4.0,14.5,-0.433883739117558,-0.9009688679024191,0.7247927872291199,0.6889669190756866,-0.5829878075183766,-0.7597645028150138
2010-06-04 20:00:00,1.1979825,4.0,4.0,18.5,-0.433883739117558,-0.9009688679024191,0.7247927872291199,0.6889669190756866,-0.949469264090644,0.1249999999999998
