DATE_TIME,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15
2018-05-16 01:00:00,-1.5990613,-1.2372358,0.640192,-2.256841,-0.599341,-3.2735915,2.0241692,1.2386537,-0.047822602,0.018679269,-1.5988195,0.34252957,-2.9577804,-1.9625593,1.4521252,-0.7443842
2018-05-16 02:00:00,-1.5927556,-1.3065609,0.65567994,-2.2117746,-0.49209917,-3.2756975,1.9530271,1.2743958,0.026289364,0.10883344,-1.599413,0.30395642,-3.005326,-1.9788759,1.389272,-0.81248385
2018-05-16 03:00:00,-1.5958813,-1.3074864,0.6530799,-2.2079458,-0.4915305,-3.276067,1.9564413,1.2733923,0.025604328,0.10719062,-1.5975586,0.2991558,-3.006837,-1.9823121,1.3943198,-0.80949545
2018-05-16 04:00:00,-1.6435,-1.2848824,0.6240377,-2.2250638,-0.4956693,-3.2473195,1.9918616,1.2551668,-0.01608009,0.069653995,-1.6027675,0.29816064,-2.9942338,-2.0168402,1.4643286,-0.7556343
2018-05-16 05:00:00,-1.574141,-1.321355,0.6716129,-2.1956682,-0.49464422,-3.2940044,1.9438239,1.2815827,0.04857468,0.11784793,-1.5907888,0.30247518,-3.0086408,-1.9680958,1.3602972,-0.8299873
2018-05-16 06:00:00,-1.5611274,-1.2552856,0.6559499,-2.2351766,-0.6021253,-3.305797,2.0054915,1.2471796,-0.01870809,0.046923287,-1.5866597,0.3351135,-2.9734874,-1.9366903,1.403064,-0.7787901
2018-05-16 07:00:00,-1.5156986,-1.2938825,0.69022745,-2.2117727,-0.58376765,-3.3433142,1.9618133,1.2666242,0.03536462,0.094686516,-1.575028,0.3418335,-2.9895709,-1.9095632,1.3187678,-0.82997805
2018-05-16 08:00:00,-1.531114,-1.2267538,0.67260104,-2.2661989,-0.655677,-3.3211055,2.0120091,1.2356008,-0.036807336,0.01980663,-1.5911901,0.38056454,-2.945989,-1.900226,1.3850017,-0.76646966
2018-05-16 09:00:00,-1.4896251,-1.1523522,0.6739818,-2.331089,-0.80365735,-3.3283362,2.0818474,1.2067705,-0.108520515,-0.064702265,-1.5891823,0.4482494,-2.880582,-1.833427,1.4070078,-0.71146864
2018-05-16 10:00:00,-1.5262245,-1.1878345,0.6637017,-2.292632,-0.71848196,-3.3090978,2.0453494,1.2274576,-0.07285748,-0.02003359,-1.5919762,0.39289793,-2.9205148,-1.8830471,1.407964,-0.7533593
2018-05-16 11:00:00,-1.513663,-1.2094501,0.6617022,-2.2630103,-0.7027141,-3.3196845,2.0353506,1.2418941,-0.047819562,0.011742243,-1.5797423,0.3600297,-2.9455588,-1.8805058,1.3861728,-0.7902458
2018-05-16 12:00:00,-1.5288519,-1.1883358,0.66351825,-2.302845,-0.70513386,-3.3000586,2.0345569,1.2317222,-0.07256655,-0.009515873,-1.5994985,0.39938548,-2.9216185,-1.8843317,1.4024619,-0.76121944
2018-05-16 13:00:00,-1.331844,-1.3665351,0.7953519,-2.1044288,-0.616581,-3.4081788,1.8434281,1.3063905,0.16652982,0.16444005,-1.526665,0.36514094,-3.0481691,-1.7829366,1.0381651,-1.0348139
2018-05-16 14:00:00,-1.4299499,-1.2599329,0.73288435,-2.272066,-0.6577981,-3.3611479,1.9332991,1.2487575,0.016883304,0.08151854,-1.5878667,0.4463283,-2.9574542,-1.8252974,1.2303362,-0.85646755
2018-05-16 15:00:00,-1.6023678,-1.2636334,0.6299556,-2.2346387,-0.5566306,-3.26351,2.0037065,1.2594768,-0.02319775,0.06382645,-1.5957737,0.30474648,-2.9874344,-1.9743583,1.4363847,-0.7864553
2018-05-16 16:00:00,-1.4003359,-1.3455858,0.7545086,-2.1462605,-0.6113788,-3.3836575,1.9018072,1.2942864,0.116948925,0.13850512,-1.5432651,0.34812173,-3.0230308,-1.8333387,1.1547223,-0.9640634
2018-05-16 17:00:00,-1.5880532,-1.2854822,0.6429573,-2.219785,-0.5314086,-3.281396,1.9786477,1.263523,0.002495995,0.090329655,-1.5926695,0.30348435,-3.000387,-1.9693834,1.4047295,-0.80073905
2018-05-16 18:00:00,-1.5675911,-1.2239136,0.65669256,-2.2805622,-0.62565655,-3.286442,2.0122852,1.2373896,-0.050241806,0.019691832,-1.6046723,0.37652162,-2.9454598,-1.9296126,1.4178526,-0.7553616
2018-05-16 19:00:00,-1.6269292,-1.2881922,0.62587935,-2.224045,-0.49824974,-3.2505245,1.9819318,1.2642671,-0.0073193996,0.088031776,-1.6014957,0.2927659,-3.0020077,-2.0033026,1.4415047,-0.7830192
2018-05-16 20:00:00,-1.6062349,-1.2955055,0.64143294,-2.2223496,-0.49610907,-3.2622218,1.964198,1.2702254,0.008875122,0.101683386,-1.6024685,0.3015913,-3.0036418,-1.987047,1.4106468,-0.80218047
2018-05-16 21:00:00,-1.5940055,-1.3001602,0.6491634,-2.2161298,-0.4986348,-3.2702413,1.9582549,1.2744251,0.018838873,0.107267745,-1.6002699,0.30081627,-3.005541,-1.9778465,1.395161,-0.8146159
2018-05-16 22:00:00,-1.6018027,-1.3053772,0.64660114,-2.2103786,-0.4879388,-3.266441,1.9578178,1.2757363,0.021652004,0.10906208,-1.5999985,0.2935095,-3.0086846,-1.9864805,1.4012975,-0.81272155
2018-05-16 23:00:00,-1.605627,-1.2818286,0.64021605,-2.2331023,-0.5174361,-3.267377,1.9769856,1.259416,-0.006367424,0.08400989,-1.6017697,0.31504014,-2.9938025,-1.9825315,1.4204941,-0.78321743
2018-05-17 00:00:00,-1.6281289,-1.2684076,0.62641734,-2.2365065,-0.53033423,-3.2520313,2.0024996,1.2534937,-0.026884446,0.057209022,-1.6019552,0.30850777,-2.984712,-1.9979296,1.4591033,-0.76063365
2018-05-17 01:00:00,-1.5842882,-1.2859557,0.65221196,-2.2315552,-0.5220391,-3.2790604,1.9642804,1.2646128,0.005972764,0.095561154,-1.6008632,0.3212717,-2.9955559,-1.9648461,1.3924441,-0.8024878
2018-05-17 02:00:00,-1.4576603,-1.3557417,0.7406036,-2.157959,-0.5444115,-3.3468308,1.8951148,1.2928817,0.11151912,0.14371814,-1.5641088,0.33988085,-3.0216472,-1.8848679,1.207372,-0.92952645
2018-05-17 03:00:00,-1.6160365,-1.2689534,0.63566214,-2.2370236,-0.5368006,-3.2646904,1.9977895,1.2506365,-0.022520462,0.057185777,-1.6006668,0.3187565,-2.9823666,-1.9877868,1.4455305,-0.7601248
2018-05-17 04:00:00,-1.6244394,-1.2521888,0.63222545,-2.252805,-0.5541989,-3.2554617,2.0114243,1.243617,-0.041140415,0.0350833,-1.60562,0.33162394,-2.9682393,-1.9889376,1.4645046,-0.74208134
2018-05-17 05:00:00,-1.5107722,-1.3224028,0.6990699,-2.1867585,-0.5515134,-3.3320189,1.9395056,1.2818657,0.064176254,0.11854506,-1.5735135,0.3230928,-3.0080884,-1.9167482,1.2946949,-0.8693263
2018-05-17 06:00:00,-1.484871,-1.1476879,0.6699897,-2.3357115,-0.82018274,-3.328149,2.0953414,1.2053766,-0.11655552,-0.06952774,-1.5857238,0.45115653,-2.8769782,-1.8249197,1.4127942,-0.70601606
2018-05-17 07:00:00,-1.3914884,-1.3301088,0.75720924,-2.167305,-0.6403396,-3.3945808,1.9156997,1.2830194,0.10035252,0.12161303,-1.5444956,0.37279686,-3.0044293,-1.8194957,1.1607049,-0.94307184
2018-05-17 08:00:00,-1.5755111,-1.2447475,0.65052617,-2.2544756,-0.5986182,-3.2875957,2.0073307,1.2452319,-0.03290046,0.03915871,-1.5969765,0.346588,-2.9648213,-1.9445047,1.4184692,-0.76830864
2018-05-17 09:00:00,-1.5070652,-1.2310767,0.6847884,-2.2776442,-0.65132195,-3.328345,1.9873841,1.2442838,-0.024364302,0.04522241,-1.5951419,0.39771444,-2.9483807,-1.8792468,1.3438243,-0.79404193
2018-05-17 10:00:00,-1.4802159,-1.206616,0.68301475,-2.2758536,-0.7222151,-3.3442137,2.0204904,1.2401192,-0.04025162,0.015624889,-1.5799167,0.39326137,-2.9355757,-1.8499148,1.3444955,-0.7962346
2018-05-17 11:00:00,-1.5847871,-1.2611542,0.6424704,-2.2442195,-0.5643576,-3.2751744,1.9928814,1.2575996,-0.019588986,0.06724692,-1.5983815,0.3248107,-2.9824116,-1.9577103,1.4141634,-0.7902607
2018-05-17 12:00:00,-1.4610647,-1.3247391,0.72124547,-2.1832745,-0.5855388,-3.3489652,1.9265825,1.2846175,0.07749253,0.12451554,-1.565234,0.3423305,-3.0088613,-1.8765743,1.2383401,-0.9098969
